,user_id,artist_id,tag_id
1365,14,852,275
1366,14,857,181
1367,14,857,182
1368,14,874,24
1369,14,874,25
1370,14,874,109
1371,14,877,16
1372,14,877,109
1377,14,985,16
1378,14,985,25
1379,14,986,251
1380,14,997,16
1381,14,997,25
1382,14,997,202
1383,14,1000,16
1384,14,1000,25
1385,14,1000,202
1387,14,1001,16
1388,14,1001,25
1389,14,1001,202
1391,14,1013,16
1392,14,1013,25
1393,14,1013,202
1395,14,1019,16
1396,14,1019,25
1397,14,1019,202
1399,14,1027,16
1400,14,1027,25
1401,14,1027,202
1403,14,1083,16
1404,14,1083,25
1405,14,1083,275
1406,14,1206,182
1407,14,1206,253
1408,14,1206,259
1410,14,1206,261
1412,14,1225,251
1419,14,1360,25
1426,14,1878,16
1427,14,1878,25
1428,14,1878,275
1429,14,1879,16
1430,14,1879,25
1431,14,1879,109
1432,14,1883,242
1433,14,1885,16
1434,14,1885,24
1435,14,1885,25
1436,14,1889,16
1437,14,1889,25
1438,14,1889,109
1439,14,1889,242
1440,14,1892,16
1441,14,1892,24
1442,14,1892,25
1444,14,1895,16
1445,14,1895,25
1446,14,1895,202
1448,14,1896,16
1449,14,1896,25
1450,14,2029,16
1451,14,2029,24
1452,14,2029,25
1453,14,2029,109
1454,14,2029,265
1456,14,2033,16
1457,14,2033,25
1458,14,2033,265
1460,14,2033,279
1461,14,2490,25
1462,14,2490,265
1464,14,2490,279
1465,14,2552,16
1466,14,2552,24
1467,14,2552,25
1468,14,2629,16
1469,14,2629,24
1470,14,2629,25
1471,14,2629,109
1472,14,2637,16
1473,14,2637,25
1474,14,2637,265
1476,14,2637,279
1477,14,2936,16
1478,14,2936,24
1479,14,2936,25
1481,14,2938,16
1482,14,2938,25
1483,14,2938,275
1488,14,3281,16
1489,14,3281,25
1490,14,3281,109
1491,14,3281,242
1492,14,3430,25
1493,14,3430,181
1494,14,3430,245
1495,14,3430,249
1496,14,3430,253
1504,14,3443,181
1518,14,3458,247
1519,14,3458,249
1521,14,3791,16
1522,14,3791,25
1523,14,3791,265
1525,14,3791,279
1526,14,3896,251
1529,14,4129,16
1530,14,4129,25
1531,14,4129,242
1532,14,4129,252
1534,14,4494,16
1535,14,4494,24
1536,14,4494,25
1537,14,4723,245
1539,14,4723,268
1541,14,4724,182
1542,14,4724,253
1543,14,4724,259
1545,14,4724,261
1547,14,5260,16
1548,14,5260,25
1549,14,5260,109
1556,14,6073,16
1557,14,6073,25
1558,14,6073,109
1559,14,6784,16
1560,14,6784,24
1561,14,6784,25
1562,14,6784,109
1563,14,6784,242
1564,14,7038,16
1565,14,7038,265
1567,14,7038,279
1575,14,7239,182
1576,14,7239,253
1578,14,7239,261
1580,14,7329,16
1581,14,7329,265
1583,14,7329,279
1584,14,7837,16
1585,14,7837,25
1590,14,7927,16
1591,14,7927,25
1592,14,7927,109
1625,14,9980,16
1626,14,9980,202
1627,14,10402,182
1628,14,10402,253
1629,14,10402,259
1631,14,10402,261
1633,14,10404,182
1634,14,10404,253
1635,14,10404,259
1637,14,10404,261
1645,14,10748,88
1646,14,10748,245
1647,14,10748,247
1679,14,14378,245
1680,14,14378,247
1684,14,14453,245
1704,14,17211,245
1705,14,17211,247
1747,16,58,18
1748,16,58,79
1749,16,58,81
1750,16,97,81
1751,16,97,130
1752,16,97,134
1753,16,97,296
1754,16,313,24
1755,16,313,81
1756,16,313,109
1757,16,313,130
1758,16,313,296
1759,16,346,81
1760,16,346,296
1764,16,454,79
1765,16,454,81
1785,16,644,18
1786,16,644,24
1787,16,644,39
1825,16,667,73
1826,16,667,79
1827,16,667,130
1831,16,667,297
1832,16,667,299
1845,16,726,73
1846,16,891,24
1847,16,891,130
1848,16,891,292
1849,16,1045,73
1850,16,1045,79
1851,16,1379,18
1852,16,1379,79
1853,16,1379,81
1854,16,1458,24
1855,16,1458,130
1864,16,2548,24
1865,16,2548,130
1866,16,2607,79
1867,16,2607,109
1868,16,2607,185
1874,16,3367,73
1875,16,3367,78
1876,16,3367,79
1877,16,3367,109
1878,16,3500,24
1879,16,3500,130
1883,16,5151,24
1884,16,5151,81
1885,16,5151,130
1886,16,5151,296
1887,16,5151,321
1890,16,5553,73
1891,16,5553,79
1892,16,5553,81
1893,16,5553,134
1894,16,5553,185
1940,18,389,23
1941,18,722,90
1942,18,722,327
1945,20,1990,344
1946,20,3504,59
1950,20,17450,15
1951,20,17450,47
1952,21,55,18
1953,21,55,24
1954,21,55,25
1955,21,55,39
1956,21,55,49
1957,21,55,79
1958,21,55,81
1959,21,55,90
1960,21,55,127
1961,21,55,130
1962,21,55,187
1963,21,55,200
1964,21,55,203
1965,21,55,208
1966,21,55,308
1967,21,55,309
1968,21,55,346
1969,21,55,347
1972,21,55,351
1973,21,55,352
1975,21,55,358
1977,21,55,360
1983,21,289,24
1984,21,289,39
1985,21,289,73
1986,21,289,79
1987,21,289,127
1988,21,289,130
1989,21,289,200
1990,21,289,203
1991,21,289,346
1992,21,289,347
1994,21,289,349
1997,21,289,354
2000,21,289,364
2004,21,293,18
2005,21,293,24
2006,21,293,39
2007,21,293,73
2008,21,293,81
2009,21,293,130
2010,21,293,309
2011,21,293,346
2012,21,293,354
2013,21,293,358
2014,21,293,364
2016,21,293,371
2017,21,299,24
2018,21,299,39
2019,21,299,73
2020,21,299,130
2021,21,299,308
2022,21,299,346
2023,21,299,356
2024,21,299,371
2025,21,462,24
2026,21,462,39
2027,21,462,73
2028,21,462,127
2029,21,465,24
2030,21,465,39
2031,21,465,73
2032,21,465,79
2033,21,465,130
2035,21,465,285
2036,21,465,346
2038,21,465,349
2040,21,465,354
2041,21,465,358
2043,21,465,370
2044,21,523,24
2045,21,523,39
2046,21,523,49
2047,21,523,73
2048,21,523,130
2049,21,523,346
2050,21,523,349
2054,21,523,370
2055,21,646,24
2056,21,646,308
2057,21,646,319
2058,21,646,356
2059,21,646,368
2060,21,786,24
2061,21,786,49
2062,21,786,73
2063,21,786,81
2064,21,786,130
2065,21,786,346
2066,21,786,347
2068,21,786,349
2070,21,786,352
2072,21,786,354
2077,21,787,24
2078,21,787,130
2079,21,787,319
2080,21,787,346
2081,21,787,356
2082,21,787,364
2083,21,787,368
2084,21,788,49
2085,21,788,130
2086,21,788,203
2087,21,788,308
2088,21,788,319
2089,21,788,346
2090,21,788,347
2092,21,788,349
2094,21,788,351
2097,21,788,356
2098,21,788,368
2100,21,789,18
2101,21,789,24
2102,21,789,25
2103,21,789,39
2104,21,789,79
2105,21,789,90
2106,21,789,130
2107,21,789,187
2108,21,789,208
2109,21,789,285
2110,21,789,309
2111,21,789,346
2112,21,789,347
2114,21,789,352
2115,21,789,354
2117,21,789,360
2119,21,789,371
2128,21,792,18
2129,21,792,24
2130,21,792,49
2131,21,792,130
2133,21,792,285
2134,21,792,308
2135,21,792,319
2136,21,792,346
2137,21,792,356
2138,21,792,368
2139,21,794,18
2140,21,794,24
2141,21,794,39
2142,21,794,130
2143,21,794,347
2145,21,794,349
2147,21,794,351
2151,21,796,24
2152,21,796,130
2153,21,796,203
2154,21,796,208
2155,21,796,308
2156,21,796,346
2158,21,796,370
2159,21,798,24
2160,21,798,39
2161,21,798,49
2162,21,798,130
2163,21,798,187
2164,21,798,195
2165,21,798,346
2166,21,798,347
2168,21,798,349
2169,21,798,351
2170,21,798,352
2172,21,798,354
2174,21,798,358
2175,21,800,18
2176,21,800,24
2177,21,800,39
2178,21,800,49
2179,21,800,73
2180,21,800,81
2181,21,800,130
2183,21,800,187
2184,21,800,195
2185,21,800,200
2186,21,800,203
2187,21,800,309
2188,21,800,346
2189,21,800,347
2191,21,800,349
2192,21,800,351
2194,21,800,354
2196,21,800,356
2197,21,800,358
2203,21,801,24
2204,21,801,81
2205,21,801,90
2206,21,801,127
2207,21,801,195
2208,21,801,285
2209,21,801,347
2210,21,801,349
2211,21,801,352
2216,21,801,364
2217,21,801,370
2218,21,801,371
2219,21,972,24
2220,21,972,73
2221,21,972,130
2222,21,972,309
2223,21,972,347
2226,21,972,351
2240,23,27,32
2241,23,72,61
2242,23,152,387
2243,23,159,25
2244,23,159,73
2245,23,162,191
2246,23,599,72
2247,23,599,79
2248,23,599,80
2249,23,599,192
2250,23,631,33
2252,23,751,14
2253,23,751,391
2254,23,852,16
2255,23,852,79
2256,23,852,182
2257,23,855,78
2258,23,855,229
2259,23,856,170
2260,23,860,170
2262,23,861,275
2263,23,862,13
2264,23,862,88
2265,23,862,309
2266,23,863,88
2267,23,863,394
2268,23,875,179
2269,23,880,18
2270,23,880,86
2271,23,883,82
2272,23,883,190
2274,23,1013,16
2275,23,1013,25
2276,23,1013,74
2277,23,1013,395
2278,23,1062,199
2279,23,1062,396
2280,23,1089,352
2282,23,1089,389
2283,23,2542,393
2284,23,3364,81
2285,23,3364,181
2286,23,3364,194
2289,23,5603,91
2290,23,5603,386
2291,23,6130,189
2293,24,786,292
2294,24,896,81
2295,24,901,81
2296,24,7193,39
2297,25,67,209
2298,25,155,24
2299,25,155,209
2300,25,157,24
2301,25,157,209
2305,25,192,209
2306,25,289,24
2307,25,289,209
2308,25,292,24
2309,25,292,209
2312,25,295,209
2313,25,325,405
2314,25,329,24
2315,25,329,209
2316,25,349,24
2317,25,349,167
2318,25,350,24
2319,25,350,30
2322,25,352,24
2323,25,352,195
2325,25,354,24
2326,25,354,30
2327,25,455,24
2328,25,455,127
2329,25,455,209
2330,25,476,24
2331,25,476,321
2333,25,531,167
2334,25,531,195
2336,25,800,24
2337,25,800,195
2338,25,906,24
2339,25,906,195
2341,25,911,24
2342,25,5000,24
2343,25,5000,195
2345,26,511,73
2346,26,511,285
2350,26,917,1
2351,26,917,127
2352,26,917,285
2353,26,917,386
2356,26,917,415
2360,26,922,285
2362,26,923,285
2380,26,929,1
2381,26,929,285
2382,26,929,406
2384,26,930,408
2390,26,932,127
2405,27,190,78
2407,27,423,81
2408,27,546,81
2410,27,769,442
2411,27,951,72
2412,27,961,134
2413,27,964,79
2414,27,964,424
2416,27,1098,81
2417,27,1246,78
2418,27,2574,180
2423,28,154,18
2427,28,1024,483
2429,28,2531,16
2430,28,2531,79
2431,28,2531,191
2432,28,2531,234
2433,28,2531,352
2435,28,2624,387
2447,28,8790,18
2448,28,8790,447
2454,29,466,24
2456,29,679,493
2462,30,907,24
2463,30,907,39
2464,30,907,102
2465,30,907,103
2466,30,1055,73
2467,30,2526,73
2468,31,30,74
2469,31,30,352
2470,31,30,494
2471,31,55,16
2472,31,55,18
2473,31,55,19
2474,31,55,24
2475,31,55,25
2476,31,55,39
2477,31,55,74
2478,31,55,81
2479,31,55,187
2480,31,55,199
2481,31,55,352
2485,31,55,509
2487,31,55,511
