,user_id,artist_id,listen_count
266,7,300,1747
267,7,301,1553
268,7,302,1490
270,7,304,1312
271,7,305,1169
272,7,306,1164
273,7,307,1162
274,7,308,1082
275,7,309,1027
276,7,310,962
277,7,311,960
278,7,312,926
279,7,313,900
280,7,314,868
282,7,316,809
283,7,317,773
284,7,318,753
286,7,320,719
287,7,321,674
288,7,322,667
289,7,323,646
290,7,324,605
291,7,325,599
292,7,326,593
293,7,327,587
294,7,328,571
295,7,329,534
296,7,330,527
297,7,331,516
298,7,332,510
299,7,333,498
300,8,71,181
301,8,89,921
302,8,97,354
303,8,251,235
304,8,257,479
305,8,265,581
306,8,288,428
307,8,289,2258
308,8,291,402
309,8,292,783
310,8,295,1425
311,8,296,1039
312,8,298,613
313,8,300,347
314,8,302,432
315,8,311,353
316,8,323,578
323,8,340,800
325,8,342,753
327,8,344,553
329,8,346,520
331,8,348,504
332,8,349,494
333,8,350,494
334,8,351,456
335,8,352,417
337,8,354,389
338,8,355,361
339,8,356,350
342,8,359,277
343,8,360,257
345,8,362,229
347,8,364,178
349,8,366,173
350,9,8,587
351,9,367,2396
354,9,370,1113
355,9,371,1103
358,9,374,708
359,9,375,630
360,9,376,629
361,9,377,609
362,9,378,590
363,9,379,558
364,9,380,556
367,9,383,521
370,9,386,465
373,9,389,403
374,9,390,381
377,9,393,357
383,9,399,292
387,9,403,273
389,9,405,267
391,9,407,249
392,9,408,249
393,9,409,242
396,9,412,236
400,10,154,177
401,10,159,225
402,10,196,1137
403,10,199,1386
404,10,200,306
405,10,208,310
406,10,217,761
407,10,219,189
408,10,225,1297
409,10,228,279
410,10,229,992
411,10,416,3132
412,10,417,1584
413,10,418,1056
414,10,419,1029
415,10,420,1023
416,10,421,956
417,10,422,878
418,10,423,845
419,10,424,797
420,10,425,729
421,10,426,603
422,10,427,583
423,10,428,578
424,10,429,573
425,10,430,560
426,10,431,546
427,10,432,527
428,10,433,483
429,10,434,455
431,10,436,317
432,10,437,315
433,10,438,308
434,10,439,291
435,10,440,247
436,10,441,238
437,10,442,235
438,10,443,229
439,10,444,208
440,10,445,204
441,10,446,199
442,10,447,189
445,10,450,173
448,10,453,161
449,10,454,157
450,11,67,229
451,11,89,3384
452,11,157,1007
453,11,230,329
454,11,234,370
455,11,288,749
456,11,289,3851
457,11,292,555
458,11,294,264
459,11,295,521
460,11,300,347
461,11,301,306
462,11,304,1031
463,11,306,249
464,11,325,298
465,11,327,337
466,11,329,553
467,11,344,243
468,11,349,341
469,11,455,4416
470,11,456,1951
471,11,457,1788
472,11,458,1708
473,11,459,1567
474,11,460,1531
475,11,461,1500
476,11,462,1318
477,11,463,1235
478,11,464,1117
479,11,465,1006
480,11,466,956
481,11,467,793
482,11,468,719
483,11,469,552
484,11,470,548
485,11,471,537
486,11,472,514
488,11,474,425
489,11,475,424
490,11,476,337
493,11,479,321
495,11,481,293
496,11,482,251
498,11,484,244
499,11,485,238
500,12,72,2144
501,12,189,2976
502,12,191,4259
503,12,230,2110
504,12,288,3072
505,12,300,1064
506,12,333,23961
507,12,344,5489
508,12,377,59695
509,12,378,31617
510,12,405,1034
511,12,407,1600
512,12,466,1485
513,12,486,24097
514,12,487,7867
515,12,488,7425
516,12,489,7399
517,12,490,4527
518,12,491,3837
519,12,492,3823
520,12,493,3727
521,12,494,3648
523,12,496,3407
524,12,497,3226
525,12,498,3134
526,12,499,3080
527,12,500,2471
528,12,501,2378
529,12,502,2303
530,12,503,1714
531,12,504,1646
533,12,506,1591
534,12,507,1547
536,12,509,1434
537,12,510,1341
538,12,511,1278
539,12,512,1260
541,12,514,1227
542,12,515,1222
544,12,517,1177
545,12,518,1001
546,12,519,982
547,12,520,953
549,12,522,927
550,13,55,6
551,13,67,9
552,13,89,3967
553,13,173,6
554,13,228,6
555,13,292,4
556,13,295,2
557,13,298,16
558,13,299,4
559,13,300,2
560,13,302,9
561,13,310,17
562,13,316,4
563,13,318,2
564,13,325,3
565,13,328,12
566,13,333,38
567,13,344,2
568,13,349,3
569,13,352,2
570,13,378,2
571,13,461,3
572,13,466,4
573,13,498,6
574,13,523,10
575,13,524,8
576,13,525,6
577,13,526,6
578,13,527,4
579,13,528,4
580,13,529,3
581,13,530,3
582,13,531,3
583,13,532,3
584,13,533,2
585,13,534,2
586,13,535,2
587,13,536,2
588,13,537,2
589,13,538,2
590,13,539,2
591,13,540,2
593,13,542,2
594,13,543,2
595,13,544,2
596,13,545,2
597,13,546,2
598,13,547,2
599,13,548,2
600,14,549,1259
605,14,554,834
610,14,559,768
613,14,562,710
614,14,563,706
616,14,565,674
618,14,567,670
620,14,569,656
621,14,570,655
623,14,572,653
624,14,573,653
626,14,575,648
627,14,576,646
629,14,578,638
631,14,580,634
632,14,581,634
633,14,582,633
634,14,583,632
635,14,584,632
636,14,585,631
643,14,592,610
645,14,594,609
648,14,597,601
650,15,69,242
651,15,154,751
652,15,159,297
653,15,197,599
654,15,203,352
655,15,205,477
656,15,212,242
657,15,215,253
659,15,222,235
660,15,227,747
661,15,233,464
662,15,266,247
663,15,429,366
664,15,511,740
665,15,599,1141
667,15,601,557
668,15,602,546
669,15,603,484
670,15,604,484
671,15,605,470
672,15,606,466
673,15,607,443
674,15,608,412
675,15,609,407
676,15,610,404
677,15,611,404
678,15,612,380
679,15,613,373
680,15,614,351
681,15,615,350
682,15,616,346
683,15,617,341
684,15,618,340
685,15,619,337
686,15,620,328
687,15,621,306
688,15,622,302
690,15,624,294
691,15,625,279
693,15,627,258
695,15,629,251
696,15,630,230
697,15,631,226
698,15,632,226
699,15,633,223
700,16,89,849
701,16,161,459
702,16,346,264
703,16,386,154
704,16,532,251
712,16,641,391
715,16,644,366
717,16,646,308
731,16,660,174
732,16,661,167
738,16,667,148
745,16,674,141
750,17,56,242
751,17,67,303
752,17,89,1255
753,17,229,610
754,17,230,120
755,17,288,129
756,17,289,118
757,17,292,110
758,17,298,215
759,17,300,1089
760,17,306,144
761,17,324,306
762,17,325,219
763,17,344,1804
764,17,403,101
765,17,461,984
766,17,464,266
767,17,466,925
768,17,498,1544
769,17,526,104
770,17,528,321
771,17,538,188
772,17,544,426
773,17,548,1446
774,17,679,14436
775,17,680,891
776,17,681,879
777,17,682,651
778,17,683,474
781,17,686,373
782,17,687,370
783,17,688,338
784,17,689,270
785,17,690,243
786,17,691,208
787,17,692,190
788,17,693,188
791,17,696,170
792,17,697,168
794,17,699,121
796,17,701,115
798,17,703,107
799,17,704,105
800,18,56,186
801,18,65,234
802,18,71,401
803,18,72,404
804,18,88,258
805,18,163,230
806,18,174,332
807,18,190,544
808,18,220,623
809,18,227,630
810,18,230,400
811,18,378,204
812,18,389,393
813,18,511,496
814,18,533,576
815,18,705,2187
816,18,706,853
817,18,707,838
818,18,708,682
819,18,709,660
820,18,710,646
821,18,711,603
822,18,712,518
824,18,714,427
825,18,715,426
826,18,716,409
827,18,717,363
828,18,718,359
830,18,720,318
832,18,722,283
834,18,724,246
836,18,726,241
837,18,727,240
838,18,728,236
840,18,730,222
841,18,731,219
842,18,732,216
843,18,733,215
844,18,734,197
845,18,735,192
847,18,737,171
850,20,56,108
851,20,88,111
853,20,163,119
855,20,504,154
856,20,512,290
858,20,744,375
860,20,746,285
861,20,747,274
862,20,748,268
864,20,750,245
865,20,751,242
868,20,754,185
869,20,755,174
870,20,756,171
871,20,757,167
872,20,758,162
874,20,760,156
875,20,761,149
877,20,763,137
881,20,767,124
882,20,768,122
883,20,769,120
884,20,770,116
886,20,772,108
888,20,774,103
891,20,777,99
893,20,779,99
896,20,782,97
899,20,785,95
900,21,55,4097
901,21,67,219
902,21,71,110
903,21,89,406
904,21,288,474
905,21,289,4620
906,21,292,437
907,21,293,599
908,21,295,152
909,21,298,149
910,21,299,516
911,21,300,252
912,21,302,118
913,21,306,138
914,21,310,187
915,21,318,215
916,21,325,202
917,21,352,116
918,21,461,436
919,21,465,122
920,21,466,222
921,21,476,432
922,21,523,186
923,21,531,188
924,21,535,1953
925,21,543,210
926,21,660,180
927,21,674,220
928,21,679,159
929,21,681,118
930,21,686,764
931,21,701,732
932,21,786,734
933,21,787,426
934,21,788,424
935,21,789,400
936,21,790,369
938,21,792,263
939,21,793,228
940,21,794,215
941,21,795,183
942,21,796,178
943,21,797,164
944,21,798,145
946,21,800,120
947,21,801,120
948,21,802,99
949,21,803,98
950,22,412,677
951,22,503,6257
952,22,514,939
954,22,805,2548
955,22,806,2501
957,22,808,2334
958,22,809,2301
959,22,810,2160
960,22,811,2153
961,22,812,1833
962,22,813,1742
963,22,814,1627
964,22,815,1451
965,22,816,1401
967,22,818,1190
969,22,820,1158
972,22,823,999
973,22,824,945
975,22,826,866
979,22,830,743
983,22,834,684
984,22,835,676
986,22,837,634
988,22,839,615
990,22,841,602
992,22,843,553
994,22,845,539
995,22,846,538
999,22,850,505
1000,23,7,212
1001,23,72,1752
1002,23,152,330
1003,23,159,401
1004,23,163,124
1005,23,181,297
1006,23,220,112
1007,23,226,292
1008,23,227,143
1009,23,233,379
1010,23,420,117
1011,23,436,242
1012,23,511,752
1013,23,599,652
1014,23,615,131
1015,23,707,176
1016,23,851,2897
1017,23,852,956
1018,23,853,772
1019,23,854,508
1020,23,855,419
1021,23,856,240
1022,23,857,238
1023,23,858,235
1024,23,859,226
1025,23,860,217
1026,23,861,215
1027,23,862,210
1028,23,863,200
1029,23,864,193
1031,23,866,190
1032,23,867,189
1033,23,868,186
1035,23,870,168
1036,23,871,154
1039,23,874,142
1040,23,875,138
1042,23,877,120
1043,23,878,119
1044,23,879,118
1045,23,880,118
1048,23,883,110
1050,24,55,5956
1051,24,67,6917
1052,24,89,661
1053,24,157,538
1054,24,167,1412
1055,24,229,2443
1056,24,257,1203
1057,24,258,531
1058,24,285,586
1059,24,288,677
1060,24,289,1192
1061,24,291,516
1062,24,295,506
1063,24,298,1226
1064,24,300,1729
1065,24,301,432
1066,24,302,1037
1067,24,310,677
1068,24,316,1998
1069,24,333,466
1070,24,340,720
1071,24,425,851
1072,24,437,796
1073,24,526,550
1074,24,689,1720
1075,24,690,475
1076,24,709,875
1077,24,786,1694
1078,24,789,4466
1079,24,885,2776
1080,24,886,1999
1081,24,887,1484
1082,24,888,1114
1083,24,889,1025
1084,24,890,833
1085,24,891,776
1086,24,892,742
1090,24,896,633
1092,24,898,546
1093,24,899,538
1094,24,900,518
1095,24,901,518
1097,24,903,477
1099,24,905,416
1100,25,55,185
1101,25,67,278
1102,25,89,311
1103,25,155,235
1104,25,157,1694
1105,25,288,208
1106,25,289,1623
1107,25,290,95
1108,25,292,404
1109,25,293,81
1110,25,294,141
1111,25,295,312
1112,25,296,1765
1113,25,302,120
1114,25,308,205
1115,25,309,239
1116,25,310,77
1117,25,311,76
1118,25,314,160
1119,25,318,431
1120,25,325,244
1121,25,328,191
1122,25,329,425
1123,25,331,153
1124,25,349,231
1125,25,350,1146
1126,25,352,207
1127,25,354,747
1128,25,455,3009
1129,25,459,96
1130,25,462,82
1131,25,469,355
1132,25,476,1759
1133,25,484,177
1134,25,531,186
1135,25,543,96
1136,25,701,130
1137,25,786,593
1138,25,800,194
1139,25,906,3004
1140,25,907,271
1141,25,908,222
1142,25,909,173
1143,25,910,150
1144,25,911,133
1145,25,912,97
1146,25,913,89
1147,25,914,81
1148,25,915,80
1150,26,6,550
1151,26,25,177
1152,26,511,1813
1153,26,707,278
1154,26,718,250
1155,26,841,151
1156,26,917,3967
1157,26,918,2199
1159,26,920,1622
1161,26,922,1223
1162,26,923,1176
1163,26,924,1140
1167,26,928,715
1168,26,929,682
1169,26,930,633
1171,26,932,503
1175,26,936,376
1176,26,937,334
1178,26,939,316
1181,26,942,284
1183,26,944,269
1184,26,945,264
1185,26,946,263
1186,26,947,247
1188,26,949,218
1190,26,951,198
1191,26,952,194
1192,26,953,184
1193,26,954,175
1194,26,955,170
1195,26,956,165
1196,26,957,142
1198,26,959,123
1200,27,51,85
1201,27,67,117
1202,27,152,200
1203,27,172,106
1204,27,183,156
1205,27,328,86
1206,27,348,86
1207,27,423,408
1208,27,463,159
1209,27,548,144
1210,27,614,102
1211,27,641,89
1212,27,644,71
1213,27,689,80
1214,27,701,214
1215,27,703,226
1216,27,726,153
1217,27,861,72
1218,27,917,81
1219,27,961,226
1220,27,962,198
1221,27,963,184
1222,27,964,172
1223,27,965,157
1224,27,966,137
1225,27,967,131
1226,27,968,114
1227,27,969,108
1229,27,971,102
1230,27,972,100
1233,27,975,96
1235,27,977,81
1236,27,978,73
1237,27,979,72
1238,27,980,70
1239,27,981,67
1240,27,982,66
1243,27,985,64
1244,27,986,62
1245,27,987,62
1247,27,989,60
1248,27,990,60
1249,27,991,58
1250,28,51,10
1251,28,59,8
1252,28,61,8
1253,28,72,8
1254,28,85,14
1255,28,91,11
1256,28,100,14
1257,28,193,27
1258,28,366,10
1259,28,905,7
1260,28,992,18
1261,28,993,16
1262,28,994,15
1263,28,995,15
1264,28,996,14
1265,28,997,13
1266,28,998,13
1267,28,999,12
1268,28,1000,12
1269,28,1001,11
1270,28,1002,11
1271,28,1003,11
1272,28,1004,10
1273,28,1005,10
1274,28,1006,9
1276,28,1008,9
1277,28,1009,9
1281,28,1013,8
1282,28,1014,8
1283,28,1015,8
1284,28,1016,8
1285,28,1017,8
1286,28,1018,8
1287,28,1019,7
1289,28,1021,7
1291,28,1023,7
1292,28,1024,7
1293,28,1025,7
1294,28,1026,7
1295,28,1027,7
1296,28,1028,7
1300,29,55,404
1301,29,89,153
1302,29,161,30
1303,29,209,23
1304,29,288,42
1305,29,289,79
1306,29,292,34
1307,29,300,68
1308,29,302,121
1309,29,317,33
1310,29,318,24
1311,29,328,62
1312,29,333,337
1313,29,378,27
1314,29,455,26
1315,29,461,40
1316,29,464,32
1317,29,466,501
1318,29,472,63
1319,29,481,57
1320,29,498,445
1321,29,500,56
1322,29,528,131
1323,29,531,32
1324,29,534,23
1325,29,537,201
1326,29,543,53
1327,29,679,293
1328,29,686,144
1329,29,687,2000
1330,29,704,253
1331,29,706,33
1332,29,908,29
1333,29,951,59
1334,29,966,28
1335,29,1032,300
1336,29,1033,163
1337,29,1034,150
1338,29,1035,134
1340,29,1037,85
1344,29,1041,51
1345,29,1042,49
1346,29,1043,48
1347,29,1044,42
1348,29,1045,32
1349,29,1046,23
1350,30,89,648
1351,30,190,120
1352,30,228,209
1353,30,229,152
1354,30,230,259
1355,30,234,165
1356,30,288,203
1357,30,289,1231
1358,30,291,102
1359,30,295,184
1360,30,300,512
1361,30,304,235
1363,30,318,305
1364,30,321,671
1365,30,325,131
1366,30,333,522
1367,30,344,148
1368,30,355,84
1369,30,455,105
1370,30,456,130
1371,30,461,1375
1372,30,465,184
1373,30,471,89
1374,30,481,192
1375,30,498,1604
1377,30,538,95
1378,30,646,110
1379,30,679,321
1380,30,680,202
1381,30,687,131
1382,30,793,565
1383,30,908,90
1384,30,951,119
1385,30,966,78
1386,30,1043,255
1387,30,1047,1725
1388,30,1048,1433
1389,30,1049,267
1391,30,1051,166
1392,30,1052,158
1393,30,1053,136
1394,30,1054,136
1395,30,1055,127
1397,30,1057,103
1400,31,30,150
1401,31,55,147
1402,31,56,269
1403,31,59,131
1404,31,67,39
1405,31,72,17561
1406,31,77,99
1407,31,159,48
1408,31,227,126
1409,31,238,108
1410,31,289,395
1411,31,515,36
1412,31,534,266
1413,31,603,56
1414,31,757,178
1415,31,875,193
1416,31,880,440
1417,31,959,68
1418,31,972,463
1419,31,1001,1360
1420,31,1028,152
1421,31,1060,887
1422,31,1061,876
1423,31,1062,522
1424,31,1063,439
1425,31,1064,422
1426,31,1065,331
1427,31,1066,262
1428,31,1067,251
1429,31,1068,188
1430,31,1069,182
1431,31,1070,182
1432,31,1071,108
1433,31,1072,93
1434,31,1073,90
1435,31,1074,88
1436,31,1075,88
1437,31,1076,69
1439,31,1078,67
1440,31,1079,64
1441,31,1080,63
1442,31,1081,58
1444,31,1083,55
1445,31,1084,52
1446,31,1085,50
1450,32,72,236
1451,32,88,859
1452,32,154,435
1453,32,155,261
1454,32,159,307
1455,32,170,410
1456,32,173,5023
1457,32,190,1837
1458,32,196,143
1459,32,200,246
1460,32,203,3554
1461,32,217,119
1462,32,220,327
1463,32,227,520
1464,32,230,162
1465,32,234,289
1466,32,377,169
1467,32,418,244
1468,32,428,388
1469,32,429,848
1470,32,441,1180
1471,32,447,329
1472,32,493,208
1473,32,533,278
1474,32,599,194
1475,32,620,216
1476,32,808,123
1477,32,851,5364
1478,32,857,260
1479,32,875,268
1480,32,1089,2185
1481,32,1090,1352
1482,32,1091,659
1485,32,1094,389
1488,32,1097,287
1489,32,1098,223
1490,32,1099,221
1491,32,1100,211
1494,32,1103,158
1495,32,1104,157
1496,32,1105,144
1497,32,1106,138
1498,32,1107,128
1500,33,56,1129
1501,33,152,940
1502,33,183,637
1503,33,188,1383
1504,33,233,1535
1505,33,418,1130
1506,33,607,315
1507,33,614,1113
1508,33,632,318
1509,33,964,759
1510,33,968,354
1511,33,977,374
1512,33,1098,964
1513,33,1109,3338
1514,33,1110,3248
1516,33,1112,2107
1517,33,1113,1493
1518,33,1114,1482
1520,33,1116,1363
1521,33,1117,1017
1522,33,1118,996
1523,33,1119,874
1524,33,1120,858
1526,33,1122,689
1527,33,1123,683
1530,33,1126,576
1531,33,1127,545
1534,33,1130,438
1535,33,1131,433
1536,33,1132,386
1538,33,1134,347
1539,33,1135,305
1549,33,1145,189
1551,34,53,211
1552,34,59,1455
1553,34,70,341
1554,34,72,1881
1555,34,163,1416
1556,34,173,775
1557,34,196,578
1558,34,199,1551
1559,34,220,394
1560,34,225,1075
1561,34,226,366
1562,34,227,908
1563,34,229,235
1564,34,390,2952
1566,34,416,3801
1567,34,418,454
1568,34,430,185
1569,34,441,2261
1570,34,511,246
1571,34,599,1387
1572,34,622,412
1573,34,717,1797
1574,34,851,533
1575,34,959,384
1576,34,1109,208
1577,34,1146,2101
1579,34,1148,962
1581,34,1150,746
1582,34,1151,658
1585,34,1154,399
1586,34,1155,354
1587,34,1156,306
1590,34,1159,285
1591,34,1160,268
1592,34,1161,265
1593,34,1162,208
1594,34,1163,201
1595,34,1164,194
1598,34,1167,182
1600,35,186,1
1601,35,212,4
1602,35,444,1
1603,35,920,1
1604,35,964,1
1607,35,1171,1
1612,35,1176,1
1615,36,45,321
1616,36,198,274
1617,36,209,262
1618,36,230,254
1619,36,333,318
1620,36,430,448
1621,36,464,292
1622,36,470,345
1623,36,481,308
1624,36,488,358
1625,36,493,611
1626,36,497,782
1627,36,500,497
1628,36,537,258
1629,36,540,629
1630,36,687,1524
1631,36,768,1417
1632,36,779,709
1633,36,805,952
1634,36,808,1089
1635,36,816,1420
1636,36,966,358
1637,36,1035,341
1638,36,1043,305
1639,36,1046,947
1640,36,1047,1080
1641,36,1091,361
1642,36,1179,1126
1643,36,1180,900
1644,36,1181,765
1645,36,1182,739
1646,36,1183,718
1648,36,1185,675
1649,36,1186,569
1651,36,1188,519
1652,36,1189,494
1653,36,1190,476
1654,36,1191,424
1656,36,1193,352
1657,36,1194,335
1658,36,1195,315
1659,36,1196,313
1660,36,1197,301
1661,36,1198,283
1663,36,1200,253
1664,36,1201,252
1665,37,157,434
1666,37,227,441
1667,37,233,434
1668,37,374,252
1669,37,565,274
1670,37,578,330
1671,37,599,308
1672,37,631,1395
1673,37,845,273
1674,37,875,238
1675,37,1098,276
1676,37,1112,213
1677,37,1150,278
1678,37,1202,527
1679,37,1203,474
1682,37,1206,313
1689,37,1213,285
1690,37,1214,283
1692,37,1216,270
1694,37,1218,265
1696,37,1220,261
1697,37,1221,261
1698,37,1222,258
1701,37,1225,252
1702,37,1226,250
1707,37,1231,223
1715,38,56,74
1716,38,65,3008
1717,38,88,792
1718,38,89,20
1719,38,176,25
1720,38,182,507
1721,38,187,21
1722,38,190,134
1723,38,203,180
1724,38,227,118
1725,38,228,153
1726,38,229,967
1727,38,288,7
1728,38,298,24
1729,38,300,95
1730,38,306,33
1731,38,333,74
1732,38,342,56
1733,38,344,122
1734,38,366,42
1735,38,421,100
1736,38,466,49
1737,38,486,9
1738,38,489,9
1739,38,498,1764
1740,38,511,593
1741,38,533,379
1742,38,562,26
1743,38,614,12
1744,38,679,680
1745,38,689,149
1746,38,691,33
1747,38,701,55
1748,38,951,71
1749,38,959,68
1750,38,982,1235
1751,38,1090,64
1752,38,1151,15
1753,38,1239,68
1755,38,1241,65
1756,38,1242,40
1757,38,1243,24
1758,38,1244,19
1760,38,1246,15
1761,38,1247,13
1762,38,1248,12
1763,38,1249,7
1764,39,13,76
1765,39,19,57
1766,39,47,50
1767,39,81,52
1768,39,181,71
1769,39,841,93
1770,39,843,54
1771,39,954,91
1772,39,1250,320
1775,39,1253,109
1776,39,1254,108
1778,39,1256,90
1779,39,1257,90
1781,39,1259,80
1783,39,1261,74
1785,39,1263,72
1786,39,1264,70
1792,39,1270,63
1796,39,1274,58
1798,39,1276,58
1799,39,1277,57
1803,39,1281,55
1807,39,1285,53
1814,40,32,411
1815,40,34,1585
1818,40,1066,366
1819,40,1292,1351
1821,40,1294,1046
1822,40,1295,969
1824,40,1297,845
1825,40,1298,777
1827,40,1300,591
1828,40,1301,543
1830,40,1303,481
1833,40,1306,385
1836,40,1309,317
1841,40,1314,272
1848,40,1321,228
1859,40,1332,184
1863,40,1336,167
1864,41,706,1118
1865,41,843,637
1866,41,917,7225
1867,41,918,2266
1868,41,922,1453
1869,41,928,845
1870,41,942,3522
1871,41,947,806
1872,41,954,580
1873,41,957,650
1874,41,1257,1085
1875,41,1261,1055
1877,41,1338,1955
1878,41,1339,1888
1882,41,1343,860
1889,41,1350,624
1890,41,1351,607
1892,41,1353,535
1897,41,1358,433
1899,41,1360,400
1903,41,1364,349
1905,41,1366,336
1908,41,1369,299
1911,41,1372,292
1914,42,65,1897
1915,42,89,122
1916,42,154,1637
1917,42,173,199
1918,42,182,670
1919,42,184,558
1920,42,190,2336
1921,42,191,161
1922,42,204,704
1923,42,221,707
1924,42,225,192
1925,42,228,150
1926,42,229,1209
1927,42,288,251
1928,42,289,197
1929,42,291,377
1930,42,302,292
1932,42,377,168
1933,42,378,1050
1934,42,425,213
1935,42,472,164
1936,42,511,130
1937,42,534,136
1938,42,538,704
1939,42,689,271
1940,42,962,131
1941,42,966,527
1942,42,1048,125
1943,42,1052,146
1944,42,1090,413
1945,42,1375,1046
1946,42,1376,568
1947,42,1377,484
1948,42,1378,330
1949,42,1379,301
1950,42,1380,294
1951,42,1381,288
1952,42,1382,277
1953,42,1383,266
1954,42,1384,226
1955,42,1385,174
1958,42,1388,147
1959,42,1389,142
1960,42,1390,135
1962,42,1392,118
1964,43,53,289
1965,43,56,2691
1966,43,58,162
1967,43,64,6390
1968,43,65,635
1969,43,70,192
1970,43,80,431
1971,43,81,207
1972,43,84,137
1973,43,88,582
1974,43,89,301
1975,43,154,1561
1976,43,190,409
1977,43,207,214
1978,43,227,323
1979,43,229,231
1980,43,230,133
1981,43,238,314
1982,43,278,121
1983,43,306,234
1984,43,328,1045
1985,43,329,251
1986,43,331,133
1987,43,377,1028
1988,43,475,175
1989,43,486,227
1990,43,603,156
1991,43,748,3115
1992,43,757,247
1993,43,907,188
1994,43,1009,171
1995,43,1098,211
1996,43,1099,1227
1997,43,1394,1015
1998,43,1395,548
1999,43,1396,452
2000,43,1397,380
2001,43,1398,268
2002,43,1399,255
2003,43,1400,250
2004,43,1401,225
2005,43,1402,211
2007,43,1404,180
2008,43,1405,171
2009,43,1406,152
2010,43,1407,129
2011,43,1408,128
2012,43,1409,123
2013,43,1410,120
2014,44,15,117
2015,44,25,145
2016,44,67,162
2017,44,152,132
2018,44,163,915
2019,44,190,312
2020,44,215,335
2021,44,226,130
2022,44,227,1493
2023,44,234,156
2024,44,418,628
2025,44,436,331
2026,44,562,389
2027,44,609,186
2028,44,614,555
2029,44,615,184
2030,44,630,289
2031,44,706,629
2032,44,707,469
2033,44,717,178
2034,44,718,181
2035,44,735,463
2036,44,854,772
2037,44,868,136
2038,44,917,425
2039,44,918,177
2040,44,957,109
2041,44,964,468
2042,44,982,138
2043,44,1119,397
2044,44,1131,120
2045,44,1216,192
2046,44,1369,168
2047,44,1411,793
2048,44,1412,667
2049,44,1413,532
2050,44,1414,348
2051,44,1415,266
2052,44,1416,255
2054,44,1418,235
2058,44,1422,161
2059,44,1423,123
2060,44,1424,118
2061,44,1425,115
2062,44,1426,112
2063,44,1427,107
2064,45,89,2319
2065,45,161,443
2066,45,288,6497
2067,45,289,548
2068,45,291,143
2069,45,292,515
2070,45,293,370
2071,45,295,174
2072,45,300,851
2073,45,302,113
2074,45,306,822
2075,45,310,189
2076,45,320,264
