,Artista,cluster
6122,Days of the New,-1
6115,Ike & Tina Turner,-1
6114,Richard Cheese,-1
6113,The Left Rights,-1
6112,Nikka Costa,-1
6111,Dvar,-1
6110,Borko,-1
6109,Hildur Guðnadóttir,-1
6108,Kría Brekkan,-1
6107,Mantis Psi,-1
6106,Mortiis,-1
6105,Pan Sonic,-1
6120,Young Guns,-1
6143,The Durutti Column,-1
6144,Alex Chilton,-1
6145,John Leyton,-1
6173,Muslimgauze,-1
6171,Pig,-1
6170,Scorn,-1
6169,The Noise Affinity,-1
6168,Sylvia,-1
6167,S.O.S. Band,-1
6166,Ce Ce Peniston,-1
6165,Gladys Knight & The Pips,-1
6164,Patti LaBelle,-1
6163,Ashford & Simpson,-1
6162,Karyn White,-1
6161,George Benson,-1
6160,Stephanie Mills,-1
6159,Dionne Warwick,-1
6158,Lou Rawls,-1
6157,Diana Ross and The Supremes,-1
6156,The Supremes,-1
6155,Shirley Bassey,-1
6153,The Toy Dolls,-1
6152,Attaque 77,-1
6151,Axxis,-1
6150,The Raincoats,-1
6149,Small Black,-1
6147,Longview,-1
6146,Minny Pops,-1
6104,Ruxpin,-1
6103,The Korgis,-1
6102,Mel & Kim,-1
6101,Steve Winwood,-1
6049,Hjaltalín,-1
6048,Black Oak Arkansas,-1
6047,Fear,-1
6046,Elegant Machinery,-1
6044,Ice Machine,-1
6043,B-Movie,-1
6042,Tones on Tail,-1
6041,Meat Beat Manifesto,-1
6040,The Shamen,-1
6039,Felix da Housecat,-1
6038,Red Red Groovy,-1
6037,Republica,-1
6036,U2 and Green Day,-1
6035,Garotos Podres,-1
6034,Sunidhi Chauhan,-1
6032,Outlandish,-1
6031,Karl Wolf,-1
6030,Barrington Levy,-1
6029,Burning Spear,-1
6028,Israel Vibration,-1
6027,Black Uhuru,-1
6026,Soldiers of Jah Army,-1
6025,Steel Pulse,-1
6024,Del Amitri,-1
6023,Big Star,-1
6050,Sin Fang Bous,-1
6174,Chris & Cosey,-1
6051,I'm from Barcelona,-1
6055,Roger Sanchez,-1
6100,West End Girls,-1
6098,Christian Bruhn,-1
6097,Evermore,-1
6096,Anne Clark,-1
6093,The Hoosiers,-1
6092,Nerina Pallot,-1
6090,Amorphous Androgynous,-1
6087,Bronski Beat,-1
6084,The Lively Ones,-1
6083,Your Demise,-1
6082,Tiger Army,-1
6080,The Twilight Sad,-1
6078,The Arcade Fire,-1
6077,Egypt Central,-1
6075,Endeverafter,-1
6074,Yashin,-1
6073,Grabaż i Strachy Na Lachy,-1
6070,Ted Nugent,-1
6069,Brant Bjork,-1
6068,Triumph,-1
6065,Andre 3000,-1
6063,Freddie Jackson,-1
6062,R. Kelly,-1
6061,Bilal,-1
6057,Rick GhraphiXxX,-1
6053,"Raz, Dwa, Trzy",-1
6022,The Smithereens,-1
6175,Z'EV,-1
6178,Severed Heads,-1
6309,Death in Vegas,-1
6308,Gustavo Santaolalla,-1
6307,Mouse on Mars,-1
6305,Soldout,-1
6304,Skalpel,-1
6302,Dntel,-1
6301,Murcof,-1
6300,dEUS,-1
6299,Anna Maria Jopek,-1
6298,Kate Winslet,-1
6297,Duff McKagan,-1
6310,Spineshank,-1
6296,Marselle,-1
6293,Ray,-1
6292,Plush Fish,-1
6291,Dёргать!,-1
6288,Кирпичи,-1
6287,40 градусов,-1
6286,Пурген,-1
6284,Torment Day,-1
6282,The Crowns,-1
6280,Pretty Maids,-1
6278,Incognito,-1
6276,LS Jack,-1
6295,ГРЕЧКА,-1
6311,Crash Test Dummies,-1
6313,The Music,-1
6314,Úztari,-1
6358,MC5,-1
6356,Shout Out Louds,-1
6355,Superguidis,-1
6354,Bear in Heaven,-1
6353,Wavves,-1
6352,Carissa's Wierd,-1
6350,Menomena,-1
6349,Titus Andronicus,-1
6348,Mario,-1
6347,Juli,-1
6346,Massari,-1
6345,Mario Vazquez,-1
6342,Poésie Noire,-1
6341,Turisas,-1
6340,Cliff Burton,-1
6339,ORANGE RANGE,-1
6337,The Vandals,-1
6332,Guttermouth,-1
6331,Mustard Plug,-1
6329,Kingdom,-1
6325,Teenage Bottlerocket,-1
6323,Samiyam,-1
6321,Hudson Mohawke,-1
6317,TOKiMONSTA,-1
6315,Mad Season,-1
6275,Michael Schenker Group,-1
6274,Argent,-1
6273,The Heartbreakers,-1
6271,Dune,-1
6226,Joe Jonas,-1
6225,Allstar Weekend,-1
6224,Chairlift,-1
6220,Sevendust,-1
6219,The Red Chord,-1
6218,Savia,-1
6216,dc Talk,-1
6215,Sôber,-1
6214,SKIZOO,-1
6213,Hamlet,-1
6212,Tourniquet,-1
6211,Corpore,-1
6210,Pamela,-1
6209,Şevval Sam,-1
6205,S.E.S.,-1
6200,YUKI,-1
6195,鈴木あみ,-1
6194,Elliot Goldenthal,-1
6193,Montage,-1
6190,Sleater-Kinney,-1
6189,Popol Vuh,-1
6186,Kiln,-1
6185,The Jayhawks,-1
6183,Dungen,-1
6180,Lorrie Morgan,-1
6227,The Friday Night Boys,-1
6177,Pati Yang,-1
6229,Moi Caprice,-1
6235,The Digs,-1
6270,Bomfunk MC's,-1
6267,Novos Baianos,-1
6266,Tom Zé,-1
6265,"Crosby, Stills, Nash & Young",-1
6264,THE VICKERS,-1
6262,Bert Jansch,-1
6261,Rezurex,-1
6260,Calabrese,-1
6259,Mad Sin,-1
6256,Citizen Cope,-1
6255,Roots Manuva,-1
6254,Curtis Mayfield,-1
6253,Jean Grae,-1
6252,Coyote Clean Up,-1
6251,Hurt,-1
6250,Trent Reznor and Atticus Ross,-1
6249,Eternal Summers,-1
6248,A Place to Bury Strangers,-1
6247,Memoryhouse,-1
6246,Esben and the Witch,-1
6243,Teen Daze,-1
6242,David Axelrod,-1
6241,Goblin,-1
6238,Henry Mancini,-1
6237,Lalo Schifrin,-1
6230,Air Traffic,-1
5682,Yavuz Çetin,-1
6021,Teenage Fanclub,-1
6019,Run-D.M.C.,-1
5802,Bauri,-1
5801,Sensorica,-1
5800,Androcell,-1
5799,Ishq,-1
5798,Alpha,-1
5796,Entheogenic,-1
5795,The Jeff Healey Band,-1
5794,Page & Plant,-1
5793,Stevie Nicks,-1
5792,Bad Company,-1
5791,Temple of the Dog,-1
5803,Jon Kennedy,-1
5790,Screaming Trees,-1
5786,Tardiss,-1
5785,Saxon Shore,-1
5783,Tesla,-1
5782,Rho,-1
5781,The Breeders,-1
5779,Michigan,-1
5778,Ian McCulloch,-1
5777,Sigue Sigue Sputnik,-1
5776,The The,-1
5775,A.C. Newman,-1
5774,Reverie In Me,-1
5787,The Church,-1
5804,dZihan & Kamien,-1
5806,Future World Music,-1
5807,Kenny G,-1
5845,Om,-1
5842,Earth,-1
5840,High on Fire,-1
5839,Khanate,-1
5838,Jackson Browne,-1
5837,The Marshall Tucker Band,-1
5836,Nicholas Gunn,-1
5835,James Taylor,-1
5834,Elvin Bishop,-1
5833,Pure Prairie League,-1
5832,Little River Band,-1
5831,Dan Fogelberg,-1
5830,The Lovin' Spoonful,-1
5829,Joe Walsh,-1
5827,Tommy James & The Shondells,-1
5826,Steve Miller Band,-1
5825,Seals & Crofts,-1
5824,.38 Special,-1
5823,Three Dog Night,-1
5822,Don Henley,-1
5821,Urge Overkill,-1
5819,Dario Marianelli,-1
5816,Boomkat,-1
5813,Nancy Ajram,-1
5809,Charlie Clouser,-1
5773,Emmy the Great,-1
5772,An Horse,-1
5770,The Fourmost,-1
5769,Lesley Gore,-1
5728,Folkearth,-1
5727,Terrorizer,-1
5725,남녀공학,-1
5722,Vertical Horizon,-1
5720,El Canto del Loco,-1
5719,Só Pra Contrariar,-1
5716,Ao Cubo,-1
5715,Fox,-1
5714,Kenna,-1
5713,Ewelina Flinta,-1
5712,Mark Ronson,-1
5711,Nicole Natalino,-1
5710,Libra,-1
5708,And Also the Trees,-1
5706,Switchblade Symphony,-1
5704,Roy Harper,-1
5703,Bad Lieutenant,-1
5702,Tanghetto,-1
5701,Catupecu Machu,-1
5700,Elefant,-1
5697,Cage,-1
5695,Iron Lung,-1
5690,Suara,-1
5688,川田まみ,-1
5684,Umbrellas,-1
5730,Zé Ramalho,-1
5847,The Locust,-1
5731,Gram,-1
5733,Die Happy,-1
5768,The Pete Best Combo,-1
5767,Herb Alpert and The Tijuana Brass,-1
5766,The Buggles,-1
5763,Silver Convention,-1
5762,The Brady Bunch,-1
5761,Glenda Collins,-1
5760,Wendy Carlos,-1
5759,Bucks Fizz,-1
5758,Ricky Nelson,-1
5757,The Tornados,-1
5756,Jamie Woon,-1
5755,33Miles,-1
5754,Steve Stevens,-1
5752,Parálisis Permanente,-1
5749,Gavin Rossdale,-1
5747,Kylesa,-1
5745,Asylum Party,-1
5744,Wang Chung,-1
5743,Tik and Tok,-1
5742,Classix Nouveaux,-1
5741,Lee DeWyze,-1
5739,Stina Nordenstam,-1
5738,Kittie,-1
5736,Sr. Chinarro,-1
5734,Lasgo,-1
5732,beFour,-1
6020,Firehouse,-1
5849,El Grupo Nuevo de Omar Rodriguez Lopez,-1
5852,Lightning Bolt,-1
5970,Buckethead,-1
5968,Rose,-1
5965,Joan Baez & Bob Dylan,-1
5964,Griffin House,-1
5963,Nara Leão,-1
5962,Joan Baez,-1
5960,Azad,-1
5959,Israel Kamakawiwo'ole,-1
5958,Travie McCoy,-1
5953,The Helio Sequence,-1
5952,Lights Out Asia,-1
5971,Paul Gilbert,-1
5950,Chris Bathgate,-1
5948,Matt Willis,-1
5946,Despina Vandi,-1
5944,Baroness,-1
5943,The Butterfly Effect,-1
5942,Manfred Mann,-1
5940,The Dreamside,-1
5938,Transvision Vamp,-1
5935,Jesus on Extasy,-1
5934,Brett Anderson,-1
5933,Kula Shaker,-1
5932,The Divine Comedy,-1
5949,Moving Mountains,-1
5972,Magnetic Man,-1
5973,Beth Ditto,-1
5974,Wild Beasts,-1
6018,Diego Torres,-1
6017,Tuff,-1
6016,Mother Love Bone,-1
6015,Bravo,-1
6014,50 Lions,-1
6013,Heartsounds,-1
6007,Trash Talk,-1
6005,The Kilimanjaro Darkjazz Ensemble,-1
6003,Omar A. Rodriguez-Lopez,-1
6002,Sonny Moore,-1
6000,Everlea,-1
5997,The Morning Of,-1
5994,Element Eighty,-1
5993,Autopilot Off,-1
5992,Darkstar,-1
5991,Raunchy,-1
5988,The Kelly Family,-1
5987,Killerpilze,-1
5985,The Murmurs,-1
5983,Etienne Daho,-1
5981,Najoua Belyzel,-1
5980,周杰倫,-1
5979,Superbus,-1
5977,Mustafa Sandal,-1
5975,Sunday Girl,-1
5931,The Gutter Twins,-1
5930,Edwyn Collins,-1
5929,The Versatiles,-1
5927,Phyllis Dillon,-1
5884,Guilherme Zucconi,-1
5882,Budka Suflera,-1
5879,Helix,-1
5878,Tobias Bernstrup,-1
5876,Spectra Paris,-1
5875,Neon,-1
5874,I Love You But I've Chosen Darkness,-1
5872,Miss Kittin & The Hacker,-1
5869,Love Is All,-1
5868,Voxtrot,-1
5867,The Duke Spirit,-1
5866,Cass McCombs,-1
5865,Collin Raye,-1
5864,Chad & Jeremy,-1
5863,The Little Ones,-1
5862,Poe,-1
5861,X-Ray Spex,-1
5860,Babes in Toyland,-1
5859,Veruca Salt,-1
5858,AB/CD,-1
5857,Steel Panther,-1
5856,Lee Aaron,-1
5855,Vince Neil,-1
5854,The Quireboys,-1
5853,Hella,-1
5885,Tiffany Evans,-1
5850,Sun Ra,-1
5886,Deceptikon,-1
5888,Cacophony,-1
5926,Justin Hinds & The Dominoes,-1
5924,The Kings of Nuthin',-1
5923,Judge Dread,-1
5922,Jimmy Cliff,-1
5921,Desmond Dekker,-1
5920,Derrick Morgan,-1
5919,The Pioneers,-1
5918,東京事変,-1
5917,椎名林檎,-1
5916,Caroline,-1
5915,Ivy,-1
5907,Trancendental Anarchists,-1
5906,Lester Flatt & Earl Scruggs,-1
5904,Ahmed Bukhatir,-1
5903,Hope,-1
5902,Mariza,-1
5901,Smog,-1
5900,Conor Oberst and the Mystic Valley Band,-1
5899,Neil Young & Crazy Horse,-1
5898,Monsters of Folk,-1
5896,Indigo Girls,-1
5894,The Felice Brothers,-1
5893,Yoshihisa Hirano and Hideki Taniuchi,-1
5891,Elf,-1
5890,Sonny & Cher,-1
5887,Blues Traveler,-1
4994,Blind Passengers,-1
4993,Mudvayne,-1
4992,The Real McKenzies,-1
4126,Yuksek,-1
4125,Nujabes,-1
4124,Wax Tailor,-1
4123,Birdy Nam Nam,-1
4122,Chinese Man,-1
4121,The Little Hands of Asphalt,-1
4120,My Dad Is Dead,-1
4119,Handsome Furs,-1
4118,Gil Scott-Heron and Jamie xx,-1
4117,Motorama,-1
4116,Upstation,-1
4127,Godspeed You! Black Emperor,-1
4115,HEALTH,-1
4111,A Black Rose Burial,-1
4110,Greeley Estates,-1
4109,Arsonists Get All The Girls,-1
4107,One Morning Left,-1
4105,Devil Sold His Soul,-1
4104,Helia,-1
4103,Innerpartysystem,-1
4102,Trading Yesterday,-1
4101,Mr. Scruff,-1
4099,Nelly,-1
4096,Semi Precious Weapons,-1
4114,Valery & The Greedies,-1
4128,Daniel Licht,-1
4132,College,-1
4135,Patrick O'Hearn,-1
4169,Tangerine Dream,-1
4168,Marbury,-1
4166,Sebadoh,-1
4163,Benni Hemm Hemm,-1
4161,John Denver,-1
4160,The Nightwatchman,-1
4159,Ola Podrida,-1
4158,Antônio Carlos Jobim,-1
4157,Your Yellow Dress,-1
4156,Fair to Midland,-1
4155,Roadrunner United,-1
4154,Beeshop,-1
4153,Filter,-1
4150,Vanilla Sky,-1
4149,Helmet,-1
4147,Scracho,-1
4146,CPM 22,-1
4144,Safri Duo,-1
4142,坂本龍一,-1
4141,Pacific!,-1
4140,Missing Persons,-1
4139,Animotion,-1
4138,When in Rome,-1
4137,Men Without Hats,-1
4136,Nena,-1
4094,Neon Trees,-1
4093,Vespertine,-1
4091,Mute Math,-1
4090,FlyKKiller,-1
4048,Blue Murder,-1
4046,Mahogany Rush,-1
4045,Chickenfoot,-1
4043,The Brand New Heavies,-1
4042,Chris Corner,-1
4041,I Monster,-1
4040,Elbow,-1
4039,Realms,-1
4038,Ø,-1
4036,Forest Swords,-1
4035,Ariel Pink's Haunted Graffiti,-1
4033,Don Caballero,-1
4030,Teebs,-1
4025,Bunny Wailer,-1
4024,Ziggy Marley,-1
4022,Jefferson Airplane,-1
4021,Winger,-1
4020,Nine Horses,-1
4018,Mark Ronson & The Business Intl,-1
4017,David Sylvian,-1
4016,"Edward Sanders, Helena Bonham Carter and Johnny Depp",-1
4013,Anvil,-1
4011,Riot,-1
4009,Trust,-1
4007,Krokus,-1
4049,Bachman-Turner Overdrive,-1
4170,Stars of the Lid,-1
4050,Captain Beyond,-1
4052,Catherine Wheel,-1
4085,Circa Survive,-1
4082,House vs. Hurricane,-1
4079,Spongebob Squarepants,-1
4078,Prima J,-1
4076,Cash Cash,-1
4075,The White Tie Affair,-1
4073,LMFAO,-1
