
                                                 Artista  cluster
10163                                              Skuba        1
5760                                               Phish        1
9338                                      Leftöver Crack        1
5678                                  La Quinta Estación        1
5676                                    Guadalupe Pineda        1
2375                                            Ras Kass        1
10135                                          Hermética        1
10134                                                 V8        1
5598                                       А. Сапковский        1
5595                                       Борис Моисеев        1
10130                                      Water Charger        1
9375                                              Brakes        1
2400                                      Twisted Method        1
10125                                        Ryan's Hope        1
2408                                            All Ends        1
5583                                         Ahmad Jamal        1
2410                                             myGRAIN        1
5582                                             Efdemin        1
5576                                          Imelda May        1
5592                         Disney's Friends For Change        1
5677                                             Mijares        1
2368                                       Stack Bundles        1
2365                                     Shakin' Stevens        1
9360                                        Joe Anderson        1
5662                                     The Engine Room        1
10145                                     Phoenix Bodies        1
10143                                             The Ex        1
10140                                             Horcas        1
10139                                              Malón        1
10137                                              Logos        1
2351                                         Dudley Taft        1
5644                                             Pholhas        1
2357   The Vaughan Brothers;Stevie Ray Vaughan;Jimmy ...        1
5643                                              Crucis        1
5640                           Premiata Forneria Marconi        1
5639                                            Espíritu        1
9372                                         Lost Buddha        1
5645                                                Aera        1
9270                                          De De Lind        1
5787                                            Revolver        1
2221                                         Cardopusher        1
5973                             Demi Lovato & Joe Jonas        1
5972                                          Nick Jonas        1
5971                                          Alex Ubago        1
5967                                  Faith and the Muse        1
5966                                        Neneh Cherry        1
9293                                  The Boy Will Drown        1
9291                           At the Throne of Judgment        1
5955                                          Zakk Wylde        1
5946                           Excrementory Grindfuckers        1
5941                                        Vince Taylor        1
5935                                     Johnny Hallyday        1
5934                                      Waking Ashland        1
5931                                                 +\-        1
5929                                       Hester Prynne        1
5948                                          MaturzFrum        1
5928                                            МегамасС        1
5980                                   Solitude Aeturnus        1
9286                                   Thy Art Is Murder        1
9271                                             Strawbs        1
10222                                     An April March        1
10218                                       hedi habouba        1
10217                                      Hassan Erraji        1
6017                                        Suis La Lune        1
9272                                    The Heart Throbs        1
9289                                  Burning the Masses        1
6012                                              Daïtro        1
9275                              RICHARD DIXON-COMPOSER        1
2064                                          Whitehouse        1
5998                                         Barış Güney        1
5988                                          Schandmaul        1
2074                                               IOSYS        1
2077                                           Nightcore        1
6005                                        Xavier Cugat        1
5788                                  Zombie Ghost Train        1
2117                                       Julian Lennon        1
5926                                           The Korea        1
5853                                              Square        1
10185                                           Tom Novy        1
5845                                        Black Violin        1
9320                                            Moğollar        1
5827                                      Warren Suicide        1
5826                                          Rinôçérôse        1
5857                                          Aly & Fila        1
2194                                              Finley        1
9328                                         Mercury Rev        1
5804                                   Court Yard Hounds        1
5800                                             Dondria        1
10175                                             Lustra        1
10173                                      The Silencers        1
2220                                           Doormouse        1
9327                                           Magic Box        1
2119                                       Graham Bonnet        1
2168                                             Pokémon        1
5872                                            Skeewiff        1
5924                                           The Armed        1
5922                                             Sumatra        1
5917                                             Jenifer        1
2130                                    Johnny Foreigner        1
5906                                         Jean Baudin        1
5903                                       Nature Living        1
2166                                          Beatallica        1
2135                            The Most Serene Republic        1
5900                                         Chris Botti        1
5898                                                Park        1
5895                                        Final Breath        1
5891                                         Dew-Scented        1
5888                                              Occult        1
5885                                    Raging Speedhorn        1
5902                                        Aleks Syntek        1
6282                                    The Wonder Years        1
8519                                           Parasites        1
6286                                      The Mongoloids        1
1406                                       Blackalicious        1
10430                                          Rhymefest        1
9049                                           Fan Death        1
6827                                       Sin Fang Bous        1
6832                                               Verba        1
6835                                            Calogero        1
6839                                     Raheem DeVaughn        1
9042                                       Marry Me Jane        1
9041                               World Without Sundays        1
10433                                            Dangers        1
10435                                      Reign Supreme        1
1381                                            Tom Dice        1
6856                                        Endeverafter        1
10436                                            Comadre        1
9035                                           Easyworld        1
6864                                               Nasty        1
6865                                            Deadbolt        1
1338                                      Mortal Treason        1
9017                                  Antonello Venditti        1
6901                                          Digimortal        1
1344                                          J. Holiday        1
6900                                        Zélia Duncan        1
6896                                    Michel Polnareff        1
10427                                               Saez        1
1349                                  Waking The Cadaver        1
1354                                             ABACABB        1
9026                                    Her Bright Skies        1
1358                                     The Irish Front        1
10438                                     Ten Yard Fight        1
1363                                       Misericordiam        1
9034                               The Handsome Charlies        1
9025                            Snow White's Poison Bite        1
6909                                       A Silent Film        1
10425                                        Sean Ensign        1
10423                             Life Without Buildings        1
6717                                         Samy Deluxe        1
6718                                   Absolute Beginner        1
9071                                             BigBang        1
6721                                               Curse        1
6722                                         Grand Magus        1
10407                                              木村カエラ        1
6725                                Francisca Valenzuela        1
10409                                        Corey Smith        1
10410                                    Images in Vogue        1
10411                                     Five Star Fall        1
10413                                         The Diodes        1
6737                                           Anika Moa        1
1458                                         Keke Palmer        1
10417                                              Day26        1
6756                                 Наталья Могилевская        1
6757                                              REAL O        1
6760                                       Autopilot Off        1
6798                                           Mercenary        1
9051                                        Carl Perkins        1
1423                                       The Baseballs        1
6786                                         Heartsounds        1
6784                                       Man Overboard        1
9056                                     Billy Lee Riley        1
1411                                      Living Legends        1
9057                                         TEX RODGERS        1
9059                                           Cosmicity        1
1433                                             Poléxia        1
6774                                          Holy Molar        1
6772                                              Pereza        1
9062                                           Unkle Bob        1
1442                                          Get Scared        1
6777                                           Fireworks        1
6714                                                Lili        1
9016                                   Vinicio Capossela        1
6914                                          Kasia Wilk        1
8953                                        Jehan Barbur        1
7071                                        Roots Manuva        1
7074                                               Jehst        1
7077                                           Calabrese        1
7078                                             Rezurex        1
8950                                      Anjelika Akbar        1
1200                                           Early Man        1
7088                                             Firebug        1
7098                                              Orchid        1
7104                                     Alliance Ethnik        1
7106                                    The Flower Kings        1
7115                                         40 градусов        1
7124                                              ГРЕЧКА        1
7126                                        Duff McKagan        1
7127                         E. Górniak /  M. Szcześniak        1
7129                                    Anna Maria Jopek        1
8938                                         Mice Parade        1
1149                                                 P24        1
1150                                    Sander van Doorn        1
1151                                     Brooklyn Bounce        1
1155                                       Sero.Overdose        1
7156                                Teenage Bottlerocket        1
1157                                        Spektralized        1
7065                                     Eternal Summers        1
1158                                     Negative Format        1
1165                                Les Anges De La Nuit        1
7155                            Big D and the Kids Table        1
7154                                   Trapped Under Ice        1
8937                                            Hangedup        1
7144                                              Úztari        1
7142                                        María Pretiz        1
1159                                             Noycetm        1
9012                                       Steve Rushton        1
7058                               girls in the eighties        1
10459                          Abhaya & the Steam Injuns        1
1330                                           Vio-Lence        1
6918                                         Jaime Camil        1
6924                         The Bastard Sons of Dioniso        1
6928                                             Negrita        1
6932                                       Post Scriptum        1
6945                                         John Leyton        1
8999                                             Cowtown        1
1302                                     Tito El Bambino        1
1301                                        Frankie Ruiz        1
6959                        Diana Ross and Lionel Richie        1
8994                                        Chris Squire        1
8991                                      Audrey Hepburn        1
8984                                     Evil Masquerade        1
1283                                            Gloriana        1
6978                                             Uniform        1
8979                                                Hood        1
6986                                   Halloween, Alaska        1
8964                                       Vision System        1
8969                                           Ambra Red        1
7041                                     Helge Schneider        1
7039                                           Joe Jonas        1
7035                                             Govinda        1
7025                                          Skunk D.F.        1
7057                                      Alain Goraguer        1
1258                                          Paty Cantú        1
8973                                   The Echoing Green        1
7014                                          Paffendorf        1
7006                                             オレスカバンド        1
10452                             The Detroit Experiment        1
1269                                   Artists For Haiti        1
6993                                                梶芽衣子        1
1262                           La Nueva Banda Timbiriche        1
6712                                              Sookee        1
6704                                     Ctrl-Alt-Delete        1
6701                                         Danny Gokey        1
9156                             Secret Secret Dino Club        1
6398                                Hildegard von Bingen        1
10327                                      Guy Sebastian        1
1737                                            Axenstar        1
6400                                        Diego Boneta        1
6408                                    Marcos e Belutti        1
10331                                            Charlee        1
6416                                        Kleber Lucas        1
6420                                         Haemorrhage        1
6421                                    Cripple Bastards        1
6423                                     Ahumado Granujo        1
6427                                           Repulsion        1
6429                           Dragonball & Dragonball Z        1
6431                                           Birdflesh        1
6441                                           Putilatex        1
6459                                        Jason Becker        1
6462                                          Adrian Lux        1
6491                                    The Pinker Tones        1
1660                                               Lovex        1
6486                                             Ohbijou        1
6484                                       Holly Miranda        1
6482                                             Iron On        1
1668                                  Stand Up to Cancer        1
10324                                            Lay Low        1
1669                                       Teyana Taylor        1
6478                                         Dinah Shore        1
1677                                           Quasimoto        1
1680                                        Pomegranates        1
1682                                                Onra        1
1687                                         Blu & Exile        1
9148                                        Duncan James        1
9137                                         GuMMy†Be▲R!        1
10352                                        Sammy Hagar        1
6386                                       Magrudergrind        1
6381                                      Insect Warfare        1
6292                               Death Before Dishonor        1
6293                                            Ceremony        1
6294                                            ShamRain        1
6295                                        Estatic Fear        1
1799                                                Alan        1
9184                                         Pascal FEOS        1
6300                                           Mano Solo        1
6307                                          Raul Midón        1
6310                                    Brothers Johnson        1
9178                                  Alexander Kowalski        1
5568                                        Wouter Hamel        1
6315                                               Cameo        1
6319                                             аутside        1
9177                                         John Tejada        1
10319                                        Amanda Lear        1
6324                                      Дети Олимпиады        1
6325                                             Anoraak        1
6380                                           Iron Lung        1
6379                                          Themselves        1
9164                                             Sistars        1
6367                                      Jackson Waters        1
10320                                       Mirko Oberto        1
1767                                   Alessandro Safina        1
6385                                            art doom        1
6356                                 Aziza Mustafa Zadeh        1
6342                                             Baccara        1
6337                                           Mad'House        1
6336                                      Army of Lovers        1
6333                                          Hera Björk        1
6332                                            Preslava        1
6327                             Ou Est Le Swimming Pool        1
1769                                  Riccardo Cocciante        1
6500                                The Evpatoria Report        1
1650                                                Ария        1
9132                                          Binärpilot        1
6618                                            Saturnus        1
10383                                     Said the Whale        1
9092                                           Nechivile        1
9090                                          Vida Reluz        1
6637                                          Sami Yusuf        1
9087                                       Limão com Mel        1
9086                                    Coleção Amo Você        1
6642                                         BONNIE PINK        1
9082                                        Chris Willis        1
6650                                                 B2K        1
6654                                             Symarip        1
1524                                         David Nevue        1
6656                                       Prince Buster        1
6663                                         Judge Dread        1
6664                                      The Upsessions        1
6665                                The Kings of Nuthin'        1
6676                                          Slim Smith        1
10399                                                Rik        1
10398                                  Sick Sick Sinners        1
10397                                    Os Catalépticos        1
10396                                         Malefactor        1
9077                                        Luis Enrique        1
6695                                               Karat        1
6617                                                 Elf        1
9080                                              Tamara        1
1506                                 Clare & the Reasons        1
10391                                  The Surf Coasters        1
1510                                              Chicas        1
6686                                           Mono Inc.        1
1513                                      Marcelo Camelo        1
6678                 Dr. Ring-Ding & The Senior Allstars        1
6687                                           Peter Fox        1
10379              Ronei Jorge e os Ladrões de Bicicleta        1
10377                                              Елена        1
6611                                       Tiffany Evans        1
9111                                 GO! With Fourteen O        1
6560                                         Ground Zero        1
6558                                           Wolf Eyes        1
6543                                      Seals & Crofts        1
6537                                               Daath        1
6536                                      Blinded Colony        1
6562                                          Black Dice        1
10363                                          Skinnyman        1
1618                                              access        1
10362                                              Sonar        1
10361                               Esplendor Geométrico        1
6520                                              Aereda        1
10359                                          Bongwater        1
6515                                        Sweet Coffee        1
6526                                          Timbiriche        1
6285                                          Cruel Hand        1
6563                                             Thrones        1
6566                                               Shora        1
1571                                                MFSB        1
6608                                         Of Machines        1
6605                                         Tokyo Blade        1
6602                                    Tobias Bernstrup        1
10374                                          キャナァーリ倶楽部        1
1579                                       David Sanborn        1
6565                                               Oxbow        1
6593                                         Tartar Lamb        1
6578                                               AB/CD        1
1592                                          Rick James        1
10369                                                美勇伝        1
6574                                       The Quireboys        1
6571                                              Masada        1
6570                                              Sun Ra        1
6579                                Michael Angelo Batio        1
5562                                              E.M.D.        1
5507                                          Tony Allen        1
10120                                        Habib Koité        1
4331                                            Dargaard        1
4338                                 Disfuncion Organica        1
4339                                     Proyecto Crisis        1
4341                               Preemptive Strike 0.1        1
4342                                                Goya        1
4344                                              Marina        1
4354                                          Chay Suede        1
9694                   Fisz Emade jako Tworzywo Sztuczne        1
4371                                        Barry Harris        1
9687                                           Iron Claw        1
9685                                       Radio Birdman        1
9677                                           Hypnogaja        1
9676                                              Makine        1
4423                                       Raccoo-oo-oon        1
9699                           Professional Murder Music        1
4425                              Natural Snow Buildings        1
3354                                                Rout        1
4432                                              Ampere        1
9659                                          Billy Fury        1
9658                                       Marcelo Adnet        1
3344                                         The New Law        1
4445                                         Blue Murder        1
4448                                            Ataraxia        1
4449                                          Unto Ashes        1
9927                                     Fiskales Ad-Hok        1
3332                                        Common Rider        1
3328                                      Bear vs. Shark        1
4472                                      Divide The Day        1
3318                                      The Loved Ones        1
4478                                    Tiffany Giardina        1
3355                                              Scotch        1
9914                                   Illusion of Light        1
3424                                        Freedom Call        1
4327                                             Endraum        1
4241                                          Masterplan        1
4246                             Maria Cecília & Rodolfo        1
4247                                           Lionheart        1
4250                                        For My Enemy        1
4252                                   In Blood We Trust        1
4273                                               Verse        1
4275                                              Reffer        1
4277                                      Mukeka Di Rato        1
4278                                          Nitrominds        1
3470                                        Gentle Touch        1
4282                                      Zac Brown Band        1
9905                                               Sigma        1
4283                                      Over the Rhine        1
4284                                         Eric Church        1
9711                                        White Willow        1
9909                                         I Hate Kate        1
4294                                         Lady & Bird        1
4326                                            Fantazja        1
4323                                           Other Day        1
3430                                           Dreamtale        1
9700                                        Carfax Abbey        1
4314                                        Roger Glover        1
3437                                       Vision Divine        1
4479                                             Prima J        1
3439                                             Aquaria        1
3442                                          Battlelore        1
4305                                              Massiv        1
3448                                           É o Tchan        1
9706                                 New Dawn Foundation        1
4299                                         Taking Dawn        1
9910                                       Gitane DeMone        1
4311                                          Candlemass        1
4237                                            Epochate        1
4481                                      The Summer Set        1
9652                             Art Ensemble of Chicago        1
4607                                  Set Fire to Flames        1
3211                                               Ampop        1
