,Artista,cluster
7258,Edward Sharpe & the Magnetic Zeros,1
7095,Astonvilla,1
9175,Захар Май,1
9176,Разные Люди,1
7080,Michael Tolcher,1
1693,Aural Vampire,1
1697,Versailles,1
4479,Spiritual Front,1
1973,Wild Nothing,1
6779,Annuals,1
6982,The Field,1
1922,Dierks Bentley,1
1938,The Legendary Pink Dots,1
1860,Amorphis,1
4724,Jammil e uma Noites,1
5304,Moneen,1
2509,Japanther,1
7888,Lucy and The Popsonics,1
7679,Madame MIM,1
2530,Banda Eva,1
6964,The Angels of Light,1
7722,Frenzal Rhomb,1
2587,Nekromantix,1
5147,Darkened Nocturn Slaughtercult,1
2572,Dayglo Abortions,1
2536,Babado Novo,1
2551,Carpark North,1
8993,Blue Peter,1
7584,Alcione,1
6839,Cadence Weapon,1
6258,The Vincent Black Shadow,1
6963,Rusted Shut,1
6959,Negativland,1
170,Man Man,1
1059,Marduk,1
1894,Islands,1
7571,Dear and the Headlights,1
6958,Jana Hunter,1
1901,From First to Last,1
6867,Gilberto Gil,1
5161,The Haunted,1
8972,TeddyLoid,1
6953,Jandek,1
183,Sunset Rubdown,1
21,Gorgoroth,1
7522,Lou Barlow,1
7773,Jello Biafra,1
1857,The Hellacopters,2
1854,D-A-D,2
2143,Vains of Jenna,2
1852,Uniklubi,2
2142,Lita Ford,2
6791,Halestorm,2
4298,Dizzy Mizz Lizzy,2
3188,Cry of Love,2
4466,Os Seminovos,2
2144,Vixen,2
5394,Fu Manchu,2
6987,The Legends,2
6757,Richie Kotzen,2
1850,Michael Monroe,2
5365,Great White,2
1844,Hollywood Rose,2
1846,Joan Jett,2
7062,Roxy Blue,2
7063,Bad English,2
3233,Black Drawing Chalks,2
7064,Guardian,2
6756,David Coverdale,2
2146,Hanoi Rocks,2
1048,The Darkness,2
2153,Slash's Snakepit,2
2351,The Confession,2
8207,TNT,2
2352,Babylon Bombs,2
5783,Tesla,2
8184,State of Shock,2
7438,ANew Revolution,2
5794,Page & Plant,2
2357,Gemini Five,2
7465,Cargo,2
7468,Divididos,2
6297,Duff McKagan,2
5854,The Quireboys,2
5858,AB/CD,2
6218,Savia,2
5879,Helix,2
5891,Elf,2
954,Joe Satriani,2
2698,Gov't Mule,2
5943,The Butterfly Effect,2
7850,Domain,2
6048,Black Oak Arkansas,2
2603,David Lee Roth,2
6022,The Smithereens,2
1040,Them Crooked Vultures,2
7942,Lipstick,2
6397,Kix,2
3835,Black Stone Cherry,2
2345,Crazy Lixx,2
2859,Robert Plant,2
2156,Izzy Stradlin,2
2174,Eagles of Death Metal,2
2196,The Scorpions,2
8465,Ken Hensley,2
7235,Johnny Thunders,2
2203,Night Ranger,2
7269,The Union Underground,2
5645,Loverboy,2
1519,Disciple,2
7305,The Answer,2
7316,Black Rain,2
8405,Hypnogaja,2
2150,Joan Jett and the Blackhearts,2
6016,Mother Love Bone,2
3937,Black Country Communion,2
6502,Keith Moon,2
1474,Héroes del Silencio,2
1473,Extremoduro,2
8355,Eric Burdon & The Animals,2
1471,The Black Crowes,2
7377,Divlje Jagode,2
1463,Suzi Quatro,2
6471,Entwine,2
4045,Chickenfoot,2
6413,Blindside,2
6406,Hotwire,2
6506,My Ruin,2
7596,Adler's Appetite,2
1862,Danko Jones,2
4246,Kiara Rocks,2
9255,Blackfoot,2
3643,Living Colour,2
3690,Janio Lora,2
8949,Sammy Hagar,2
3392,Fireflight,2
4990,Bullets and Octane,2
3640,White Lion,2
5018,Marilyn Manson & The Spooky Kids,2
5068,Módulo 1000,2
3677,Skunk Anansie,2
3547,Dirty Penny,2
3548,Nitro,2
3555,Queen + Paul Rodgers,2
3300,O.N.A.,2
3549,Faster Pussycat,2
3389,Big Dismal,2
3550,Alleycat Scratch,2
5172,Petra,2
3546,Pretty Boy Floyd,2
5072,Dust,2
3693,Toque Profundo,2
4211,Böhse Onkelz,2
4734,Hardline,2
8928,Charlee,2
4729,Brother Firetribe,2
3429,Cody Simpson,3
8876,平井堅,3
3350,Arash,3
9006,Elista,3
7733,Jimmy Robbins,3
3339,SUPERiO,3
6134,Дима Билан,3
8396,Ранетки,3
5658,Candy Girl,3
8394,Arsenium,3
8393,БиС,3
7748,HenriK Félix,3
7657,Mariana Rios,3
2921,Andrew Sixty,3
8382,Sin senos no hay paraíso,3
4368,Jon Secada,3
1227,Ricky Martin,3
5665,Kristína,3
326,GD&TOP,3
4369,Estopa,3
8445,Alex Metric,3
5663,Bimbo Boy,3
5656,Manca Špik,3
7719,fun.,3
8875,원더걸스,3
7720,Dispatch,3
7713,Dyego,3
7712,Zazu,3
8873,Amberly Thiessen,3
5662,Man Meadow,3
3880,Samsas Traum,3
3881,Marco Masini,3
8434,Cinerama,3
1197,Tiziano Ferro,3
1198,Daddy Yankee,3
8438,Venus Hum,3
1200,Luis Fonsi,3
1201,Camila,3
1202,David Bisbal,3
2527,Diana,3
2502,Sandy e Junior,3
4075,The White Tie Affair,3
2499,Brie Larson,3
658,Five,3
7585,Anthony Callea,3
3800,Marina Lima,3
1291,Винтаж,3
1293,Вера Брежнева,3
7583,Drew Seeley,3
1314,Shayne Ward,3
5116,Orange Caramel,3
5531,Darius Rucker,3
5237,Rychard Century,3
5115,Maite Perroni,3
4381,Miguel Bosé,3
6269,Alexandra Stan,3
4706,Bonde da Stronda,3
7542,Sissel Kyrkjebø,3
2413,Patrick Nuo,3
5521,Måns Zelmerlöw,3
6277,Söhne Mannheims,3
5107,Alejandro Fernández,3
7507,Mark Medlock,3
7506,Christophe Willem,3
6240,Burt Bacharach,3
2501,Jordan Knight,3
6227,The Friday Night Boys,3
5538,Evan Rachel Wood,3
6179,Herbert Grönemeyer,3
7653,Amelia Brightman,3
7650,Meaghan Martin,3
4596,Nachtmahr,3
2484,Eros Ramazzotti,3
4591,Jedward,3
5587,La Sonrisa de Julia,3
5580,The Chamber Strings,3
2478,Julio Iglesias,3
5234,Nordstrøm,3
5575,Harry Belafonte,3
5570,Pat Boone,3
3807,Mash,3
4590,Hanna Pakarinen,3
7604,Los Bunkers,3
7602,The Left Banke,3
8472,B3,3
5546,Bajm,3
5541,Garou,3
4588,Grégory Lemarchal,3
3804,Blake McGrath,3
8473,Phixx,3
8380,Lu,3
2913,Conexão Midi,3
3351,Пара Нормальных,3
4095,Marco Mengoni,3
3856,샤이니,3
3857,後藤真希,3
5755,33Miles,3
3859,w-inds.,3
5750,ASP,3
3862,SS501,3
8245,Alex Beaupain,3
5945,Patricia Kaas,3
3833,Aerospace,3
5763,Silver Convention,3
2682,Kenny Chesney,3
301,2PM,3
2677,O-Town,3
823,Frank Sinatra,3
8258,Dennis Wilson,3
5732,beFour,3
2671,Danny,3
5725,남녀공학,3
5175,The Black Eyed Peas,3
5724,나르샤,3
3866,Miss Construction,3
8033,Ania Wyszkoni,3
8910,Archie Powell & The Exports,3
5770,The Fourmost,3
5890,Sonny & Cher,3
2827,Блондинка Ксю,3
5813,Nancy Ajram,3
3838,Boyzone,3
5820,April March,3
4638,Eirik Hansen og Ove Randow,3
8142,We Should Be Dead,3
4100,Sofia Nizharadze,3
8176,Filipe Guerra,3
275,Sandy,3
8929,Cubismo Grafico,3
8183,Shannon Noll,3
4098,Hick,3
2836,Late Night Alumni,3
8185,Bobby Darin,3
2760,GOBBLE GOBBLE,3
8191,Aneta Langerová,3
4097,Alessandra Amoroso,3
8200,Anne Murray,3
8202,Alex Swings Oscar Sings!,3
8206,S Club 8,3
8911,Paul Westerberg,3
5884,Guilherme Zucconi,3
8065,Bobo in White Wooden Houses,3
5719,Só Pra Contrariar,3
8994,Caco van Hollanda,3
4092,Angélica,3
5982,Zero Assoluto,3
7907,Melody Club,3
5155,Jane Birkin & Serge Gainsbourg,3
7903,Demis Roussos,3
2906,SNZ,3
8978,松尾清憲,3
4079,Spongebob Squarepants,3
6100,West End Girls,3
4336,Romy Low,3
6108,Kría Brekkan,3
8350,Frankie Valli & The Four Seasons,3
7912,La Academia 4,3
3358,María José,3
8357,Ivan$Stani,3
318,嵐,3
319,2NE1,3
8364,All Girl Summer Fun Band,3
4234,Saving Jane,3
7504,Борис Апрель,3
2914,No Mercy,3
5692,Sowelu,3
4074,Fefe Dobson,3
2920,Ice MC,3
5281,Parachute,3
3360,Marta Sánchez,3
8967,福井舞,3
7930,タッキー＆翼,3
808,Infernal,3
3868,April Matson,3
5717,Leandro Lopes,3
5986,Davut Güloğlu,3
5990,Маша Фокина,3
4717,Babasónicos,3
5709,Rafael Wanyer,3
5170,Сергей Лазарев,3
8293,Claude François,3
8294,Biagio Antonacci,3
2622,Tommy february6,3
3869,Janaynna Targino,3
6018,Diego Torres,3
2902,Schnuffel,3
5169,Sergey Lazarev,3
2615,melody.,3
8311,Tino Coury,3
8312,Ebi,3
8966,中澤裕子,3
7935,Katy Hudson,3
7933,今井翼,3
7932,羅志祥,3
7931,滝沢秀明,3
5718,Sam Tsui,3
7503,Гости из Будущего,3
6272,Dschinghis Khan,3
4387,Natalia Lafourcade,3
6656,Kate Earl,3
9170,Jack McManus,3
1675,Marco Antonio Solís,3
8653,Gay Fairy Tales,3
8654,Josh Henderson,3
6661,Jessica Sutta,3
8656,Bette Midler,3
4414,Светлана Лобода,3
8659,LazyTown,3
1668,Cristian Castro,3
6677,Cantstopwontstop,3
3624,ELECTRIC LADY LAB,3
2072,Lost,3
7049,Little Grey Girlfriend,3
2068,Studio 3,3
7035,Josie and the Pussycats,3
8668,Luciana Abreu,3
3289,Brad Kavanagh,3
4442,The Bigger Lights,3
5395,Marco Borsato,3
8660,Stevie Brock,3
6695,Султан Садыралиев,3
1667,Josh Groban,3
6642,Kabah,3
536,Jessy Matador,3
4983,비,3
7205,Chris Salvatore,3
533,Antonis Remos,3
7194,승리,3
2164,Claude Kelly,3
2160,High School Musical,3
4974,Youssou N'Dour,3
7183,Chenoa,3
1666,Il Divo,3
522,Ivi Adamou,3
5439,Lobo,3
5438,The Archies,3
3593,Lucio Battisti,3
367,Aaron Carter,3
1362,Stephen Jerzak,3
3596,883,3
5428,Herman's Hermits,3
3957,O-Zone,3
8641,Camille Jones,3
521,Teen Angels,3
8823,Jesus Jones,3
8682,The Posies,3
6702,Бекчоро,3
5338,Flora,3
6949,AnnaSophia Robb,3
8750,OBK,3
9256,Steel Magnolia,3
6840,장근석,3
5336,Ximbica,3
6842,Jang Geun Suk & Park Shin Hye,3
4148,Patrick Stump,3
4279,Lady GaGa Ft. Beyoncé,3
4814,Carly Rae Jepsen,3
1927,Reik,3
5279,Ariana Grande,3
4799,Paulo César Baruk,3
4791,Alain Souchon,3
4789,Tom Poisson,3
3709,Nancy Sinatra & Lee Hazlewood,3
1909,Juanes,3
1908,Rascal Flatts,3
3244,Josh Kelley,3
3264,S.M. THE BALLAD,3
1849,Pariisin Kevät,3
8735,Napoleon IIIrd,3
5343,Axel Fernando,3
5346,Carlos Baute,3
4881,Troy & Gabriella,3
7004,Alessandra Maestrini,3
3285,Liberty X,3
4880,Zac Efron,3
6716,Tom Boxer Feat. Antonia,3
6731,Floribella,3
6733,Zucchero,3
3965,One Direction,3
6992,Christian TV,3
8709,Nevilton,3
8710,Harel Skaat,3
6743,Catedral,3
6989,Telekinesis,3
4824,Bree Sharp,3
3732,Iglu & Hartly,3
3969,Tim Urban,3
1805,The Apples in Stereo,3
388,Westlife,3
6969,Mc Marcelly,3
6793,Disney,3
1811,No Kids,3
538,Paolo Meneguzzi,3
539,Floricienta,3
4297,Shu-Bi-Dua,3
9142,Pretty Poison,3
7312,Merche,3
3561,Raven-Symoné,3
6369,Engelbert Humperdinck,3
3116,Ronan Keating,3
7326,Burhan G,3
8580,Gabi,3
3553,F.L.A.B,3
6373,Savannah Outen,3
7354,Tony Bennett,3
4305,Kim Larsen & Bellami,3
3311,Greyson Chance,3
6390,Joanna Pacitti,3
3759,The Knickerbockers,3
5013,Das Pop,3
5030,Mad Ciccone,3
605,Lulu Santos,3
8557,Robin Skouteris,3
2326,Sin Bandera,3
5042,Magnus Carlsson,3
6436,Tank,3
3495,The Champions,3
6446,Travis Garland,3
2337,Amy Pearson,3
7311,El Sueño de Morfeo,3
2339,Luigi Masi,3
6448,島谷ひとみ,3
3080,Zolof the Rock & Roll Destroyer,3
6452,Wilmie,3
9079,Andreea Banica,3
1456,Umaturman,3
540,Erreway,3
6412,Райна,3
6523,High School Musical Cast,3
3309,www.djrobsonmichel.com,3
2328,Luis Miguel,3
551,Kostas Martakis,3
5094,Jorge Ben Jor,3
550,Yohanna,3
1378,Sterling Knight,3
8511,Loredana Errore,3
3139,Corbin Bleu,3
6526,Eduardo Carnevale,3
1550,SHINee,3
3138,Hayden Panettiere,3
546,Eric Saade,3
6533,Brian McFadden,3
547,Safura,3
3065,Lucero,3
6525,Sandy & Júnior,3
4987,Celtas Cortos,3
1564,Fool's Garden,3
2199,Jim Sturgess,3
8591,Empty Room,3
7498,Chiara Iezzi,3
6524,Felipe Dylon,3
1373,Victoria Justice,3
2697,Ray LaMontagne,4
2452,Fabrizio De André,4
4782,Ridan,4
4167,Johnny Cash & Willie Nelson,4
4783,Georges Brassens,4
6759,Jonathan Coulton,4
6966,Mark Kozelek,4
7513,Juana Molina,4
2779,Brandi Carlile,4
917,Joaquín Sabina,4
1408,Teitur,4
6856,Woody Guthrie,4
3844,Sophie Zelmani,4
4800,Jack Black,4
1396,Peter Broderick,4
1929,Alison Krauss,4
7551,Woven Hand,4
2365,David Poe,4
7594,Dave Melillo,4
7555,Nickel Creek,4
6860,Jeffrey Lewis,4
3849,Katie Herzig,4
2371,Jonatha Brooke,4
1835,Marissa Nadler,4
6945,Ry Cooder,4
3912,Leadbelly,4
2360,Meiko,4
6384,Alex Band,4
4797,Minnie Driver,4
5896,Indigo Girls,4
1376,Dolly Parton,4
5901,Smog,4
3699,Spinetta y los Socios del Desierto,4
5866,Cass McCombs,4
6389,The Wreckers,4
6262,Bert Jansch,4
7385,Scott Matthews,4
5950,Chris Bathgate,4
7676,Phil Ochs,4
4995,Thom Hell,4
6052,Laura Veirs,4
2595,Carole King,4
7800,Derek Webb,4
7799,Brooke Fraser,4
2559,Elane,4
7781,Trampled Under Foot,4
7776,Арчер,4
9165,Bridget St. John,4
4751,Eva Cassidy,4
7098,Gemma Hayes,4
9136,Fabrizio Moro,4
1151,David Gray,4
1155,Matthew Ryan,4
6148,Chris Bell,4
1156,Gary Jules,4
4959,Ulises Hadjis,4
4960,Octavio Suñé,4
7180,Lily Holbrook,4
3770,Vashti Bunyan,4
4503,Benny Ibarra,4
2535,Seu Jorge,4
7224,Glen Campbell,4
6532,Xavier Rudd,4
4587,Alexi Murdoch,4
7911,Liliana Felipe,4
7332,Anthony Green,4
1430,Kevin Johansen,4
5964,Griffin House,4
1440,Cartola,4
2030,City and Colour,4
2034,Newton Faulkner,4
7605,Bob Seger & the Silver Bullet Band,4
7616,Colin Hay,4
2046,The Weakerthans,4
7384,Honeybird & the Birdies,4
7021,Francis Cabrel,4
1252,Ryan Adams,4
8970,Glen Hansard,4
1251,Mumford & Sons,4
4901,Robert Downey Jr.,4
4375,伍佰,4
7943,Ane Brun,4
7363,Kurt Vile,4
4217,John Grant,4
1711,아웃사이더,4
3962,Robert Pattinson,4
6184,Mason Jennings,4
4997,Clueso,4
7074,Sun Kil Moon,4
7340,Kathryn Williams,4
4592,Jason Castro,4
8160,Philipp Poisel,4
5291,William Fitzsimmons,4
8754,Yusuf Islam,4
5454,Joe Purdy,4
4160,The Nightwatchman,4
3266,Hank Williams,4
5595,Red House Painters,4
5371,Beth Gibbons & Rustin Man,4
5520,Glen Hansard & Markéta Irglová,4
8377,Chetes,4
4274,Matt Costa,4
5228,Townes Van Zandt,4
5399,Josh Woodward,4
5516,Martha Wainwright,4
3281,Emmylou Harris,4
3368,Lizz Wright,4
3268,Kris Kristofferson,4
3229,Stephen Fretwell,4
3269,Gillian Welch,4
484,Charles Aznavour,4
3273,Lucinda Williams,4
2971,Scout Niblett,4
5468,Владимир Высоцкий,4
8246,Paulinho da Viola,4
3277,Billy Bragg & Wilco,4
2871,Jorge Drexler,4
5211,Patty Griffin,4
8884,Shawn Colvin,4
5686,Tyler Hilton,4
3792,Ben Harper,4
8717,Dar Williams,4
8917,Lisa Taylor,4
3274,Bonnie 'Prince' Billy,4
8165,Florian Ostertag,4
8552,Tickley Feather,4
8163,Miss Emily Brown,4
3788,Lenine,4
8545,Heurt,4
5238,Justin Nozuka,4
5449,Ocean Reid,4
8611,Alex Lloyd,4
8548,Nicole Atkins,4
313,Fairuz,4
8324,Michael Cardenas,4
5533,Gwyneth Paltrow,4
3324,Ingrid Michaelson,4
498,Tortoise,5
2090,The Future Sound of London,5
2849,Nitin Sawhney,5
6794,Airiel,5
80,Jean-Michel Jarre,5
3468,Funki Porcini,5
611,Boards of Canada,5
4067,Pogo,5
3827,The Orb,5
4363,莫文蔚,5
4531,Susumu Yokota,5
3462,Red Snapper,5
428,Fluke,5
2972,MUM,5
607,Autechre,5
7478,Erik Truffaz,5
2128,Robert Miles,5
6307,Mouse on Mars,5
7557,Murat Esmer,5
1733,B. Fleischmann,5
4705,Jaga Jazzist,5
971,Orbital,5
1578,Daedelus,5
8307,Bill Laswell,5
6302,Dntel,5
2165,Xploding Plastix,5
5558,Junkie XL,5
4430,Ulrich Schnauss,5
3025,Vangelis,5
2180,The Dust Brothers,5
5782,Rho,5
3017,Saltillo,5
493,Aphex Twin,5
2077,Amon Tobin,5
2085,Tycho,5
8300,Modus,5
2081,Clark,5
2082,Plaid,5
1576,Flying Lotus,5
506,Squarepusher,5
8651,Gonzales,5
4759,Thomas Newman,5
323,Akira Yamaoka,5
3735,Kaya Project,5
50,Enigma,5
1459,Nightmares on Wax,5
6818,Klaus Schulze,5
3588,Rob Dougan,5
1170,Lone,5
8810,Remy Ma,6
8811,Trina,6
5698,Eyedea,6
4607,A-Team,6
1785,Spice 1,6
9059,Sway,6
5242,Bizarre,6
9060,"Meth, Ghost & Rae",6
5241,T-Pain,6
8812,Shawnna,6
6126,Kaliber 44,6
7813,Doom,6
4608,Re-Up Gang,6
455,Kid Cudi,6
6057,Rick GhraphiXxX,6
6058,Rick Ross,6
7856,Ja Rule,6
6059,Young Jeezy,6
6060,Plies,6
5056,Chingy,6
6065,Andre 3000,6
4285,3rd Bass,6
7867,Petey Pablo,6
1616,Paktofonika,6
221,Gang Starr,6
3359,Mala Rodríguez,6
7882,Lyrics Born,6
4296,Soulja Boy,6
1781,Too $hort,6
1782,Snoop Dogg,6
3422,Planet Hemp,6
4286,Jungle Brothers,6
222,2Pac,6
1783,Eazy-E,6
1784,DJ Quik,6
2130,Дельфин,6
7797,ILWT,6
7174,Pharrell,6
5255,WC,6
1884,k-os,6
6714,J. Cole,6
8864,Сэт,6
4319,Bubba Sparxxx,6
3892,The Cool Kids,6
7514,Choc Quib Town,6
2101,Public Enemy,6
8862,Vanilla Ice,6
7622,Ya Boy,6
4227,N*E*R*D,6
4320,"Lisa ""Left Eye"" Lopes",6
509,A Tribe Called Quest,6
6206,RIP SLYME,6
1339,The Game,6
1338,GZA/Genius,6
1335,Jedi Mind Tricks,6
1334,Souls of Mischief,6
8478,TERIYAKI BOYZ,6
1330,Jeru the Damaja,6
4419,Khia,6
2426,Wu-Tang Clan,6
8487,Ленина Пакет,6
3611,Marcelo D2,6
6253,Jean Grae,6
7076,Fat Freddy's Drop,6
8866,Пост Мортем,6
1691,The Cataracs,6
1322,Zion I,6
370,Noize MC,6
1324,Atmosphere,6
1325,Killer Mike,6
5410,Mc Dexnyz,6
1329,De La Soul,6
1321,Jurassic 5,6
217,Mos Def,6
8868,MC Hammer,6
8458,Eminem ft. Xzibit & Nate Dogg,6
8389,Montell Jordan,6
8390,Bizzy Bone,6
4606,Cassidy,6
1168,Ludacris,6
6710,Pretty Ricky,6
6708,Havoc,6
4605,M.O.P.,6
6136,Jovanotti,6
4291,Company Flow,6
213,Nas,6
7007,Swollen Members,6
5240,Slim Thug,6
7141,Mario Winans,6
3878,Taktloss,6
4604,AZ,6
4263,Tech N9ne,6
8821,T-Raperzy znad Wisły,6
4492,Maino,6
8457,Six-Fo feat. $lick,6
205,9th Wonder,6
8456,$lick,6
2506,Shwayze,6
3430,N-Dubz,6
2108,Ноггано,6
9007,Termanology,6
1212,B.o.B,6
2516,Notorious B.I.G.,6
4602,Papoose,6
3323,Bow Wow,6
5388,"Tyler, The Creator",6
4609,The LOX,6
1726,Chiddy Bang,6
1786,Ice Cube,6
1780,Bone Thugs-N-Harmony,6
8323,Lil Mama,6
8907,JAW,6
1515,Hollywood Undead,6
4460,Fabolous,6
7304,Rakim,6
2237,Jadakiss,6
4620,Freeway,6
4459,Method Man & Redman,6
5461,KOMHATA 101,6
8908,Favorite & Hollywood Hank,6
5250,Reks,6
2235,Lupe Fiasco,6
