C:\Users\raffa\AppData\Local\Programs\Python\Python36-32\python.exe "C:/Users/raffa/Desktop/Trabalhos 8 Periodo/Inteligencia Artificial/recommender-system/unsupervised/src/main.py"
                                             Artista  cluster
3177                                         Miranda        1
880                                    mind.in.a.box        1
881                                     Absurd Minds        1
882                                       VNV Nation        1
883                                         Seabound        1
884                                         Colony 5        1
885                                Apoptygma Berzerk        1
886                                        Blutengel        1
3173                                              伍佰        1
887                                     Neuroticfish        1
889                                    Assemblage 23        1
890                                     Edge of Dawn        1
4845                                      Cyberaktif        1
4844                                            ohGr        1
893                                       Cesium:137        1
4843                                       cEvin Key        1
895                                   Pride and Fall        1
896                             Solitary Experiments        1
3180                                          Mirror        1
898                                          Code 64        1
899                               Lights of Euphoria        1
900                                   Angels & Agony        1
901                                      Lost Signal        1
4841               Casiotone for the Painfully Alone        1
888                                   Culture Kultür        1
903                                        Accessory        1
3172                                             楊千嬅        1
865                                          X-Dream        1
2193                                       DJ Calboy        1
4920                                           Bliss        1
4919                                         Borgore        1
4918                                       Sub Focus        1
4917                                           Caspa        1
821                                Asking Alexandria        1
4914                                   Peter Baumann        1
4913                            Johannes Schmoelling        1
3141                               Nobukazu Takemura        1
4911                                           Ashra        1
4910                             Children of the CPU        1
4909                                       Telepathe        1
3142                        Black Moth Super Rainbow        1
833                                     Skinny Puppy        1
866                                          Haujobb        1
4896                                            Caia        1
4894                                     Nosaj Thing        1
840                                     Chris Vrenna        1
4891                                            2002        1
843                                  Venetian Snares        1
4890                               Frank Van Bogaert        1
845                                         Shpongle        1
4882                                        Euphoria        1
4880                                   Eleventyseven        1
850                                            Zomby        1
4876                                           Qntal        1
1720                              Machinae Supremacy        1
862                                   Alpha Quadrant        1
863                                             Cryo        1
864                              Front Line Assembly        1
3152                        Blood on the Dance Floor        1
4840                                   Lymbyc Systym        1
905                                             Glis        1
906                                     Bruderschaft        1
4712                                       Bel Canto        1
4702                                         Prodigy        1
4693                                         SLAPPER        1
3267                                          Amiina        1
3268                                      port-royal        1
3269                           This Will Destroy You        1
3270                                     Conjure One        1
4685                                   Gotan Project        1
3272                                   Susumu Yokota        1
4662                                   Klaus Schulze        1
4661                                           Laika        1
4659                            Picture Palace music        1
4658                                    Edgar Froese        1
4652                                       Telefunka        1
1000                                      Miike Snow        1
4651                                          Airiel        1
2074                               Portugal. The Man        1
4638                                    Alden Tyrell        1
4637                                    Mystical Sun        1
4636                                      Side Liner        1
1053                                    Deltron 3030        1
4635                                        Legowelt        1
2073                                      Tim Hecker        1
2072                                           Baths        1
3295                                      Scorngrain        1
4620                                  Herbie Hancock        1
4615                                      FM Belfast        1
3297                                   The Sin:Decay        1
1064                                            Cine        1
2068                                Pantha du Prince        1
4646                                     Sky Sailing        1
2111                                    Joy Electric        1
4726                        John Foxx & Louis Gordon        1
4742                                           Skazi        1
907                                           Syrian        1
3182                                        Miranda!        1
3183                                      The Wanted        1
4836                                        New Boyz        1
3190                                       Angelspit        1
4828                                           Seize        1
4826                                          Hifana        1
4825                                        Supercar        1
4824                                       DJ Spooky        1
4822                                Buffalo Daughter        1
4816                                         PlatEAU        1
4815                                        Download        1
4814                                    citizengreen        1
4813                                       Funckarma        1
3192                                       Freezepop        1
2155                                     A.R. Rahman        1
3196                                     I:Scintilla        1
4756                                 Yolanda Be Cool        1
4757                                     Mark Farina        1
4763                             Bonde das Impostora        1
3233                                  Atrium Carceri        1
3225                          Swimming With Dolphins        1
4777                                   Sérgio Mendes        1
4598                                 Free the Robots        1
3222                                 Artist Vs. Poet        1
4788                                   Señor Coconut        1
3218                            The Secret Handshake        1
3213                                            RJD2        1
2150                                   Nitin Sawhney        1
3198                                   Bitch Brigade        1
943                                             Lone        1
3219                                   Kill Paradise        1
1174                                       808 State        1
4335                   Trent Reznor and Atticus Ross        1
4495                                   Cookie Monsta        1
4043                                      Jamie Woon        1
1823                                        Belanova        1
3585                                 Matthew Herbert        1
1826                              Alice in Videoland        1
1532                                    The Unknownn        1
4047                                    Wendy Carlos        1
1827                              Theatre of Tragedy        1
3584                                        Deadbeat        1
3583                                            Pole        1
3582                                      Air France        1
4060                             Sigue Sigue Sputnik        1
4062                                        Michigan        1
1511                                        Delorean        1
4064                                             Rho        1
3580                                    Jamie Lidell        1
1822                                         Diorama        1
4067                                         Tardiss        1
3586                                           Tosca        1
3597                            Department of Eagles        1
3629                                      Phantogram        1
3628                                       Afterlife        1
1805                                        DJ Krush        1
4010                                             Fox        1
1562                                          Bonobo        1
1806                                         DJ Drez        1
1558                                  carla morrison        1
3626                                      Crustation        1
1810                                        DJ Vadim        1
3625                                         Elsiane        1
3622                                         Solaris        1
4029                                          Kittie        1
3608                                   Clare Maguire        1
1547                                     Idiot Pilot        1
1816                                 Ashbury Heights        1
1820                                 Terminal Choice        1
1838                                Slagsmålsklubben        1
4076                                     Entheogenic        1
4077                                            Ishq        1
3535                                        Destroid        1
3534                                     autoclav1.1        1
3533                                 T. Raumschmiere        1
3532                                           Wast3        1
1869                                       Front 242        1
3530                                            KLOQ        1
4138                                             Ivy        1
1447                                         Xiu Xiu        1
4139                                        Caroline        1
1871                                   The Creatures        1
3529                                       Faderhead        1
3527                                            Bond        1
3524                                  Hell Interface        1
3523                                     Luke Vibert        1
4149                                 Jesus on Extasy        1
1458                                     I See Stars        1
4125                                      Deceptikon        1
4121                              The Neon Judgement        1
4120                                   Spectra Paris        1
4078                                       Androcell        1
4079                                       Sensorica        1
4080                                           Bauri        1
4083                                 Charlie Clouser        1
1494                                          Kid606        1
3565                                          Whitey        1
1488                                      Psychic TV        1
3631                                        Mandalay        1
1487                                     Peeping Tom        1
1848                                      Deathstars        1
1482                                          Foetus        1
1481                               Throbbing Gristle        1
1857                                   Steven Wilson        1
1860                                       Burnt Fur        1
1861                                          ADULT.        1
4117                                    Anders Manga        1
1486                                         Suicide        1
3522                                   Kashmir Boots        1
4002                                    Android Lust        1
3636                         Alcoholic Faith Mission        1
3721                               The Golden Filter        1
3720                                         Dubstar        1
3853                                             OIH        1
3855                                  Young Heretics        1
1758                                        Emmanuel        1
1673                                     Kap Bambino        1
3869                                  Propellerheads        1
1670                                Paul Kalkbrenner        1
3873                                         Van She        1
1666                                      Plastician        1
3875                                     Neon Indian        1
1662                                Xploding Plastix        1
3880                                Cinnamon Chasers        1
3882                                     Twin Shadow        1
3900                                         Frakkur        1
1747                                          K.I.Z.        1
3921                                          Kitaro        1
3844                             Blackbird Blackbird        1
3840                                     Miss Kittin        1
3783                                             she        1
3745                                       Oi Va Voi        1
1728                              Animals as Leaders        1
3787                                           m-flo        1
3743                               General Elektriks        1
3741                                       Gonjasufi        1
3740                                      Alphawezen        1
3737                                    Saint Privat        1
3797                                           Niyaz        1
3736                                    Boozoo Bajou        1
3812                                            Dúné        1
3814                                        Jahcoozi        1
3815                                    Modeselektor        1
3818                                  Fila Brazillia        1
1743                           The Whitest Boy Alive        1
3841                                       Neon Neon        1
3690                                    Fuck Buttons        1
1640                                         Дельфин        1
3685                                   Gravity Kills        1
1614                                         Shitmat        1
1613                                         Bong-Ra        1
1612                                            Bola        1
1611                                           Tycho        1
1610                          Ellen Allien & Apparat        1
1609                                       Boxcutter        1
1607                                           Clark        1
1606                                          Kettel        1
1605                                           µ-Ziq        1
1604                                      Amon Tobin        1
1603                                   The Flashbulb        1
1591                                   Bilal Serbest        1
1786                                  Natalie Walker        1
3974                                            Grum        1
3975                                    Filthy Dukes        1
1615                                          Acrnym        1
3659                                        Zeigeist        1
1617                                        Stendeck        1
1618                                    Wagon Christ        1
3933                                             梅林茂        1
3680                                  Technical Itch        1
3942                             Cast of Camp Rock 2        1
1632                                       Uoki-Toki        1
1631                                       Gidropony        1
1630                                  8[bit]chyfruit        1
1629                                         Rotator        1
1798                                            Skye        1
1628                                        64revolt        1
1625                                   Firebrand Boy        1
1624                                    Parov Stelar        1
3954                                      Crossbreed        1
3957                                    Trent Reznor        1
3660                                      Zoot Woman        1
1620                                 belladonnakillz        1
1619                                Telefon Tel Aviv        1
1627                                       DJ Shadow        1
4151                                   The Dreamside        1
4158                                 Lights Out Asia        1
4159                              The Helio Sequence        1
1252                                    Mount Kimbie        1
4390                                          T.O.Y.        1
1248                                          Madlib        1
1247                                        Daedelus        1
4392                                          Vacuum        1
1245                                    Flying Lotus        1
3405                                   Thomas Newman        1
4395                                     Dark Voices        1
4401                                         Cassius        1
3395                                    David Holmes        1
3389                                    Meg Lee Chin        1
3387                                            Snog        1
4425                                          F.A.Q.        1
4427                                        Kaukázus        1
1227                                       New Musik        1
4385                                   Welle:Erdball        1
3386                                         Moderat        1
1256                                         Actress        1
1260                                      Prefuse 73        1
4332                             Esben and the Witch        1
4333                                     Memoryhouse        1
4337                                 Coyote Clean Up        1
4347                                            Dune        1
1281                                        Rampkorv        1
4354                                     Torment Day        1
4358                                          Murcof        1
1276                                       Fever Ray        1
1274                                       Metronomy        1
4359                                           Dntel        1
4360                                         Skalpel        1
4368                                      TOKiMONSTA        1
4369                                         Samiyam        1
4370                                         Kingdom        1
1261                                  The Avalanches        1
4380                                  Bear in Heaven        1
3385                                      Zeromancer        1
1223                                       Landscape        1
1222                                       John Foxx        1
3355                                        Aes Dana        1
3354                                       Silencide        1
3353                                     Hol Baumann        1
2022                                 Helalyn Flowers        1
3352                                H.U.V.A. Network        1
4489                                     Brokenkites        1
3351                                 All India Radio        1
3350                                      Lusine ICL        1
4490                                      Buddha Bar        1
3349                                          Ab Ovo        1
1182                                        Blue Six        1
3348                                    Blind Divine        1
1180                         The Cinematic Orchestra        1
4493                                             †‡†        1
4494                                   Tying Tiffany        1
3356                                           Asura        1
3358                                   Nina Karlsson        1
3359                                          Orsten        1
2011                              iwrestledabearonce        1
3379                                   The Teenagers        1
1218                          Yellow Magic Orchestra        1
3375                                           The K        1
1216                                    Thomas Dolby        1
3374                                        Deja Vue        1
2004                                       Biosphere        1
2005                                   Zoviet France        1
4331                                The Wagner logic        1
1211                                      Gary Numan        1
