
                                                 Artista  cluster
4249                                         Diana Krall        3
6087                                         France Gall        3
1876                                           Big Moves        3
8655                                         Katy Hudson        3
7762                                            Ms. Jade        3
3434                                Jennifer Love Hewitt        3
2606                                          Édith Piaf        3
7547                                        Bessie Smith        3
3066                                                 SNZ        3
7440                                      Lisa Scott-Lee        3
2365                                            All Ends        3
4358                                            Angélica        3
2432                                             Zемфира        3
4339                                         Fefe Dobson        3
4560                                      Pussycat Dolls        3
5219                                    Troy & Gabriella        3
8521                                                 M2M        3
313                                                浜崎あゆみ        3
7111                                         Hannah Fury        3
5688                                     Vanessa Paradis        3
4056                                               Nneka        3
232                                         Ana Carolina        3
2394                                      Claudia Leitte        3
4091                                       Alexis Jordan        3
215                                         Marisa Monte        3
1260                                        Selena Gomez        3
5726                                               Flora        3
3784                                 Charlotte Sometimes        3
5828                                       Wanda Jackson        3
3825                                                 大塚愛        3
9775                                             Charlee        4
4905                                          Life Cried        4
6509                                           Gentleman        4
988                                        Aina Sandoval        4
6465                                       Autopilot Off        4
6643                                  The Durutti Column        4
6645                                         John Leyton        4
9524                                     Michael Paynter        4
7609                                       Apocalipse 16        4
984                                      Kuervos del Sur        4
5016                                              Sylvan        4
4904                                         Heimataerde        4
1503                                         David Nevue        4
8231                                      Fahir Atakoğlu        4
5014                                             Le Orme        4
973                                           Los Jaivas        4
9766                                        Mirko Oberto        4
7678                                            Guardian        4
8593                                    Her Bright Skies        4
6462                                              REAL O        4
5452                                     The Engine Room        4
1012                                              Quidam        4
1550                                                MFSB        4
4918                                       Memphis Bleek        4
9541                                 Neil Patrick Harris        4
1143                                     Negative Format        4
6335                                         Of Machines        4
9636                                            Tom Novy        4
6329                                    Tobias Bernstrup        4
3639                                              S.O.D.        4
6618                                            Scarface        4
6619                                         Jaime Camil        4
3632                                            Violator        4
1144                                             Noycetm        4
7667                                        Apollo Brown        4
6461                                 Наталья Могилевская        4
6322                                      Terence Fixmer        4
7671                                       The Narcicyst        4
9638                                            Redshape        4
9526                      Ashley Tisdale & Lucas Grabeel        4
8675                                         Lisa Kudrow        4
8570                                          Bilge Pump        4
6305                                               AB/CD        4
6632                                       Post Scriptum        4
3918                                              Sabbat        4
4899                                             Dioxyde        4
5021                                             The "K"        4
3956                                             Anjulie        4
7606                                              Audrey        4
4888                               Беременный Трамвайчик        4
9509                                        Isis Mariana        4
9666                                              Н.О.М.        4
3818                                             KAT-TUN        4
9508                                    Long Tall Texans        4
6489                                       Man Overboard        4
8555                                     Evil Masquerade        4
9664                                        hedi habouba        4
9805                                Esplendor Geométrico        4
9663                                       Hassan Erraji        4
3608                                             Closure        4
6491                                         Heartsounds        4
8613                                      In the Nursery        4
7531                                              Spider        4
7528                                      Montana Tucker        4
895                             Forever the Sickest Kids        4
8258                                     Efek Rumah Kaca        4
9505                                      The Methadones        4
9823                                      Said the Whale        4
4885                                             .crrust        4
9506                                           The Apers        4
4811                                Dogs Die in Hot Cars        4
6482                                           Fireworks        4
6678                                             Uniform        4
6469                                              Sydney        4
3619                                        Gareth Emery        4
1141                                       Sero.Overdose        4
960                                                Tenhi        4
4896                                          Dean Geyer        4
6301                                       The Quireboys        4
9517                                         Psychopomps        4
8567                                       Kill Yourself        4
6473                                      Boys Night Out        4
3616                                  Alvin és a Mókusok        4
6659                        Diana Ross and Lionel Richie        4
3615                                   Troels B. Folmann        4
6660                                      Dionne Warwick        4
6669                                              Sylvia        4
9514                                             Out Out        4
3802                                                Spor        4
6673                                             Chemlab        4
9652                                   Nomad SoundSystem        4
3946                                         Funky Bunch        4
9513                                           Stromkern        4
7684                                            FREENOTE        4
6477                                              Pereza        4
9512                                        Ambassador21        4
1513                                            А-Студио        4
4919                                          Cuban Link        4
9748                                      Ananda Project        4
6608                                           BiopsyhoZ        4
8592                            Snow White's Poison Bite        4
9719                                           Big Sugar        4
6422                                           Jan Delay        4
9720                                           The Duhks        4
4938                      Sharon Jones and the Dap-Kings        4
3761                     Destroy Rebuild Until God Shows        4
1128                                        Ronski Speed        4
6420                                                Lili        4
1320                                      Mortal Treason        4
9721                                   Wild Strawberries        4
6567                                               Nasty        4
1069                                           Tinariwen        4
3739                                              Argine        4
6418                                              Sookee        4
3731                                        King Conquer        4
8588                                          Sean Price        4
9588                                           Hermética        4
4950                                         Marian Gold        4
1331                                  Waking The Cadaver        4
1336                                             ABACABB        4
4929                                Children of the Corn        4
6410                                     Ctrl-Alt-Delete        4
9583                                       Water Charger        4
1312                                           Vio-Lence        4
9688                                         Allen-Lande        4
6423                                         Samy Deluxe        4
8215                             John Legend & The Roots        4
1103                                             yelworC        4
6544                                               Bilal        4
6542                                     Raheem DeVaughn        4
6554                              Stare Dobre Małżeństwo        4
9598                                      Phoenix Bodies        4
8631                                              Tamara        4
6557                                The Amity Affliction        4
7584                                               Grade        4
3855                                               Delux        4
9597                                      Rocky Votolato        4
3875                                        Psycho Motel        4
1060                                           La Quiete        4
9596                                              The Ex        4
6431                                Francisca Valenzuela        4
9718                                        The Watchmen        4
3753                                         Wael Kfoury        4
1111                                               Atmos        4
3849                                        Chelsea Grin        4
8633                                        Chris Willis        4
9593                                              Horcas        4
9592                                               Malón        4
6427                                               Curse        4
6424                                   Absolute Beginner        4
6530                                       Sin Fang Bous        4
3852                                           Karma Fox        4
3911                                  Hell Is for Heroes        4
4877                                            Esquivel        4
7596                                         The Legends        4
9737                                           Rick Wade        4
1404                                       The Baseballs        4
3684                                      Крихітка Цахес        4
1136                                    Sander van Doorn        4
8202                                               Salad        4
3681                                          Pasobionic        4
4883                                     The Four. Slam!        4
4846                                           Phil Judd        4
1140                                          Echo Image        4
9741                                        Alton Miller        4
9556                                            I Concur        4
9745                                       Roy Davis Jr.        4
3900                                         Thunderball        4
1423                                          Get Scared        4
1247                           La Nueva Banda Timbiriche        4
1424                                         Criss Angel        4
4923                                           Ali Vegas        4
4981                                      Rachel Portman        4
8660                                 GO! With Fourteen O        4
6344                                                 Elf        4
3866                                        Miami Horror        4
3665                                             Carbona        4
3902                                   Kings of Tomorrow        4
1135                                                 P24        4
7573                                        Robert Fripp        4
1134                                       Blutonium Boy        4
1392                                      Living Legends        4
1133                                          Wynardtage        4
1345                                       Misericordiam        4
3709                                             Ландыши        4
8646                                      Her Words Kill        4
8584                                  Antonello Venditti        4
3702                                       Янка Дягилева        4
9618                              Oomph! - Defekt (1995)        4
9620                         Guy Wolford - MuteHarmony -        4
9727                                          The Rurals        4
9728                                   Glenn Underground        4
9624                                       The Silencers        4
4882                                     Amanda Woodward        4
3701                                 Гражданская Оборона        4
1254                                   Artists For Haiti        4
9626                                              Lustra        4
6401                                               Karat        4
6393                                           Peter Fox        4
1378                             People Under the Stairs        4
6392                                           Mono Inc.        4
6383                         Justin Hinds & The Dominoes        4
1387                                       Blackalicious        4
6381                                The Kings of Nuthin'        4
3770                                          Nikki Sixx        4
6378                                      Desmond Dekker        4
9732                                           Ron Trent        4
1243                                          Paty Cantú        4
7317                                       Mozart Season        4
9499                                             Goapele        4
3123                                   We Are Terrorists        4
9109                                       Chris Liebing        4
5313                                        The Daktaris        4
5662                                              Occult        4
5307                                         The Dualers        4
5665                                         Dew-Scented        4
9114                                           Sven Väth        4
2495                                          Megh Stock        4
5669                                        Final Breath        4
5301                                  Alphonso S'Entrega        4
5672                                                Park        4
3135                                               Ampop        4
5675                                           Kaki King        4
5676                                       Nature Living        4
9125                                        Brian Hyland        4
8849                                            Moğollar        4
9117                                              Audion        4
2499                                       Jackie Mittoo        4
9107                                    Elektrochemie LK        4
9105                                      Blossom Dearie        4
3083                                         Fourteen 14        4
5333                                                Rain        4
8873                                         Holy Terror        4
9083                                             Mohombi        4
5329                                              이수영(여)        4
3104                           Conducting From the Grave        4
5325                 Oscar Sulley & the Uhuru Dance Band        4
5644                                               Gabin        4
5647                                            Skeewiff        4
2524                                          Solar Fake        4
9091                                     The Tumbled Sea        4
9092                                          Nils Frahm        4
5324                                           Awa-Klash        4
3117                                         DJ Risk One        4
5653                                             Shantel        4
9101                                     Esther Phillips        4
5316                               Ofo The Black Company        4
9133                           Saturday Looks Good to Me        4
5632                                          Aly & Fila        4
9134                                     Marine Research        4
9142                                             Echolyn        4
2345                                        Big Punisher        4
5731                                        Neneh Cherry        4
2342                                                O.C.        4
2341                                              G-Unit        4
5736                                          Alex Ubago        4
5737                                          Nick Jonas        4
2326                                       Stack Bundles        4
2347                                             Skee-Lo        4
5738                             Demi Lovato & Joe Jonas        4
8102                            Elizabeth & The Catapult        4
9177                                           Hypnogaja        4
7913                                            Heckross        4
9186                                           Iron Claw        4
2286                                       Blind Sinners        4
5775                                              Daïtro        4
8110                                             Transit        4
3210                              Anneke van Giersbergen        4
8815                                   Thy Art Is Murder        4
3195                                   Flash and the Pan        4
7924                                                  ゾロ        4
2411                                            Eddie Bo        4
5257                                                Jane        4
5256                                          Illuminate        4
5695                                             Sumatra        4
8096                                      Rational Youth        4
5701                                       Hester Prynne        4
3177                                            Exit Ten        4
5704                                        Making April        4
8098                                     ANew Revolution        4
8822                                  The Boy Will Drown        4
3181                                    Acid House Kings        4
9153                                              Edurne        4
5249                                  Stephanie McIntosh        4
8818                                  Burning the Masses        4
7925                                       Administrator        4
5721                                      Tommy Emmanuel        4
2357                                      Twisted Method        4
9139                                         The Pastels        4
9192                   Fisz Emade jako Tworzywo Sztuczne        4
2572                                                Fish        4
7944                                          Union Jack        4
2804                      Doomsday Refreshment Committee        4
8997                                       Scary Bitches        4
5486                                Edgar Broughton Band        4
8028                                         Green River        4
2792                                               Chibi        4
2786                                   Deadstar Assembly        4
7996                                          New Shouts        4
8995                                         Os + De Mil        4
5492                                           Barcelona        4
2780                               A Forest Mighty Black        4
2776                                       Techno Animal        4
2766                                            Coph Nia        4
2763                                             Bathory        4
2957                                   Cross Examination        4
8916                                       pornophonique        4
7985                  I Would Set Myself on Fire for You        4
8034                                 The Grapes of Wrath        4
8994                                             Colchon        4
5431                           Premiata Forneria Marconi        4
7999                                       The Soft Boys        4
8010                                            The Bill        4
5456                                           [re:jazz]        4
8947                                          The Faders        4
8951                                     The Impressions        4
8954                                       Erik og Kriss        4
2857                                            Włochaty        4
8939                                      State of Shock        4
