
                                                Artista  cluster
9210                                            Untoten        1
5740                                       Manu Gavassi        1
8471                                      Candice Alley        1
5604                                             Marika        1
5105                                       Astrid Hadad        1
8809                                           Rasheeda        1
2848                                       Maria Callas        1
5566                                         Brenda Lee        1
7405                                     Geneva Jacuzzi        1
5734                                              Lasgo        1
7333                 I Would Set Myself on Fire for You        1
4988                                       Naomi Yohani        1
8785                                             Zeplin        1
4857                                            Oh Land        1
4856                                    Brigitte Bardot        1
5910                                              ayaka        1
5911                                         Angela Aki        1
8502                                           Medicine        1
5927                                     Phyllis Dillon        1
7146                                             Xscape        1
5506                                                Vas        1
4817                                        Terra Naomi        1
8117                                    Tommy heavenly6        1
8837                                     Susheela Raman        1
9168                                      Oumou Sangare        1
1572                                 Stand Up to Cancer        1
4801                                      Fernanda Brum        1
2680                                      Blake Shelton        1
1573                                      Teyana Taylor        1
9166                                    Liliana Herrero        1
5233                             Red Lorry Yellow Lorry        1
9160                                             Jaymay        1
5474                                               Elis        1
5637                                 Melissa Manchester        1
7456                                        Wallis Bird        1
199                                               Tamia        1
5431                               Charlie Daniels Band        1
5967                                             Ceumar        1
5447                                      Vonda Shepard        1
8839                                             Н.О.М.        1
2397                                            Anniela        1
8504                                       Tex Williams        1
2674                                     Carly Smithson        1
5963                                          Nara Leão        1
5213                                        Terri Clark        1
2970                                         Chinawoman        1
8740                                           I Concur        1
5659                                             Paulla        1
8138                                          Mary Mary        1
8139                                       Paula Toller        1
5414                          Bill Haley and the Comets        1
5668                                      Lhasa de Sela        1
8365                                    The Aislers Set        1
2999                                      Trumans Water        1
7230                                       Stellar Kart        1
4955                                 Alphonso S'Entrega        1
4968                                       Rokia Traoré        1
8776                                             The Ex        1
8336                                       Carmen McRae        1
5828                                     Carlene Carter        1
4980                                                 李玟        1
1275                                         J. Holiday        1
2613                                        Crystal Kay        1
1219                                           Gloriana        1
3026                                  Flash and the Pan        1
5419                                     Lauren Nichols        1
5429                                      Wanda Jackson        1
5885                                      Tiffany Evans        1
2686                                     Julianne Hough        1
8799                        Guy Wolford - MuteHarmony -        1
1222                                   Agnetha Fältskog        1
7364                                     Crystal Stilts        1
8248                                    Cristina Branco        1
2612                                               鈴木亜美        1
4910                                 Stephanie McIntosh        1
5856                                          Lee Aaron        1
3035                                            Sirenia        1
2690                                           SHeDaisy        1
812                                           Amy Studt        1
3039                                       Liv Kristine        1
7365                                    The Sandwitches        2
7477                                        Terry Riley        2
7126                                              OOIOO        2
2731                                         Panda Bear        2
2654                                 iwrestledabearonce        2
2635                                       Amon Düül II        2
7471                                          Tamburada        2
7473                                         Cybophonia        2
6668                       And So I Watch You From Afar        2
7809                                     Comets on Fire        2
2089                                             Acrnym        2
2093                                        Cardopusher        2
2098                                          Last Step        2
2112                                            Rotator        2
2114                                     8[bit]chyfruit        2
2115                                          Gidropony        2
7437                                       James LaBrie        2
2118                                          Uoki-Toki        2
6724                                     Arrigo Barnabé        2
2711                                         Devil Doll        2
7413                             Lizzy Mercier Descloux        2
6738                                    Gang Gang Dance        2
3724                                       Soft Machine        2
3723                                               Gong        2
2728                                        James Blake        2
3720                                               Neu!        2
3718                                           Hawkwind        2
3717                                              Faust        2
3700                                   eatmewhileimhot!        2
7395                                   Alaska In Winter        2
3789                                             Guinga        2
3511                           War From a Harlots Mouth        2
6805                                     United Nations        2
3341                           Henry Threadgill's Zooid        2
3342                                             [Br]om        2
3343                                    Franco Battiato        2
7240                                     The Telescopes        2
2465                                  His Name Is Alive        2
3004                                Heavy Heavy Low Low        2
3053                                         Woe, Is Me        2
2994                                           I Create        2
2992                                    Secret Chiefs 3        2
2473                                        Galaxie 500        2
7559                                        Sophiatonic        2
2945                                   Children of Nova        2
2942                                  Kakuna Vs Metapod        2
2939                              Last Chance To Reason        2
3344                                    Peter Brötzmann        2
2937                                  The Contortionist        2
3338                                                 Zu        2
2313                                         La Dispute        2
8845                                   sleepless dreams        2
8841                                     An April March        2
7115                                            PlatEAU        2
8855                                 Invisible Elephant        2
8736                                            Vessels        2
8857                                   Pin-Up Went Down        2
7199                                       {{{Sunset}}}        2
7113                                               Hecq        2
8739                                      blah blah tin        2
7151                                         Yansımalar        2
3096                        Everything Is Made in China        2
2423                                          John Cage        2
7169                                           dev/null        2
7170                                    Doubting Thomas        2
8728                                      The Pop Group        2
2177                                       Red Sparowes        2
3375                                       Messer Chups        2
7543                                     Anneli Drecker        2
7715                                            Moondog        2
6881                                        Steve Reich        2
7731                                   Olivier Messiaen        2
2194                                            Emarosa        2
520                                     Ornette Coleman        2
8954                                          Bongwater        2
7129                                Giraffes? Giraffes!        2
2819                       Upcdowncleftcrightcabc+start        2
3583                           I Set My Friends On Fire        2
3615                 Shemales From outta Space of Death        2
3622                                       Sienna Skies        2
3623                                       Sleigh Bells        2
3647                                    Ozric Tentacles        2
7483                         Contemporary Noise Quintet        2
3582                       Preschool Tea Party Massacre        2
2936                                            PMtoday        2
3507                                          Dr. Acula        2
7518                             Crippled Black Phoenix        2
2888                                          Riverside        2
3399                           Cutting Pink with Knives        2
6973                                The Diamond Stretch        2
2269                                 Animals as Leaders        2
3410                                That Handsome Devil        2
6959                                        Negativland        2
7711                                     André Abujamra        2
3463                                               Cujo        2
3466                                          Drumcorps        2
8817                                            Autolux        2
2553                                          Immanu El        2
7708                                             Karnak        2
2865                                       Colin Newman        2
7709                                       Júpiter Maçã        2
6928                                          Bel Canto        2
6504                                            Leandra        2
2643                                        Supersilent        2
7842                                           Mnemonic        2
9244                    School of Emotional Engineering        2
9087                                     Arve Henriksen        2
8270                                         Keef Baker        2
9088                                    Stian Westerhus        2
5178                                       Fuck Buttons        2
9092                                Nik Bärtsch's Ronin        2
4533                                    The Dear Hunter        2
4425                                           Enslaved        2
9114                           VFSix feat. Pat Appleton        2
9118                                 VFSix feat. S.C.E.        2
1799                                The Octopus Project        2
1773                                     Main-de-Gloire        2
1769                    We Butter The Bread With Butter        2
1751                                               edIT        2
5166                                            Rawtekk        2
1745                                   Alarm Will Sound        2
1801                                         Tera Melos        2
1013                                      Death in June        2
1828                                          Baba Zula        2
6241                                             Goblin        2
8282                                          This Heat        2
5317                                                +\-        2
8554                                      Liquid Liquid        2
5296                                        Jean Baudin        2
9062                                        Tunnelvison        2
996                                   Dance Gavin Dance        2
5265                                          Gonjasufi        2
4328                           Black Moth Super Rainbow        2
8281                                    The Red Krayola        2
8551                                           Prurient        2
8550                                      Silver Apples        2
7960                              Karlheinz Stockhausen        2
5613                              How to Destroy Angels        2
8549                                   Delia Derbyshire        2
7962                                        Luc Ferrari        2
8274                                            Tonikom        2
1830                                     Goran Bregović        2
9129                                        Dan Griober        2
985                       The Sound of Animals Fighting        2
1740                        Самое Большое Простое Число        2
8261                                         Noise Unit        2
4876                                             Igorrr        2
5870                                        Tartar Lamb        2
4905                                        Tesco Value        2
5853                                              Hella        2
5850                                             Sun Ra        2
5849             El Grupo Nuevo de Omar Rodriguez Lopez        2
5847                                         The Locust        2
4874                                  Gray Strawberries        2
5846                                              Oxbow        2
5843                                         Black Dice        2
5841                                        Ground Zero        2
9185                                          Trey Gunn        2
1520                                     A Skylit Drive        2
8498                                       Ast & Kralle        2
8170                                   Bogdan Raczynski        2
5019                                       Jamie Lidell        2
5844                                            Thrones        2
4872                                        Herod Layne        2
5098                            Alcoholic Faith Mission        2
5949                                   Moving Mountains        2
4581                                           Rosaline        2
1413                                  Do Make Say Think        2
5136                              September Malevolence        2
6113                                    The Left Rights        2
8226                                         Dandi Wind        2
4622                                    Keaver & Brause        2
9286                                     Diamanda Galás        2
4659                                   Pneumatic Detach        2
8063                                   The Heart Throbs        2
4696                                                OSI        2
4700                                            Shining        2
1655                                         Tuxedomoon        2
94                                         Magnitophono        2
97                                          Manekinekod        2
6004                                         Holy Molar        2
5100                               Sleeping With Sirens        2
1585                                               Onra        2
5694                                         Themselves        2
4238                                         Klaus Nomi        2
5788                               The Evpatoria Report        2
1944                                        Peeping Tom        2
3996                          If These Trees Could Talk        2
4165                            Vierivä Viiksiportieeri        2
4163                                    Benni Hemm Hemm        2
6539                                      Tower of Rome        2
6534                                                †‡†        2
1286                                    The Irish Front        2
4028                                      Raccoo-oo-oon        2
4029                             Natural Snow Buildings        2
4030                                              Teebs        2
4120                                     My Dad Is Dead        2
4119                                      Handsome Furs        2
4115                                             HEALTH        2
4111                                A Black Rose Burial        2
5510                                   Teengirl Fantasy        2
4033                                      Don Caballero        2
1952                                             Kid606        2
4104                                              Helia        2
4089                                           iamerror        2
4086                              2 0' Clock Girlfriend        2
4082                                House vs. Hurricane        2
4081                                         Hanni Kohl        2
5536                                            Frakkur        2
8576                                            Le Loup        2
1942                                 The Birthday Party        2
1943                                         Whitehouse        2
2015                                  The Arusha Accord        2
8332                                               Uzva        2
5509                                          Cold Cave        2
6554                                         Under Byen        2
3993                     Белые Флаги Зажигайте Медленно        2
1279                              wecamewithbrokenteeth        2
2038                                    Pierce the Veil        2
981                                  The Blood Brothers        2
2006                                   Protest The Hero        2
6387                                maudlin of the Well        2
3863                                           Epochate        2
8559                                   HEARTSREVOLUTION        2
1288                               See You Next Tuesday        2
943                                       György Ligeti        2
8608                            There Will Be Fireworks        2
4193                                 Set Fire to Flames        2
8385                            Art Ensemble of Chicago        2
4185                                     Morton Feldman        2
4173                            Keith Fullerton Whitman        2
2017                                            Battles        2
6650                                     Bernard Butler        3
654                                      Geri Halliwell        3
6667                                           Мельница        3
749                                       Crowded House        3
2533                            Os Paralamas do Sucesso        3
656                                                5ive        3
813                                             Santana        3
526                                       Laura Pausini        3
3120                                 Stefanie Heinzmann        3
7903                                      Demis Roussos        3
643                                       Paulina Rubio        3
642                                         Mandy Moore        3
5094                                      Jorge Ben Jor        3
5715                                                Fox        3
1548                               They Might Be Giants        3
2676                              New Kids on the Block        3
3116                                      Ronan Keating        3
3119                                    Julieta Venegas        3
7052                                      Barry Manilow        3
1642                                        Emma Bunton        3
2395                                      Ivete Sangalo        3
7455                                                 A1        3
3958                                             Libido        3
3543                                          Take That        3
658                                                Five        3
2616                                 Corinne Bailey Rae        3
3435                                         Nando Reis        3
6871                                       Kenny Rogers        3
2279                                     Claudia Leitte        3
4315                                      Fagget Fairys        3
2772                                             Hanson        3
1877                                   Alejandra Guzmán        3
6849                                              BBMak        3
1927                                               Reik        3
4299                                               TV-2        3
2501                                      Jordan Knight        3
1346                                              Motel        3
4297                                         Shu-Bi-Dua        3
5343                                      Axel Fernando        3
2627                                      Mylène Farmer        3
1383                                           Unheilig        3
1314                                        Shayne Ward        3
3687                                     Gustavo Cerati        3
2957                                    Freddie Mercury        3
3400                                         Aura Dione        3
372                                                Blue        3
2732                                       Grizzly Bear        3
1816                                        Ajda Pekkan        3
365                                     Backstreet Boys        3
4251                                  Girls Can't Catch        3
330                                           Sigur Rós        4
519                               Explosions in the Sky        4
2630                                            Fennesz        4
4196                                     Thought Bandit        4
2550                                                M83        4
2870                                          CocoRosie        4
6354                                     Bear in Heaven        4
2026                                            Delphic        4
1730                                        Beach House        4
4362                                                盧巧音        4
6141                                Tear Down The Lies!        4
120                                 God Is an Astronaut        4
1184                                             Mogwai        4
933                                        Yann Tiersen        4
572                                              The xx        4
4127                        Godspeed You! Black Emperor        4
6309                                     Death in Vegas        4
352                                   Animal Collective        4
121                                          Pink Floyd        4
356                                                 múm        4
345                                 Broken Social Scene        4
2856                                           Slowdive        4
7261                                           Maserati        4
1388                                          Brian Eno        4
511                                      The Album Leaf        4
1595                                           Four Tet        4
8400                                    Деньги-на-Ветер        5
1434                                           Rita Lee        5
8211                                      Noise Ratchet        5
1185                                             Spirit        5
2634                                      Ash Ra Tempel        5
7539                                        Dead Poetic        5
8397                                       The Redwalls        5
7540                                          LostAlone        5
8212                            Tuia E Os Transmissores        5
2604                                      Danger Danger        5
8214                               eau bouili et poison        5
1349                                      Nenhum de Nós        5
1352                                              Udora        5
777                                 Bittencourt Project        5
1355                                  Black Veil Brides        5
2608                                    Luciano Ligabue        5
1377                                    Billy Ray Cyrus        5
8231                                          Los Lobos        5
2602                                            Litfiba        5
8379                                         Nikki Clan        5
8228                             Paul & Linda McCartney        5
2573                             Fields of the Nephilim        5
8219                                    Attack! Attack!        5
8218                                      Blood Command        5
8477                                        Mr.Children        5
8418                                                IRA        5
