,Artista,cluster
4046,Mahogany Rush,0
2557,Pure Reason Revolution,0
6997,Audrey,0
7230,Stellar Kart,0
2374,Jude Cole,0
3955,Marina,0
8024,Liquid Trio Experiment,0
6725,Harmonium,0
4444,Boys Will Be Boys,0
2270,Star One,0
6999,Building 429,0
4288,Ugly Duckling,0
5947,Danny Gokey,0
4048,Blue Murder,0
6723,Caravan,0
9150,Nedry,0
2380,Megh Stock,0
6658,Samantha Newark,0
2538,Exaltasamba,0
3821,Michael Hutchence,0
6728,Gryphon,0
4422,Adrian Belew,0
9258,Jimmy Needham,0
3369,Ministério Luz,0
9259,David Nail,0
7793,Stiff Dylans,0
6880,Blackhawk,0
7252,Jon & Vangelis,0
4024,Ziggy Marley,0
8106,Moğollar,0
4424,Demians,0
7873,Steve Rushton,0
2217,Albert Collins,0
4080,The Summer Set,0
4426,Astra,0
4427,Beardfish,0
5905,Sami Yusuf,0
2221,Buddy Holly,0
7746,Kingston Wall,0
4423,Gavin Harrison & 05Ric,0
6645,Chris Tomlin,0
7180,Lily Holbrook,1
6389,The Wreckers,1
4913,Luka,1
4953,Vic Ruggiero,1
7517,Vinicius de Moraes,1
2854,Lene Marlin,1
7058,Melody Gardot,1
4995,Thom Hell,1
9068,Amy Millan,1
5533,Gwyneth Paltrow,1
1155,Matthew Ryan,1
3281,Emmylou Harris,1
3657,Esthero,1
4960,Octavio Suñé,1
4959,Ulises Hadjis,1
8552,Tickley Feather,1
5005,Amanda Jenssen,1
8548,Nicole Atkins,1
8754,Yusuf Islam,1
8611,Alex Lloyd,1
7447,Phildel,1
484,Charles Aznavour,1
753,Delta Goodrem,1
6852,Lissie,1
8884,Shawn Colvin,1
5335,Tristan Prettyman,1
5226,Keb' Mo',1
2375,Suzanne Vega,1
6184,Mason Jennings,1
7400,Kirsty MacColl,1
8930,Oren Lavie,1
2276,Jessica Andrews,1
2365,David Poe,1
7385,Scott Matthews,1
6148,Chris Bell,1
8783,Patti Scialfa,1
7781,Trampled Under Foot,1
3117,Marit Larsen,1
7070,福原美穂,1
2034,Newton Faulkner,1
957,Camille,1
2046,The Weakerthans,1
917,Joaquín Sabina,1
882,Edyta Bartosiewicz,1
4167,Johnny Cash & Willie Nelson,1
7098,Gemma Hayes,1
7911,Liliana Felipe,1
8712,78violet,1
7910,Susanne Sundfør,1
2416,Charlotte Gainsbourg,1
6956,Tammy Wynette,1
5211,Patty Griffin,1
7780,Дочь Монро и Кеннеди,1
6384,Alex Band,1
1187,Roberto Carlos,1
7374,Cheyenne Kimball,1
281,Nadja Benaissa,1
9136,Fabrizio Moro,1
4800,Jack Black,1
4797,Minnie Driver,1
313,Fairuz,1
289,Milow,1
7005,Yuridia,1
4796,Sam Phillips,1
165,Jacques Brel,1
6597,J.J. Cale,1
9165,Bridget St. John,1
3712,Kellie Pickler,1
1562,Rie fu,1
3713,Miranda Lambert,1
6670,Vienna Teng,1
4784,Olivia Ruiz,1
1510,YUI,1
1835,Marissa Nadler,1
3849,Katie Herzig,1
3269,Gillian Welch,1
279,Annett Louisan,1
3268,Kris Kristofferson,1
1430,Kevin Johansen,1
8377,Chetes,1
1929,Alison Krauss,1
1376,Dolly Parton,1
6052,Laura Veirs,1
7725,Richard Wright,1
5968,Rose,1
2670,Jay Brannan,1
7605,Bob Seger & the Silver Bullet Band,1
4782,Ridan,1
1440,Cartola,1
3699,Spinetta y los Socios del Desierto,1
5686,Tyler Hilton,1
4859,Madeleine Peyroux,1
1711,아웃사이더,1
5690,Suara,1
7739,Otis Taylor,1
2595,Carole King,1
9199,Oh Laura,1
8163,Miss Emily Brown,1
8448,Miguel,1
6643,En espíritu y en verdad,1
193,Adriana Calcanhotto,1
207,Marisa Monte,1
3275,Loretta Lynn,1
4825,Lucie Silvas,1
4821,Chantal Kreviazuk,1
8188,Milla,1
4503,Benny Ibarra,1
1216,Carrie Underwood,1
3229,Stephen Fretwell,1
4548,Tim Finn,1
7736,The Robert Cray Band,1
7555,Nickel Creek,1
2559,Elane,1
570,Boyce Avenue,2
3464,Tequilajazzz,2
8732,The Scaramanga Six,2
4721,Tomahawk,2
2575,Ween,2
7280,A Thorn for Every Heart,2
7097,The Blue Nile,2
2702,Lao Che,2
1896,Copeland,2
4484,The John Butler Trio,2
8955,Pop Will Eat Itself,2
6861,Black Francis,2
3097,Адаптация Пчёл,2
6210,Pamela,2
6215,Sôber,2
620,Психея,2
716,Afghan Whigs,2
718,New Model Army,2
8251,Chester Bennington,2
6617,Nação Zumbi,2
3058,Stigmata,2
8798,Sworn II Silence,2
3253,Слот,2
7681,Rock Kills Kid,2
1516,Black Lab,2
1739,Jane Air,2
3493,СЛОТ,2
4390,2ois,2
1871,Amatory,2
4753,Camper Van Beethoven,2
4885,Meat Puppets,2
2869,The Gathering,2
416,Tracktor Bowling,2
413,Digital Summer,2
980,Rishloo,2
403,This Beautiful Republic,2
2880,Kutless,2
8599,Wayside Drive,2
2457,Fastball,2
7936,Hidden in Plain View,2
2012,Rogue Wave,2
4806,Vega,2
9106,Rocco DeLuca & The Burden,2
7572,Further Seems Forever,2
1301,Love Spit Love,2
3283,Nick Black,2
2823,Dolphin,2
9203,Robert Francis,2
6468,Stabbing Westward,2
3181,Jars of Clay,2
421,Traff!c,2
7693,Tindersticks,2
2058,Hayko Cepkin,2
1385,Black Light Burns,2
1250,The Wombats,3
4842,Elastica,3
2597,Caesars,3
4441,Mae,3
7913,The Bluetones,3
2003,Minus the Bear,3
2010,Biffy Clyro,3
4223,Guillemots,3
2075,This Providence,3
3787,The Zutons,3
8209,Lifestream,3
4166,Sebadoh,3
3016,The Cinematics,3
3015,The Vines,3
3786,Hot Hot Heat,3
6496,Embrace,3
1032,The Dresden Dolls,3
2861,Mazzy Star,3
4052,Catherine Wheel,3
1249,The Enemy,3
1889,Built to Spill,3
1722,Dirty Pretty Things,3
1966,Mando Diao,3
2475,The Sugarcubes,3
1971,Super Furry Animals,3
7082,Cheap Mondays,3
1976,Graham Coxon,3
1239,Sonic Youth,3
2355,The Exies,3
1154,Thirteen Senses,3
1153,The Verve,3
3076,The Get Up Kids,3
4040,Elbow,3
7798,Sleeping at Last,3
2363,Guster,3
2583,The Gun Club,3
7523,Louis XIV,3
1150,Starsailor,3
1149,Blue October,3
4214,Delays,3
1248,The Fratellis,3
3542,Ocean Colour Scene,3
2431,Hey,3
6230,Air Traffic,3
3779,Good Shoes,3
4632,Glasvegas,3
4102,Trading Yesterday,3
2188,Dashboard Confessional,3
2892,Feeder,3
2032,The Temper Trap,3
8634,My Vitriol,3
930,Jack's Mannequin,3
7890,The Servant,3
2028,The Stone Roses,3
2036,Cast,3
932,"The Good, the Bad & the Queen",3
4232,The Perishers,3
809,Zoé,3
4774,Hard-Fi,3
4349,The Academy Is...,3
4771,Carolina Liar,3
2168,Maxïmo Park,3
4714,British Sea Power,3
6550,Saybia,3
4769,The Rifles,3
2024,We Are Scientists,3
4226,Head Automatica,3
3775,...And You Will Know Us by the Trail of Dead,3
698,Manic Street Preachers,3
3558,The Pigeon Detectives,3
4569,Guided by Voices,3
706,Pixies,3
1018,Lush,3
2997,Dinosaur Jr.,3
6936,The Electric Soft Parade,3
2810,Blood Red Shoes,3
1009,Cute Is What We Aim For,3
2991,Wilco,3
2988,Silversun Pickups,3
740,Noisettes,3
6313,The Music,3
2544,Jet,3
2071,Anberlin,3
6663,Infant Sorrow,3
1565,ASIAN KUNG-FU GENERATION,3
4586,The Charlatans,3
4224,The Automatic,3
914,Suede,3
6887,Ghosts,3
3177,Wiser Time,3
355,The Rakes,3
510,Pulp,3
5859,Veruca Salt,3
5787,The Church,3
7276,Mumm-Ra,3
6093,The Hoosiers,3
5478,Mansun,3
6037,Republica,3
5480,The Cooper Temple Clause,3
5933,Kula Shaker,3
5488,Ride,3
344,Klaxons,3
332,The Kills,3
334,Mombojó,3
5515,Moptop,3
5778,Ian McCulloch,3
361,She Wants Revenge,3
351,Los Hermanos,3
3155,Ian Brown,3
5584,The Coral,3
3390,Ash,3
6137,The Tears,3
3091,The Spill Canvas,3
174,Modest Mouse,3
3121,Taking Back Sunday,3
339,The Cribs,3
9191,Calla,3
126,Stereophonics,3
125,Mew,3
8645,Dr Rubberfunk,4
6543,Durrty Goodz,4
3029,Smokie,4
5507,Cinnamon Chasers,4
4206,Cock Sparrer,4
2031,UB40,4
5436,The Merseybeats,4
5496,Chapterhouse,4
2704,Monty Python,4
5923,Judge Dread,4
8879,Secret Affair,4
3530,Bryan Ferry & Roxy Music,4
7607,John Entwistle,4
6541,Skepta,4
6537,Cookie Monsta,4
9222,Alex Parks,4
656,5ive,4
4231,"¡Forward, Russia!",4
7455,A1,4
5934,Brett Anderson,4
6540,Big H,4
8746,Samsa,4
3292,Busted,4
3836,Devlin,4
8999,Bolt Action Five,4
8764,Nick Lowe,4
3245,Joe McElderry,4
8112,Olly Murs,4
8747,Dolly Rockers,4
6255,Roots Manuva,4
4952,The Hotknives,4
755,Rachel Stevens,4
8737,Juxtaposition,4
7295,Caspa,4
2495,Diana Vickers,4
6120,Young Guns,4
3543,Take That,4
6635,The Black Dog,4
3585,Chase & Status,4
4512,Then Jerico,4
7668,Def Tex,4
2989,Your Vegas,4
5948,Matt Willis,4
6609,Robin Gibb,4
2474,The Primitives,4
5654,Filthy Dukes,4
8632,All Forgotten,4
7972,Duncan James,4
6102,Mel & Kim,4
6546,JME,4
2455,Steven Wilson,4
2582,Specimen,4
6025,Steel Pulse,4
2061,The Beat,4
3837,Roll Deep,4
7905,Rialto,4
4843,Plan B,4
7066,The Long Blondes,4
9245,The Draytones,4
2167,Little Barrie,4
4016,"Edward Sanders, Helena Bonham Carter and Johnny Depp",4
999,We Are The Ocean,4
3310,Dougie Poynter,4
7401,Stephen Duffy,4
8574,Flux Pavilion,4
3682,The Field Mice,4
4138,When in Rome,4
7351,Shitdisco,4
8467,Bros,4
4904,Hugh Laurie,4
7530,The Housemartins,4
2804,Bad Manners,4
6849,BBMak,4
6907,The Beautiful South,4
8946,Liza Minnelli,4
6458,Cathis Ord,4
3674,Jon Gomm,4
6459,Working for a Nuclear Free City,4
8470,Kym Marsh,4
7398,Mike Peters,4
6933,Monster Movie,4
8957,Skinnyman,4
5048,Young Knives,4
1311,Gareth Gates,4
3148,Daggers,4
7346,The Bees,4
2842,Will Young,4
7828,Gary Go,4
4945,Bitty McLean,4
5049,The Filthy Youth,4
2825,Morten Harket,5
9066,Jason Collett,5
7360,Ilan Eshkeri,5
5003,Thomas Dybdahl,5
9171,Tina Dico,5
4399,Zee Avi,5
7101,Daughter Darling,5
6079,The Dykeenies,5
1710,heidi.,5
5150,Austin TV,5
4900,Espers,5
5985,The Murmurs,5
6981,Denali,5
8767,Jupiter,5
9001,Spearmint,5
7678,Tom McRae,5
4541,Edison Glass,5
9172,Whisper Signal,5
5464,макулатура,5
6416,Blackmail,5
3256,Паровоз На Резиновом Ходу,5
386,Daniel Merriweather,5
5000,Tomte,5
8580,Gabi,5
5726,Frank Black,5
9159,Halifax Pier,5
5190,Cocoon,5
2553,Immanu El,5
8539,The Trucks,5
5470,Dianogah,5
6081,The Stills,5
2845,Alina Orlova,5
2824,Аквариум,5
8519,Josh Pyke,5
5736,Sr. Chinarro,5
3791,Andy McKee,5
9163,Castanets,5
3571,Tears Run Rings,5
5735,Manos de Topo,5
1801,Tera Melos,5
9152,Scanners,5
5530,He Is We,5
6665,Морэ & Рэльсы,5
6988,Moto Boy,5
4450,Red Car Wire,5
7694,Ned's Atomic Dustbin,5
8158,Polly Scattergood,5
3833,Aerospace,5
7185,Sam Roberts,5
7187,Matt Mays & El Torpedo,5
8620,Kids of 88,5
8223,Raised By Swans,5
4717,Babasónicos,5
3732,Iglu & Hartly,5
8608,There Will Be Fireworks,5
329,Cordel do Fogo Encantado,5
8438,Venus Hum,5
8437,Autour de Lucie,5
1406,Piano Magic,5
4758,Sloan,5
4761,Luna,5
4768,Eight Legs,5
6049,Hjaltalín,5
4770,The Fashion,5
3692,Afterhours,5
1295,Дантес&Олейник,5
6056,KSM,5
8635,After the Fall,5
2725,Tyler Kyte,5
7341,Anna Calvi,5
8420,Daphne Loves Derby,5
3716,Rachael Sage,5
2760,GOBBLE GOBBLE,5
3715,Megan Mullally,5
5510,Teengirl Fantasy,5
975,Flight of the Conchords,5
1353,Matt White,5
8625,The Sleepy Jackson,5
5587,La Sonrisa de Julia,5
8624,Pernice Brothers,5
9110,Northern State,5
7193,iLiKETRAiNS,5
7629,Thurston Moore,5
7631,Porter,5
5045,Department of Eagles,5
5997,The Morning Of,5
1577,The Mountain Goats,5
7647,Inara George,5
7085,Merci Miss Monroe,5
7025,The Moldy Peaches,5
4623,Dining With The Bolsheviks,5
4812,Jenny Owen Youngs,5
8285,Feldberg,5
5103,Esteban,5
8289,Kordan,5
8292,Facto delafé y las flores azules,5
6554,Under Byen,5
6553,The Daysleepers,5
5014,Smith Westerns,5
7655,The Beautiful Girls,5
8318,Mads Langer,5
4866,Polvo,5
8671,Landon Pigg,5
5020,Tunng,5
6349,Titus Andronicus,5
5622,Lemuria,5
1452,Inspiral Carpets,5
6353,Wavves,5
7508,Common Rotation,5
920,Damon Albarn,5
3742,Bedouin Soundclash,5
5037,Between the Trees,5
8664,Kidcrash,5
8661,reigndear,5
5615,Demagolka,5
2867,Javiera Mena,5
8284,El Columpio Asesino,5
4534,Envy on the Coast,5
7184,The Midway State,5
6932,Mahogany,5
9242,YEFFI,5
4275,Jenny Lewis with The Watson Twins,5
6734,Volver,5
1979,Best Coast,5
3103,Preslee,5
8005,Karpatenhund,5
7162,Beat Happening,5
3335,Snakeprint,5
9206,Chapeau Claque,5
7156,Antsy Pants,5
8986,The Charade,5
5361,theaudience,5
2176,The White Trainers Community,5
7892,Greg Dulli,5
2178,Flobots,5
3941,Snow in Mexico,5
8987,Blue Merle,5
3339,SUPERiO,5
7445,Joan as Police Woman,5
5256,DOYOULIKE?,5
3099,ITAKDALEE,5
3333,Neilos,5
7787,The Bear Quartet,5
3069,Jets to Brazil,5
7868,Chad VanGaalen,5
7446,Smoosh,5
6741,Boat Club,5
3096,Everything Is Made in China,5
7982,Megapuss,5
2463,The Sundays,5
2059,Alexander Rybak,5
3338,Zu,5
3014,Ben Kweller,5
3914,Hem,5
6753,Verdena,5
8974,Faunts,5
3108,100 Bitches,5
8885,Prototypes,5
7952,Stuart A. Staples,5
7938,Polaroid,5
4220,Villagers,5
4219,Emily Haines & the Soft Skeleton,5
7934,Karen Elson,5
4208,The Young Veins,5
6750,Paulinho Moska,5
3105,Комната,5
7959,The Hidden Cameras,5
7763,Akron/Family,5
7922,Banda Calypso,5
5336,Ximbica,5
6781,Forgive Durden,5
3517,The Real Tuesday Weld,5
6748,パール兄弟,5
7139,Craig Owens,5
9235,Pond,5
4163,Benni Hemm Hemm,5
6187,David Ford,5
4151,Sportfreunde Stiller,5
5875,Neon,5
6754,Baustelle,5
5376,Bülent Ortaçgil,5
8043,Air Formation,5
8044,Highspire,5
6859,Bark Bark disco,5
8046,Secret Shine,5
7244,Turin Brakes,5
2313,La Dispute,5
7226,Addison Road,5
7817,Mars Or The Moon,5
2512,The Dead Milkmen,5
6256,Citizen Cope,5
7284,Phillip Boa & The Voodooclub,5
6894,Ben Gibbard,5
3842,Toni Collette & the Finish,5
6886,Burn Down Rome,5
8065,Bobo in White Wooden Houses,5
6686,Locksley,5
6890,Iron & Wine and Calexico,5
6968,Sarah Blasko,5
3080,Zolof the Rock & Roll Destroyer,5
2309,The Scene Aesthetic,5
3078,The Anniversary,5
6961,Lower Dens,5
1917,Brooks & Dunn,5
3330,Unnaddarè,5
5379,Sunny Day Real Estate,5
3094,7раса,5
2984,Darker My Love,5
6709,Jonny Craig,5
1119,Sabaton,6
1120,Alestorm,6
641,Fear Factory,6
1056,Overkill,6
2434,Drowning Pool,6
3921,White Zombie,6
2127,Machine Head,6
1122,Edguy,6
3034,Leaves' Eyes,6
1121,Rhapsody of Fire,6
7927,Metal Milícia,6
1117,Armored Saint,6
1116,Annihilator,6
4047,Halford,6
2272,Firewind,6
4010,Exciter,6
1114,Gamma Ray,6
3163,Derdian,6
1113,Flotsam and Jetsam,6
7795,The Damned Things,6
1111,Sonata Arctica,6
2251,Machinae Supremacy,6
1110,HammerFall,6
5407,Voces en el Plasma,6
1109,Nuclear Assault,6
661,Soilwork,6
1118,Grave Digger,6
6437,Whiplash,6
1125,Running Wild,6
5351,Metal Church,6
9081,Superjoint Ritual,6
3637,Numbers From The Beast,6
3170,At Vance,6
8451,Pride & Glory,6
5036,Rootwater,6
3633,Accept,6
1255,Destruction,6
1257,Hirax,6
6435,Dark Angel,6
1060,Sodom,6
1258,Artillery,6
7061,Whitecross,6
1143,Demons & Wizards,6
6434,Razor,6
3631,A.S.A.P.,6
3171,Dream Evil,6
1137,Primal Fear,6
1263,Venom,6
3935,Iommi,6
3167,Royal Hunt,6
1134,Exodus,6
7382,The Sword,6
5888,Cacophony,6
4149,Helmet,6
1129,Sacred Reich,6
4155,Roadrunner United,6
2186,Manowar,6
1020,Mastodon,6
1128,Heathen,6
2129,Korpiklaani,6
3166,Labyrinth,6
786,Avantasia,6
727,Kyuss,6
4260,Mägo de Oz,6
4262,3 Inches of Blood,6
3129,Celtic Frost,6
3605,Cavalera Conspiracy,6
3128,Darkthrone,6
4563,Grave,6
6340,Cliff Burton,6
3590,X JAPAN,6
1619,King Diamond,6
1621,Devin Townsend,6
1622,Dragonland,6
6607,Коррозия Металла,6
3136,Doro,6
7752,Hellyeah,6
8715,Saint Vitus,6
3874,Prong,6
8148,Hall of Dreams,6
5457,Xentrix,6
2554,Sentenced,6
762,Savatage,6
3251,Pro-Pain,6
772,Viper,6
1868,Godsmack,6
797,Kotipelto,6
778,Kamelot,6
779,Stratovarius,6
1839,Massacration,6
783,Nevermore,6
3877,Fozzy,6
3348,Blaze,6
4736,Eternal Tears of Sorrow,6
4250,TSA,6
6220,Sevendust,6
691,Slayer,6
8333,Turbo,6
8353,Suburban Tribe,6
5288,Damageplan,6
674,At the Gates,6
4253,Coroner,6
3132,Girlschool,6
2445,Figurines,7
5892,Vama Veche,7
6964,The Angels of Light,7
9229,Manacá,7
5957,Kool Savas,7
1901,From First to Last,7
3378,In Flagranti,7
5561,Johnny Flynn,7
4027,Emeralds,7
183,Sunset Rubdown,7
1922,Dierks Bentley,7
2818,Tides From Nebula,7
5955,Pyranja,7
6963,Rusted Shut,7
9088,Stian Westerhus,7
9146,Prāta vētra,7
2572,Dayglo Abortions,7
3239,Chiclete Com Banana,7
6867,Gilberto Gil,7
4907,frYars,7
2254,Destrophy,7
1716,Benjamin Biolay,7
4341,Kambodge,7
8530,Punk TV,7
7773,Jello Biafra,7
3154,Babylonia,7
9175,Захар Май,7
3345,Evergrey,7
8075,Defeater,7
4724,Jammil e uma Noites,7
4755,My Morning Jacket,7
8351,Eddie Izzard,7
7285,Telepathe,7
6982,The Field,7
2530,Banda Eva,7
7722,Frenzal Rhomb,7
9176,Разные Люди,7
7216,AJ McLean,7
7259,Nosaj Thing,7
2536,Babado Novo,7
293,Silbermond,7
7522,Lou Barlow,7
8089,autoKratz,7
1807,Born Ruffians,7
2509,Japanther,7
4343,Multipass,7
1891,Dan Deacon,7
8108,Kissogram,7
1894,Islands,7
170,Man Man,7
7836,Hex Rx,7
2444,Kashmir,7
4479,Spiritual Front,7
2551,Carpark North,7
4903,John Barrowman,7
6449,Jarboe,7
5953,The Helio Sequence,7
4566,Deathchain,7
1591,Actress,7
1558,Charon,7
6779,Annuals,7
1973,Wild Nothing,7
2774,Pat McGee Band,7
4627,Spleen United,7
6738,Gang Gang Dance,7
8286,"Loney, dear",7
7978,The Busters,7
5810,Clay Aiken,7
6482,Łąki Łan,7
6953,Jandek,7
2748,Cursive,7
8426,ТонкаяКраснаяНить,7
8421,Mari! Mari!,7
7197,Stephen Malkmus and the Jicks,7
8315,When Saints Go Machine,7
7584,Alcione,7
8317,Analogik,7
317,雅-MIYAVI-,7
7571,Dear and the Headlights,7
7258,Edward Sharpe & the Magnetic Zeros,7
8319,Mikael Simpson,7
6487,David Garrett,7
7009,Ducktails,7
8229,Oddział Zamknięty,7
6774,Alden Tyrell,7
4295,Little Dragon,7
4254,Найк Борзов,7
6958,Jana Hunter,7
8182,Mother Mother,7
1693,Aural Vampire,7
23,Amduscia,7
5928,Skarface,7
3906,The Blow,7
33,Das Ich,7
3675,Chickenhawk,7
2038,Pierce the Veil,7
5715,Fox,7
2194,Emarosa,7
6959,Negativland,7
2587,Nekromantix,7
7679,Madame MIM,7
6718,Bomb the Music Industry!,7
4306,Magtens Korridorer,7
7888,Lucy and The Popsonics,7
8017,Armia,7
3224,Us5,7
7961,Felix Kubin,7
6032,Outlandish,7
7895,Seasick Steve,7
8222,Thompson,7
2109,Bonaparte,7
4300,Tina Dickow,7
6839,Cadence Weapon,7
8078,Through the Eyes of the Dead,7
5405,Jahcoozi,7
1059,Marduk,7
5398,Ibens,7
5017,The Creepshow,7
5147,Darkened Nocturn Slaughtercult,7
3490,Сурганова и Оркестр,7
8972,TeddyLoid,7
5508,jj,7
719,Closterkeller,7
9069,Aura,7
633,Gastón Arévalo,7
9018,Underground Resistance,7
