,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
2722,"frozenset({"" 'Britney Spears'"", "" 'Rihanna'"", "" 'Kelly Clarkson'""})","frozenset({"" 'u-Ziq'""})",0.10219368646334938,0.14553237025147137,0.10219368646334938,1.0,6.871323529411765,0.08732119704760244,inf
92,"frozenset({"" 'Pink Floyd'""})","frozenset({"" 'Alesha Dixon'""})",0.13804173354735153,0.16265382557517388,0.13804173354735153,1.0,6.148026315789474,0.11558871749684599,inf
96,"frozenset({"" 'Red Hot Chili Peppers'""})","frozenset({"" 'Sarah Vaughan'""})",0.1187800963081862,0.1920813269127876,0.1187800963081862,1.0,5.206128133704735,0.0959646577984811,inf
301,"frozenset({"" 'Glee Cast'""})","frozenset({"" 'The Temper Trap'""})",0.1326912787586945,0.1963616907437132,0.1326912787586945,1.0,5.092643051771117,0.10663579491469188,inf
823,"frozenset({"" 'Lady Gaga'"", "" 'Glee Cast'""})","frozenset({"" 'The Temper Trap'""})",0.10593900481540931,0.1963616907437132,0.10593900481540931,1.0,5.092643051771117,0.08513664271414917,inf
1308,"frozenset({"" 'Britney Spears'"", "" 'Glee Cast'""})","frozenset({"" 'The Temper Trap'""})",0.10379882289994649,0.1963616907437132,0.10379882289994649,1.0,5.092643051771117,0.08341671053810575,inf
1464,"frozenset({"" 'Katy Perry'"", "" 'Glee Cast'""})","frozenset({"" 'The Temper Trap'""})",0.1032637774210808,0.1963616907437132,0.1032637774210808,1.0,5.092643051771117,0.08298672749409489,inf
15,"frozenset({"" 'Coldplay'""})","frozenset({"" 'Cold'""})",0.19743178170144463,0.20492241840556447,0.19743178170144463,1.0,4.879895561357703,0.15697358352506513,inf
386,"frozenset({"" 'Coldplay'"", "" 'Blaqk Audio'""})","frozenset({"" 'Cold'""})",0.1043338683788122,0.20492241840556447,0.1043338683788122,1.0,4.879895561357703,0.08295351974901816,inf
98,"frozenset({"" 'Calexico'""})","frozenset({"" 'The Beatles'""})",0.2568218298555377,0.2568218298555377,0.2568218298555377,1.0,3.8937500000000003,0.19086437756519092,inf
99,"frozenset({"" 'The Beatles'""})","frozenset({"" 'Calexico'""})",0.2568218298555377,0.2568218298555377,0.2568218298555377,1.0,3.8937500000000003,0.19086437756519092,inf
828,"frozenset({"" 'Calexico'"", "" 'Radiohead'""})","frozenset({"" 'The Beatles'""})",0.1032637774210808,0.2568218298555377,0.1032637774210808,1.0,3.8937500000000003,0.07674338514600387,inf
830,"frozenset({"" 'Radiohead'"", "" 'The Beatles'""})","frozenset({"" 'Calexico'""})",0.1032637774210808,0.2568218298555377,0.1032637774210808,1.0,3.8937500000000003,0.07674338514600387,inf
834,"frozenset({"" 'Calexico'"", "" 'Blaqk Audio'""})","frozenset({"" 'The Beatles'""})",0.10968432316746923,0.2568218298555377,0.10968432316746923,1.0,3.8937500000000003,0.08151499458513364,inf
835,"frozenset({"" 'The Beatles'"", "" 'Blaqk Audio'""})","frozenset({"" 'Calexico'""})",0.10968432316746923,0.2568218298555377,0.10968432316746923,1.0,3.8937500000000003,0.08151499458513364,inf
270,"frozenset({"" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.16265382557517388,0.3301230604601391,0.16265382557517388,1.0,3.0291734197730955,0.10895804688074784,inf
481,"frozenset({"" 'Madonna'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.10005350454788657,0.3301230604601391,0.10005350454788657,1.0,3.0291734197730955,0.0670235354167758,inf
799,"frozenset({"" 'Lady Gaga'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.13857677902621723,0.3301230604601391,0.13857677902621723,1.0,3.0291734197730955,0.09282938862537399,inf
1097,"frozenset({"" 'Black Eyed Peas'"", "" 'Rihanna'""})","frozenset({"" 'Mr. Mister'""})",0.13590155163188872,0.3301230604601391,0.13590155163188872,1.0,3.0291734197730955,0.091037315485888,inf
1276,"frozenset({"" 'Black Eyed Peas'"", "" 'Britney Spears'""})","frozenset({"" 'Mr. Mister'""})",0.1326912787586945,0.3301230604601391,0.1326912787586945,1.0,3.0291734197730955,0.08888682771850481,inf
1391,"frozenset({"" 'Christina Aguilera'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.11503477795612627,0.3301230604601391,0.11503477795612627,1.0,3.0291734197730955,0.07705914499789732,inf
1427,"frozenset({"" 'Black Eyed Peas'"", "" 'Beyonce'""})","frozenset({"" 'Mr. Mister'""})",0.11771000535045478,0.3301230604601391,0.11771000535045478,1.0,3.0291734197730955,0.0788512181373833,inf
1432,"frozenset({"" 'Black Eyed Peas'"", "" 'Katy Perry'""})","frozenset({"" 'Mr. Mister'""})",0.12573568753344033,0.3301230604601391,0.12573568753344033,1.0,3.0291734197730955,0.08422743755584125,inf
1469,"frozenset({"" 'Black Eyed Peas'"", "" 'Ke$ha'""})","frozenset({"" 'Mr. Mister'""})",0.1043338683788122,0.3301230604601391,0.1043338683788122,1.0,3.0291734197730955,0.06989085243995338,inf
2218,"frozenset({"" 'Lady Gaga'"", "" 'Rihanna'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.12413055109684323,0.3301230604601391,0.12413055109684323,1.0,3.0291734197730955,0.08315219367214967,inf
2553,"frozenset({"" 'Lady Gaga'"", "" 'Britney Spears'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.12252541466024612,0.3301230604601391,0.12252541466024612,1.0,3.0291734197730955,0.08207694978845807,inf
2637,"frozenset({"" 'Lady Gaga'"", "" 'Christina Aguilera'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.10379882289994649,0.3301230604601391,0.10379882289994649,1.0,3.0291734197730955,0.06953243781205617,inf
2666,"frozenset({"" 'Lady Gaga'"", "" 'Beyonce'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.10754414125200643,0.3301230604601391,0.10754414125200643,1.0,3.0291734197730955,0.07204134020733657,inf
2679,"frozenset({"" 'Lady Gaga'"", "" 'Katy Perry'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.11556982343499198,0.3301230604601391,0.11556982343499198,1.0,3.0291734197730955,0.07741755962579452,inf
3043,"frozenset({"" 'Black Eyed Peas'"", "" 'Britney Spears'"", "" 'Rihanna'""})","frozenset({"" 'Mr. Mister'""})",0.12466559657570893,0.3301230604601391,0.12466559657570893,1.0,3.0291734197730955,0.08351060830004686,inf
3170,"frozenset({"" 'Christina Aguilera'"", "" 'Rihanna'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.10914927768860354,0.3301230604601391,0.10914927768860354,1.0,3.0291734197730955,0.07311658409102816,inf
3212,"frozenset({"" 'Black Eyed Peas'"", "" 'Rihanna'"", "" 'Beyonce'""})","frozenset({"" 'Mr. Mister'""})",0.11235955056179775,0.3301230604601391,0.11235955056179775,1.0,3.0291734197730955,0.07526707185841133,inf
3225,"frozenset({"" 'Black Eyed Peas'"", "" 'Katy Perry'"", "" 'Rihanna'""})","frozenset({"" 'Mr. Mister'""})",0.11556982343499198,0.3301230604601391,0.11556982343499198,1.0,3.0291734197730955,0.07741755962579452,inf
3365,"frozenset({"" 'Christina Aguilera'"", "" 'Britney Spears'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.10861423220973783,0.3301230604601391,0.10861423220973783,1.0,3.0291734197730955,0.07275816946313096,inf
3407,"frozenset({"" 'Black Eyed Peas'"", "" 'Britney Spears'"", "" 'Beyonce'""})","frozenset({"" 'Mr. Mister'""})",0.10754414125200643,0.3301230604601391,0.10754414125200643,1.0,3.0291734197730955,0.07204134020733657,inf
3420,"frozenset({"" 'Black Eyed Peas'"", "" 'Britney Spears'"", "" 'Katy Perry'""})","frozenset({"" 'Mr. Mister'""})",0.11449973247726057,0.3301230604601391,0.11449973247726057,1.0,3.0291734197730955,0.07670073037000012,inf
3463,"frozenset({"" 'Christina Aguilera'"", "" 'Katy Perry'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.10058855002675228,0.3301230604601391,0.10058855002675228,1.0,3.0291734197730955,0.06738195004467301,inf
3477,"frozenset({"" 'Black Eyed Peas'"", "" 'Katy Perry'"", "" 'Beyonce'""})","frozenset({"" 'Mr. Mister'""})",0.10112359550561797,0.3301230604601391,0.10112359550561797,1.0,3.0291734197730955,0.06774036467257019,inf
4031,"frozenset({"" 'Lady Gaga'"", "" 'Britney Spears'"", "" 'Rihanna'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.11717495987158909,0.3301230604601391,0.11717495987158909,1.0,3.0291734197730955,0.0784928035094861,inf
4122,"frozenset({"" 'Lady Gaga'"", "" 'Christina Aguilera'"", "" 'Rihanna'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.10058855002675228,0.3301230604601391,0.10058855002675228,1.0,3.0291734197730955,0.06738195004467301,inf
4182,"frozenset({"" 'Lady Gaga'"", "" 'Rihanna'"", "" 'Beyonce'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.10272873194221509,0.3301230604601391,0.10272873194221509,1.0,3.0291734197730955,0.06881560855626179,inf
4211,"frozenset({"" 'Lady Gaga'"", "" 'Katy Perry'"", "" 'Rihanna'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.10807918673087212,0.3301230604601391,0.10807918673087212,1.0,3.0291734197730955,0.07239975483523375,inf
4331,"frozenset({"" 'Lady Gaga'"", "" 'Britney Spears'"", "" 'Christina Aguilera'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.10058855002675228,0.3301230604601391,0.10058855002675228,1.0,3.0291734197730955,0.06738195004467301,inf
4391,"frozenset({"" 'Lady Gaga'"", "" 'Britney Spears'"", "" 'Beyonce'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.10058855002675228,0.3301230604601391,0.10058855002675228,1.0,3.0291734197730955,0.06738195004467301,inf
4420,"frozenset({"" 'Lady Gaga'"", "" 'Britney Spears'"", "" 'Katy Perry'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'""})",0.10700909577314072,0.3301230604601391,0.10700909577314072,1.0,3.0291734197730955,0.07168292557943937,inf
4572,"frozenset({"" 'Black Eyed Peas'"", "" 'Britney Spears'"", "" 'Christina Aguilera'"", "" 'Rihanna'""})","frozenset({"" 'Mr. Mister'""})",0.10486891385767791,0.3301230604601391,0.10486891385767791,1.0,3.0291734197730955,0.07024926706785059,inf
4632,"frozenset({"" 'Black Eyed Peas'"", "" 'Britney Spears'"", "" 'Rihanna'"", "" 'Beyonce'""})","frozenset({"" 'Mr. Mister'""})",0.1043338683788122,0.3301230604601391,0.1043338683788122,1.0,3.0291734197730955,0.06989085243995338,inf
4661,"frozenset({"" 'Black Eyed Peas'"", "" 'Britney Spears'"", "" 'Katy Perry'"", "" 'Rihanna'""})","frozenset({"" 'Mr. Mister'""})",0.10914927768860354,0.3301230604601391,0.10914927768860354,1.0,3.0291734197730955,0.07311658409102816,inf
4877,"frozenset({"" 'Lady Gaga'"", "" 'Black Eyed Peas'"", "" 'Katy Perry'"", "" 'Britney Spears'"", "" 'Rihanna'""})","frozenset({"" 'Mr. Mister'""})",0.10379882289994649,0.3301230604601391,0.10379882289994649,1.0,3.0291734197730955,0.06953243781205617,inf
294,"frozenset({"" '30 Seconds to Mars'""})","frozenset({"" 'Blaqk Audio'""})",0.11556982343499198,0.4333868378812199,0.11556982343499198,1.0,2.3074074074074074,0.0654833831020099,inf
1120,"frozenset({"" 'Britney Spears'"", "" 'u-Ziq'""})","frozenset({"" 'Kelly Clarkson'""})",0.11824505082932049,0.13911182450508294,0.11771000535045478,0.9954751131221719,7.155934563174381,0.10126072059089174,190.25628678437266
660,"frozenset({"" 'Lady Gaga'"", "" 'u-Ziq'""})","frozenset({"" 'Kelly Clarkson'""})",0.11021936864633494,0.13911182450508294,0.10968432316746923,0.9951456310679612,7.153566094100074,0.09435150569927925,177.342964151953
3168,"frozenset({"" 'Christina Aguilera'"", "" 'Mr. Mister'"", "" 'Rihanna'""})","frozenset({"" 'Black Eyed Peas'""})",0.10968432316746923,0.16265382557517388,0.10914927768860354,0.9951219512195123,6.118035943517331,0.091308702919791,171.6559657570931
4574,"frozenset({"" 'Christina Aguilera'"", "" 'Britney Spears'"", "" 'Mr. Mister'"", "" 'Rihanna'""})","frozenset({"" 'Black Eyed Peas'""})",0.1054039593365436,0.16265382557517388,0.10486891385767791,0.9949238578680204,6.116818060379376,0.08772455664081902,164.95719636169386
4634,"frozenset({"" 'Britney Spears'"", "" 'Mr. Mister'"", "" 'Rihanna'"", "" 'Beyonce'""})","frozenset({"" 'Black Eyed Peas'""})",0.10486891385767791,0.16265382557517388,0.1043338683788122,0.9948979591836734,6.116658834586466,0.08727653835594752,164.11985018726395
2244,"frozenset({"" 'Lady Gaga'"", "" 'Britney Spears'"", "" 'u-Ziq'""})","frozenset({"" 'Kelly Clarkson'""})",0.1032637774210808,0.13911182450508294,0.10272873194221509,0.9948186528497409,7.151215623754483,0.08836351945988175,166.1514178705184
4816,"frozenset({"" 'Lady Gaga'"", "" 'Ke$ha'"", "" 'Katy Perry'"", "" 'Beyonce'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'""})",0.10165864098448368,0.27875869448903157,0.10112359550561797,0.9947368421052631,3.5684513587231033,0.07278536546125414,137.0358480470836
4123,"frozenset({"" 'Lady Gaga'"", "" 'Christina Aguilera'"", "" 'Mr. Mister'"", "" 'Rihanna'""})","frozenset({"" 'Black Eyed Peas'""})",0.10112359550561797,0.16265382557517388,0.10058855002675228,0.9947089947089948,6.115497076023392,0.08414041036184705,158.2584269662938
4333,"frozenset({"" 'Lady Gaga'"", "" 'Britney Spears'"", "" 'Christina Aguilera'"", "" 'Mr. Mister'""})","frozenset({"" 'Black Eyed Peas'""})",0.10112359550561797,0.16265382557517388,0.10058855002675228,0.9947089947089948,6.115497076023392,0.08414041036184705,158.2584269662938
4693,"frozenset({"" 'Lady Gaga'"", "" 'Katy Perry'"", "" 'Christina Aguilera'"", "" 'Beyonce'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'""})",0.11610486891385768,0.27875869448903157,0.11503477795612627,0.9907834101382488,3.554269085505541,0.08266953627387916,78.25468164793948
3364,"frozenset({"" 'Christina Aguilera'"", "" 'Britney Spears'"", "" 'Mr. Mister'""})","frozenset({"" 'Black Eyed Peas'""})",0.10968432316746923,0.16265382557517388,0.10861423220973783,0.9902439024390244,6.088045571245186,0.09077365744092529,85.82798287854459
3822,"frozenset({"" 'Lady Gaga'"", "" 'Rihanna'"", "" 'Ke$ha'"", "" 'Beyonce'""})","frozenset({"" 'Britney Spears'""})",0.10700909577314072,0.27875869448903157,0.10593900481540931,0.99,3.5514587332053744,0.07610928897923686,72.12413055109678
4361,"frozenset({"" 'Lady Gaga'"", "" 'Katy Perry'"", "" 'Ke$ha'"", "" 'Beyonce'""})","frozenset({"" 'Britney Spears'""})",0.10593900481540931,0.27875869448903157,0.10486891385767791,0.98989898989899,3.551096376432269,0.07533749517986718,71.4028892455862
2636,"frozenset({"" 'Lady Gaga'"", "" 'Christina Aguilera'"", "" 'Mr. Mister'""})","frozenset({"" 'Black Eyed Peas'""})",0.10486891385767791,0.16265382557517388,0.10379882289994649,0.9897959183673468,6.085291353383458,0.08674149287708181,82.05992509363197
3213,"frozenset({"" 'Mr. Mister'"", "" 'Rihanna'"", "" 'Beyonce'""})","frozenset({"" 'Black Eyed Peas'""})",0.11396468699839486,0.16265382557517388,0.11235955056179775,0.9859154929577465,6.061434395848777,0.09382275824103155,59.45157838416273
2414,"frozenset({"" 'Lady Gaga'"", "" 'Ke$ha'"", "" 'Beyonce'""})","frozenset({"" 'Britney Spears'""})",0.11182450508293205,0.27875869448903157,0.11021936864633494,0.9856459330143541,3.5358392491436237,0.07904731559753472,50.24647761726426
4754,"frozenset({"" 'Lady Gaga'"", "" 'Ke$ha'"", "" 'Katy Perry'"", "" 'Christina Aguilera'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'""})",0.11182450508293205,0.27875869448903157,0.11021936864633494,0.9856459330143541,3.5358392491436237,0.07904731559753472,50.24647761726426
3409,"frozenset({"" 'Britney Spears'"", "" 'Mr. Mister'"", "" 'Beyonce'""})","frozenset({"" 'Black Eyed Peas'""})",0.10914927768860354,0.16265382557517388,0.10754414125200643,0.9852941176470588,6.057614164086687,0.08979059367718809,56.93953986088795
3912,"frozenset({"" 'Lady Gaga'"", "" 'Katy Perry'"", "" 'Rihanna'"", "" 'Miley Cyrus'""})","frozenset({"" 'Britney Spears'""})",0.10754414125200643,0.27875869448903157,0.10593900481540931,0.9850746268656716,3.5337897842839543,0.075960140400056,48.32316746923475
4183,"frozenset({"" 'Lady Gaga'"", "" 'Mr. Mister'"", "" 'Rihanna'"", "" 'Beyonce'""})","frozenset({"" 'Black Eyed Peas'""})",0.1043338683788122,0.16265382557517388,0.10272873194221509,0.9846153846153846,6.053441295546558,0.08575842911334462,54.42750133761349
2806,"frozenset({"" 'Christina Aguilera'"", "" 'Rihanna'"", "" 'Miley Cyrus'""})","frozenset({"" 'Britney Spears'""})",0.1043338683788122,0.27875869448903157,0.10272873194221509,0.9846153846153846,3.5321423298390666,0.07364475900194695,46.880684858212774
3479,"frozenset({"" 'Katy Perry'"", "" 'Mr. Mister'"", "" 'Beyonce'""})","frozenset({"" 'Black Eyed Peas'""})",0.10272873194221509,0.16265382557517388,0.10112359550561797,0.984375,6.051963404605264,0.08441437425873013,53.59015516318887
3462,"frozenset({"" 'Christina Aguilera'"", "" 'Katy Perry'"", "" 'Mr. Mister'""})","frozenset({"" 'Black Eyed Peas'""})",0.10219368646334938,0.16265382557517388,0.10058855002675228,0.9842931937172776,6.051460457426289,0.08396635597385864,53.311039771714434
4393,"frozenset({"" 'Lady Gaga'"", "" 'Britney Spears'"", "" 'Mr. Mister'"", "" 'Beyonce'""})","frozenset({"" 'Black Eyed Peas'""})",0.10219368646334938,0.16265382557517388,0.10058855002675228,0.9842931937172776,6.051460457426289,0.08396635597385864,53.311039771714434
4483,"frozenset({"" 'Ke$ha'"", "" 'Christina Aguilera'"", "" 'Rihanna'"", "" 'Beyonce'""})","frozenset({"" 'Britney Spears'""})",0.10219368646334938,0.27875869448903157,0.10058855002675228,0.9842931937172776,3.5309865241028637,0.0721011714032076,45.91902978419876
3324,"frozenset({"" 'Christina Aguilera'"", "" 'Katy Perry'"", "" 'Miley Cyrus'""})","frozenset({"" 'Britney Spears'""})",0.10165864098448368,0.27875869448903157,0.10005350454788657,0.9842105263157894,3.5306899686837054,0.07171527450352275,45.67861601569452
3045,"frozenset({"" 'Britney Spears'"", "" 'Mr. Mister'"", "" 'Rihanna'""})","frozenset({"" 'Black Eyed Peas'""})",0.12680577849117175,0.16265382557517388,0.12466559657570893,0.9831223628691983,6.04426215856096,0.10404015159908174,49.612760834670894
4033,"frozenset({"" 'Lady Gaga'"", "" 'Britney Spears'"", "" 'Mr. Mister'"", "" 'Rihanna'""})","frozenset({"" 'Black Eyed Peas'""})",0.1193151417870519,0.16265382557517388,0.11717495987158909,0.9820627802690584,6.037747816851547,0.09776789561088081,46.682049224184205
1868,"frozenset({"" 'Lady Gaga'"", "" 'Rihanna'"", "" 'Miley Cyrus'""})","frozenset({"" 'Britney Spears'""})",0.11771000535045478,0.27875869448903157,0.11556982343499198,0.9818181818181819,3.5221078345838426,0.08275713601520228,39.668271803103494
3672,"frozenset({"" 'Lady Gaga'"", "" 'Katy Perry'"", "" 'Christina Aguilera'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'""})",0.14071696094168004,0.27875869448903157,0.13804173354735153,0.9809885931558936,3.519131824584194,0.09881565722278475,37.93729266987706
4664,"frozenset({"" 'Britney Spears'"", "" 'Katy Perry'"", "" 'Mr. Mister'"", "" 'Rihanna'""})","frozenset({"" 'Black Eyed Peas'""})",0.11128945960406635,0.16265382557517388,0.10914927768860354,0.9807692307692308,6.029795040485831,0.09104762133780837,43.54200107009111
1163,"frozenset({"" 'Christina Aguilera'"", "" 'Miley Cyrus'""})","frozenset({"" 'Britney Spears'""})",0.10914927768860354,0.27875869448903157,0.10700909577314072,0.9803921568627451,3.5169922095517667,0.07658278562024481,36.783306581059314
4602,"frozenset({"" 'Ke$ha'"", "" 'Katy Perry'"", "" 'Rihanna'"", "" 'Beyonce'""})","frozenset({"" 'Britney Spears'""})",0.10861423220973783,0.27875869448903157,0.10647405029427501,0.980295566502463,3.5166457078562443,0.07619688872055996,36.602996254681486
4880,"frozenset({"" 'Lady Gaga'"", "" 'Katy Perry'"", "" 'Britney Spears'"", "" 'Mr. Mister'"", "" 'Rihanna'""})","frozenset({"" 'Black Eyed Peas'""})",0.10593900481540931,0.16265382557517388,0.10379882289994649,0.9797979797979798,6.023823763955343,0.0865674384890934,41.448635634028854
3282,"frozenset({"" 'Christina Aguilera'"", "" 'Ke$ha'"", "" 'Beyonce'""})","frozenset({"" 'Britney Spears'""})",0.10486891385767791,0.27875869448903157,0.10272873194221509,0.9795918367346939,3.514121195503153,0.07349561042276609,35.34082397003741
3551,"frozenset({"" 'Madonna'"", "" 'Lady Gaga'"", "" 'Rihanna'"", "" 'Katy Perry'""})","frozenset({"" 'Britney Spears'""})",0.10486891385767791,0.27875869448903157,0.10272873194221509,0.9795918367346939,3.514121195503153,0.07349561042276609,35.34082397003741
4480,"frozenset({"" 'Ke$ha'"", "" 'Britney Spears'"", "" 'Christina Aguilera'"", "" 'Beyonce'""})","frozenset({"" 'Rihanna'""})",0.10272873194221509,0.25896201177100053,0.10058855002675228,0.9791666666666667,3.7811208677685952,0.07398571093631241,35.5698234349921
4242,"frozenset({"" 'Lady Gaga'"", "" 'Katy Perry'"", "" 'Christina Aguilera'"", "" 'Beyonce'""})","frozenset({"" 'Britney Spears'""})",0.12306046013911183,0.27875869448903157,0.12038523274478331,0.9782608695652174,3.509346574313611,0.08608105953318498,33.17710005350457
3732,"frozenset({"" 'Lady Gaga'"", "" 'Christina Aguilera'"", "" 'Rihanna'"", "" 'Ke$ha'""})","frozenset({"" 'Britney Spears'""})",0.1187800963081862,0.27875869448903157,0.11610486891385768,0.9774774774774775,3.506536286766613,0.08299388433570626,32.02311396468701
1390,"frozenset({"" 'Christina Aguilera'"", "" 'Mr. Mister'""})","frozenset({"" 'Black Eyed Peas'""})",0.11771000535045478,0.16265382557517388,0.11503477795612627,0.9772727272727273,6.008298444976077,0.0958887952774006,36.843231674692376
4301,"frozenset({"" 'Lady Gaga'"", "" 'Katy Perry'"", "" 'Christina Aguilera'"", "" 'Ke$ha'""})","frozenset({"" 'Britney Spears'""})",0.11717495987158909,0.27875869448903157,0.11449973247726057,0.9771689497716896,3.505429495438172,0.08183619363665173,31.590369181380495
3394,"frozenset({"" 'Ke$ha'"", "" 'Katy Perry'"", "" 'Beyonce'""})","frozenset({"" 'Britney Spears'""})",0.11289459604066346,0.27875869448903157,0.11021936864633494,0.976303317535545,3.502324185170698,0.07874901843917301,30.43638309256284
1700,"frozenset({"" 'Madonna'"", "" 'Katy Perry'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'""})",0.11182450508293205,0.27875869448903157,0.10914927768860354,0.9760765550239234,3.5015107127441705,0.07797722463980332,30.147886570358462
3941,"frozenset({"" 'Lady Gaga'"", "" 'Katy Perry'"", "" 'Rihanna'"", "" 'Ke$ha'""})","frozenset({"" 'Britney Spears'""})",0.1337613697164259,0.27875869448903157,0.13055109684323168,0.976,3.501236084452975,0.09326395204801612,30.051721062956993
4213,"frozenset({"" 'Lady Gaga'"", "" 'Katy Perry'"", "" 'Mr. Mister'"", "" 'Rihanna'""})","frozenset({"" 'Black Eyed Peas'""})",0.11075441412520064,0.16265382557517388,0.10807918673087212,0.9758454106280193,5.999523264683448,0.09006455757407117,34.6661316211878
2664,"frozenset({"" 'Lady Gaga'"", "" 'Mr. Mister'"", "" 'Beyonce'""})","frozenset({"" 'Black Eyed Peas'""})",0.11021936864633494,0.16265382557517388,0.10754414125200643,0.9757281553398058,5.998802376085846,0.08961653928919967,34.49866238630285
2216,"frozenset({"" 'Lady Gaga'"", "" 'Mr. Mister'"", "" 'Rihanna'""})","frozenset({"" 'Black Eyed Peas'""})",0.12734082397003746,0.16265382557517388,0.12413055109684323,0.9747899159663865,5.993034055727554,0.10341807892622185,33.214731585518074
4453,"frozenset({"" 'Christina Aguilera'"", "" 'Katy Perry'"", "" 'Rihanna'"", "" 'Beyonce'""})","frozenset({"" 'Britney Spears'""})",0.12627073301230604,0.27875869448903157,0.12306046013911183,0.9745762711864407,3.4961286964442566,0.08786139545242834,28.3688246834315
3099,"frozenset({"" 'Christina Aguilera'"", "" 'Ke$ha'"", "" 'Beyonce'""})","frozenset({"" 'Rihanna'""})",0.10486891385767791,0.25896201177100053,0.10219368646334938,0.9744897959183673,3.7630608028335297,0.07503662155852535,29.048689138576684
