,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
116,"frozenset({"" 'Christina Aguilera'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'""})",0.18726591760299627,0.27875869448903157,0.17495987158908508,0.9342857142857143,3.3515930902111326,0.12275786887578327,10.975411170819083
162,"frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'"", "" 'Christina Aguilera'""})","frozenset({"" 'Rihanna'""})",0.17067950775815943,0.25896201177100053,0.15890850722311398,0.9310344827586208,3.595255058421203,0.11470899852597691,10.745050829320505
179,"frozenset({"" 'Lady Gaga'"", "" 'Beyonce'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'""})",0.16265382557517388,0.27875869448903157,0.1514178705189941,0.930921052631579,3.3395229316092534,0.10607670244801198,10.440826517873072
127,"frozenset({"" 'Katy Perry'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'""})",0.19154628143392188,0.27875869448903157,0.1781701444622793,0.9301675977653632,3.336820038816629,0.1247749531155306,10.328175494917074
102,"frozenset({"" 'Britney Spears'"", "" 'Ke$ha'""})","frozenset({"" 'Lady Gaga'""})",0.16265382557517388,0.3263777421080792,0.1508828250401284,0.9276315789473684,2.842202329594478,0.0977962367036618,9.308234836324717
86,"frozenset({"" 'Christina Aguilera'"", "" 'Lady Gaga'""})","frozenset({"" 'Britney Spears'""})",0.18459069020866772,0.27875869448903157,0.17067950775815943,0.9246376811594202,3.3169823917216053,0.11922324794076196,9.570317323126305
158,"frozenset({"" 'Britney Spears'"", "" 'Ke$ha'""})","frozenset({"" 'Katy Perry'""})",0.16265382557517388,0.2530765115034778,0.15034777956126272,0.924342105263158,3.652421553354846,0.10918391680200254,9.872380021867084
176,"frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'"", "" 'Beyonce'""})","frozenset({"" 'Rihanna'""})",0.164258962011771,0.25896201177100053,0.1514178705189941,0.9218241042345275,3.5596885347403555,0.10888103926500953,9.4791109327626
120,"frozenset({"" 'Britney Spears'"", "" 'Beyonce'""})","frozenset({"" 'Rihanna'""})",0.18084537185660782,0.25896201177100053,0.1658640984483681,0.9171597633136094,3.5416768546139172,0.11903201713290626,8.945387143621485
96,"frozenset({"" 'Katy Perry'"", "" 'Britney Spears'""})","frozenset({"" 'Lady Gaga'""})",0.20331728196896737,0.3263777421080792,0.18619582664526485,0.9157894736842105,2.8059188955996546,0.1198375912246816,7.999264312466557
79,"frozenset({"" 'Katy Perry'"", "" 'Rihanna'""})","frozenset({"" 'Lady Gaga'""})",0.19154628143392188,0.3263777421080792,0.17495987158908508,0.9134078212290503,2.7986216686509753,0.11244342874548297,7.779250591138958
178,"frozenset({"" 'Britney Spears'"", "" 'Beyonce'"", "" 'Rihanna'""})","frozenset({"" 'Lady Gaga'""})",0.1658640984483681,0.3263777421080792,0.1514178705189941,0.9129032258064516,2.7970756213643573,0.09728352057062356,7.734181479499827
138,"frozenset({"" 'Katy Perry'"", "" 'Christina Aguilera'""})","frozenset({"" 'Rihanna'""})",0.16907437132156233,0.25896201177100053,0.15409309791332262,0.9113924050632911,3.519405795585312,0.11030925857697368,8.363143010012992
61,"frozenset({"" 'Britney Spears'"", "" 'Rihanna'""})","frozenset({"" 'Lady Gaga'""})",0.2209737827715356,0.3263777421080792,0.20117710005350456,0.910411622276029,2.7894415115309807,0.1290561757674496,7.519080878631438
104,"frozenset({"" 'Ke$ha'"", "" 'Lady Gaga'""})","frozenset({"" 'Britney Spears'""})",0.1658640984483681,0.27875869448903157,0.1508828250401284,0.9096774193548387,3.263314965017646,0.1046467654940611,7.985171596728578
114,"frozenset({"" 'Britney Spears'"", "" 'Christina Aguilera'""})","frozenset({"" 'Rihanna'""})",0.1926163723916533,0.25896201177100053,0.17495987158908508,0.9083333333333333,3.5075929752066117,0.12507954829451035,8.084050780679993
92,"frozenset({"" 'Lady Gaga'"", "" 'Beyonce'""})","frozenset({"" 'Britney Spears'""})",0.18084537185660782,0.27875869448903157,0.164258962011771,0.908284023668639,3.258316392008995,0.11384674224863955,7.863856814926041
91,"frozenset({"" 'Britney Spears'"", "" 'Beyonce'""})","frozenset({"" 'Lady Gaga'""})",0.18084537185660782,0.3263777421080792,0.164258962011771,0.908284023668639,2.7829226889126004,0.10523505787451538,7.344655586047393
164,"frozenset({"" 'Britney Spears'"", "" 'Rihanna'"", "" 'Christina Aguilera'""})","frozenset({"" 'Lady Gaga'""})",0.17495987158908508,0.3263777421080792,0.15890850722311398,0.908256880733945,2.7828395247405626,0.10180549937434892,7.3424826110219374
62,"frozenset({"" 'Lady Gaga'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'""})",0.22150882825040127,0.27875869448903157,0.20117710005350456,0.9082125603864736,3.258060029486217,0.13942958827262758,7.857734223198459
66,"frozenset({"" 'Christina Aguilera'"", "" 'Lady Gaga'""})","frozenset({"" 'Rihanna'""})",0.18459069020866772,0.25896201177100053,0.16639914392723382,0.9014492753623189,3.4810097017606902,0.11859716743659969,7.519356057029557
190,"frozenset({"" 'Katy Perry'"", "" 'Britney Spears'"", "" 'Lady Gaga'""})","frozenset({"" 'Rihanna'""})",0.18619582664526485,0.25896201177100053,0.16746923488496523,0.8994252873563219,3.473193929894557,0.11925158903354299,7.3680348543911975
72,"frozenset({"" 'Lady Gaga'"", "" 'Beyonce'""})","frozenset({"" 'Rihanna'""})",0.18084537185660782,0.25896201177100053,0.16265382557517388,0.8994082840236686,3.4731282703310673,0.11582174425971203,7.366789412394166
108,"frozenset({"" 'Katy Perry'"", "" 'Christina Aguilera'""})","frozenset({"" 'Lady Gaga'""})",0.16907437132156233,0.3263777421080792,0.15195291599785982,0.8987341772151899,2.753662585598672,0.09677080443758532,6.65201979668272
157,"frozenset({"" 'Katy Perry'"", "" 'Ke$ha'""})","frozenset({"" 'Britney Spears'""})",0.16746923488496523,0.27875869448903157,0.15034777956126272,0.8977635782747604,3.220576061027883,0.10366427427765282,7.05464151952916
122,"frozenset({"" 'Beyonce'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'""})",0.18619582664526485,0.27875869448903157,0.1658640984483681,0.8908045977011494,3.195611886954795,0.11396039289342805,6.605051955732025
67,"frozenset({"" 'Christina Aguilera'"", "" 'Rihanna'""})","frozenset({"" 'Lady Gaga'""})",0.18726591760299627,0.3263777421080792,0.16639914392723382,0.8885714285714286,2.7225245901639346,0.1052797165661703,6.045327955440316
85,"frozenset({"" 'Britney Spears'"", "" 'Christina Aguilera'""})","frozenset({"" 'Lady Gaga'""})",0.1926163723916533,0.3263777421080792,0.17067950775815943,0.886111111111111,2.714986338797814,0.10781381104392267,5.914732020514419
39,"frozenset({"" 'Christina Aguilera'""})","frozenset({"" 'Britney Spears'""})",0.21776350989834137,0.27875869448903157,0.1926163723916533,0.8845208845208845,3.1730701212467047,0.13191290066504235,6.245642794531151
97,"frozenset({"" 'Katy Perry'"", "" 'Lady Gaga'""})","frozenset({"" 'Britney Spears'""})",0.21187800963081863,0.27875869448903157,0.18619582664526485,0.8787878787878788,3.152503926016402,0.1271329892896434,5.95024077046549
30,"frozenset({"" 'Beyonce'""})","frozenset({"" 'Rihanna'""})",0.21241305510968433,0.25896201177100053,0.18619582664526485,0.8765743073047859,3.384953265191415,0.1311889145676366,6.003920027079854
126,"frozenset({"" 'Katy Perry'"", "" 'Britney Spears'""})","frozenset({"" 'Rihanna'""})",0.20331728196896737,0.25896201177100053,0.1781701444622793,0.8763157894736843,3.3839549804262727,0.12551869209578373,5.991370968659998
196,"frozenset({"" 'Katy Perry'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'""})",0.19154628143392188,0.23327982878544676,0.16746923488496523,0.8743016759776537,3.7478665880785202,0.12278535114757094,6.099684917662451
74,"frozenset({"" 'Beyonce'"", "" 'Rihanna'""})","frozenset({"" 'Lady Gaga'""})",0.18619582664526485,0.3263777421080792,0.16265382557517388,0.8735632183908045,2.676540418315432,0.10188365208474501,5.32773967605428
57,"frozenset({"" 'Ke$ha'""})","frozenset({"" 'Katy Perry'""})",0.1936864633493847,0.2530765115034778,0.16746923488496523,0.8646408839779006,3.416519687430647,0.11845174041505674,5.518087812974309
60,"frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'""})","frozenset({"" 'Rihanna'""})",0.23327982878544676,0.25896201177100053,0.20117710005350456,0.8623853211009175,3.3301614982182124,0.1407664862856307,5.384876047797398
169,"frozenset({"" 'Christina Aguilera'"", "" 'Lady Gaga'""})","frozenset({"" 'Britney Spears'"", "" 'Rihanna'""})",0.18459069020866772,0.2209737827715356,0.15890850722311398,0.8608695652173914,3.895799557848195,0.11811880414329601,5.599250936329594
28,"frozenset({"" 'Christina Aguilera'""})","frozenset({"" 'Rihanna'""})",0.21776350989834137,0.25896201177100053,0.18726591760299627,0.85995085995086,3.3207606554713993,0.1308734409894076,5.29127124928426
18,"frozenset({"" 'Ke$ha'""})","frozenset({"" 'Lady Gaga'""})",0.1936864633493847,0.3263777421080792,0.1658640984483681,0.856353591160221,2.6238112489810708,0.1026491478634967,4.689447256862989
7,"frozenset({"" 'Rihanna'""})","frozenset({"" 'Lady Gaga'""})",0.25896201177100053,0.3263777421080792,0.22150882825040127,0.8553719008264462,2.620803414171521,0.13698939155681628,4.657616754566994
27,"frozenset({"" 'Rihanna'""})","frozenset({"" 'Britney Spears'""})",0.25896201177100053,0.27875869448903157,0.2209737827715356,0.853305785123967,3.061091194619375,0.14878587044799826,4.916630871370549
41,"frozenset({"" 'Beyonce'""})","frozenset({"" 'Britney Spears'""})",0.21241305510968433,0.27875869448903157,0.18084537185660782,0.8513853904282116,3.054202101171454,0.1216333859218055,4.853098276065331
13,"frozenset({"" 'Beyonce'""})","frozenset({"" 'Lady Gaga'""})",0.21241305510968433,0.3263777421080792,0.18084537185660782,0.8513853904282116,2.6085890077218483,0.11151847853563006,4.532678582764281
171,"frozenset({"" 'Christina Aguilera'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'""})",0.18726591760299627,0.23327982878544676,0.15890850722311398,0.8485714285714285,3.6375688073394494,0.11522314602733744,5.063246413681011
10,"frozenset({"" 'Christina Aguilera'""})","frozenset({"" 'Lady Gaga'""})",0.21776350989834137,0.3263777421080792,0.18459069020866772,0.8476658476658476,2.5971925726024088,0.11351752753451672,4.422004176806641
47,"frozenset({"" 'Ke$ha'""})","frozenset({"" 'Britney Spears'""})",0.1936864633493847,0.27875869448903157,0.16265382557517388,0.8397790055248618,3.0125661445795906,0.10866203991170174,4.50154056198225
144,"frozenset({"" 'Britney Spears'"", "" 'Beyonce'""})","frozenset({"" 'Christina Aguilera'""})",0.18084537185660782,0.21776350989834137,0.1514178705189941,0.8372781065088757,3.8448962679731906,0.11203634759462847,4.807198793715646
183,"frozenset({"" 'Lady Gaga'"", "" 'Beyonce'""})","frozenset({"" 'Britney Spears'"", "" 'Rihanna'""})",0.18084537185660782,0.2209737827715356,0.1514178705189941,0.8372781065088757,3.7890382108113525,0.11145578460311448,4.787470207694925
181,"frozenset({"" 'Britney Spears'"", "" 'Beyonce'""})","frozenset({"" 'Lady Gaga'"", "" 'Rihanna'""})",0.18084537185660782,0.22150882825040127,0.1514178705189941,0.8372781065088757,3.7798859446016637,0.11135902410452882,4.784182110024805
14,"frozenset({"" 'Katy Perry'""})","frozenset({"" 'Lady Gaga'""})",0.2530765115034778,0.3263777421080792,0.21187800963081863,0.8372093023255813,2.5651544033549367,0.1292794692257242,4.137965298478941
8,"frozenset({"" 'Britney Spears'""})","frozenset({"" 'Lady Gaga'""})",0.27875869448903157,0.3263777421080792,0.23327982878544676,0.836852207293666,2.5640602875932164,0.14229919548512077,4.1289081924904805
193,"frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'"", "" 'Rihanna'""})","frozenset({"" 'Katy Perry'""})",0.20117710005350456,0.2530765115034778,0.16746923488496523,0.8324468085106383,3.289308848005038,0.11655603620903818,4.457829074201467
36,"frozenset({"" 'Ke$ha'""})","frozenset({"" 'Rihanna'""})",0.1936864633493847,0.25896201177100053,0.16051364365971107,0.8287292817679558,3.200196338066755,0.11035620745794425,4.326705673208029
152,"frozenset({"" 'Britney Spears'"", "" 'Christina Aguilera'""})","frozenset({"" 'Katy Perry'""})",0.1926163723916533,0.2530765115034778,0.15944355270197966,0.8277777777777777,3.2708597603946434,0.11069687311864523,4.3369750944959335
78,"frozenset({"" 'Katy Perry'"", "" 'Lady Gaga'""})","frozenset({"" 'Rihanna'""})",0.21187800963081863,0.25896201177100053,0.17495987158908508,0.8257575757575758,3.188720886551465,0.12009151596505285,4.252913671575128
167,"frozenset({"" 'Britney Spears'"", "" 'Christina Aguilera'""})","frozenset({"" 'Lady Gaga'"", "" 'Rihanna'""})",0.1926163723916533,0.22150882825040127,0.15890850722311398,0.8250000000000001,3.724456521739131,0.11624228027279591,4.44852098142628
194,"frozenset({"" 'Katy Perry'"", "" 'Britney Spears'""})","frozenset({"" 'Lady Gaga'"", "" 'Rihanna'""})",0.20331728196896737,0.22150882825040127,0.16746923488496523,0.8236842105263158,3.71851639969489,0.12243266199296284,4.415323063654441
110,"frozenset({"" 'Christina Aguilera'"", "" 'Lady Gaga'""})","frozenset({"" 'Katy Perry'""})",0.18459069020866772,0.2530765115034778,0.15195291599785982,0.8231884057971015,3.2527254343230076,0.105237348063831,4.224403336578692
140,"frozenset({"" 'Christina Aguilera'"", "" 'Rihanna'""})","frozenset({"" 'Katy Perry'""})",0.18726591760299627,0.2530765115034778,0.15409309791332262,0.8228571428571427,3.2514164904862572,0.10670049276285862,4.216503564093267
185,"frozenset({"" 'Beyonce'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'""})",0.18619582664526485,0.23327982878544676,0.1514178705189941,0.8132183908045977,3.4860210376463145,0.10798213995862199,4.1049018397333
134,"frozenset({"" 'Beyonce'"", "" 'Rihanna'""})","frozenset({"" 'Christina Aguilera'""})",0.18619582664526485,0.21776350989834137,0.15034777956126272,0.8074712643678161,3.70801914767432,0.10980112282256674,4.062959679931004
128,"frozenset({"" 'Britney Spears'"", "" 'Rihanna'""})","frozenset({"" 'Katy Perry'""})",0.2209737827715356,0.2530765115034778,0.1781701444622793,0.8062953995157385,3.185974845020962,0.12224687038473177,3.855992509363295
139,"frozenset({"" 'Katy Perry'"", "" 'Rihanna'""})","frozenset({"" 'Christina Aguilera'""})",0.19154628143392188,0.21776350989834137,0.15409309791332262,0.8044692737430167,3.694233593674934,0.11238130736029629,4.00058090651991
118,"frozenset({"" 'Christina Aguilera'""})","frozenset({"" 'Britney Spears'"", "" 'Rihanna'""})",0.21776350989834137,0.2209737827715356,0.17495987158908508,0.8034398034398034,3.6359055511597878,0.12683984505724186,3.9632958801498113
42,"frozenset({"" 'Katy Perry'""})","frozenset({"" 'Britney Spears'""})",0.2530765115034778,0.27875869448903157,0.20331728196896737,0.8033826638477801,2.8820003814424204,0.13277000401641953,3.6682487903944954
133,"frozenset({"" 'Christina Aguilera'"", "" 'Rihanna'""})","frozenset({"" 'Beyonce'""})",0.18726591760299627,0.21241305510968433,0.15034777956126272,0.8028571428571428,3.7796977329974806,0.11057005388529187,3.9950062421972525
98,"frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'""})","frozenset({"" 'Katy Perry'""})",0.23327982878544676,0.2530765115034778,0.18619582664526485,0.7981651376146789,3.1538491378474305,0.1271581813721154,3.7006663748236774
26,"frozenset({"" 'Britney Spears'""})","frozenset({"" 'Rihanna'""})",0.27875869448903157,0.25896201177100053,0.2209737827715356,0.7927063339731286,3.0610911946193746,0.14878587044799826,3.5748221469195256
115,"frozenset({"" 'Britney Spears'"", "" 'Rihanna'""})","frozenset({"" 'Christina Aguilera'""})",0.2209737827715356,0.21776350989834137,0.17495987158908508,0.7917675544794188,3.635905551159788,0.12683984505724186,3.7565543071161036
195,"frozenset({"" 'Katy Perry'"", "" 'Lady Gaga'""})","frozenset({"" 'Britney Spears'"", "" 'Rihanna'""})",0.21187800963081863,0.2209737827715356,0.16746923488496523,0.7904040404040404,3.576913199794556,0.12064974961073939,3.716799783403277
163,"frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'"", "" 'Rihanna'""})","frozenset({"" 'Christina Aguilera'""})",0.20117710005350456,0.21776350989834137,0.15890850722311398,0.7898936170212766,3.627300172512938,0.11509947580429303,3.723049623774983
80,"frozenset({"" 'Lady Gaga'"", "" 'Rihanna'""})","frozenset({"" 'Katy Perry'""})",0.22150882825040127,0.2530765115034778,0.17495987158908508,0.7898550724637682,3.1210129607500687,0.1189011900682505,3.5543255659489685
145,"frozenset({"" 'Britney Spears'"", "" 'Christina Aguilera'""})","frozenset({"" 'Beyonce'""})",0.1926163723916533,0.21241305510968433,0.1514178705189941,0.786111111111111,3.7008606213266155,0.11050363839513838,3.6822246774092657
150,"frozenset({"" 'Katy Perry'"", "" 'Britney Spears'""})","frozenset({"" 'Christina Aguilera'""})",0.20331728196896737,0.21776350989834137,0.15944355270197966,0.7842105263157894,3.6012026380447426,0.11516846775742656,3.624998368763782
89,"frozenset({"" 'Christina Aguilera'""})","frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'""})",0.21776350989834137,0.23327982878544676,0.17067950775815943,0.7837837837837837,3.3598437887428707,0.11987967345335643,3.5460807918673067
124,"frozenset({"" 'Beyonce'""})","frozenset({"" 'Britney Spears'"", "" 'Rihanna'""})",0.21241305510968433,0.2209737827715356,0.1658640984483681,0.7808564231738034,3.533706186227212,0.1189263821507225,3.554866761375865
106,"frozenset({"" 'Ke$ha'""})","frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'""})",0.1936864633493847,0.23327982878544676,0.1508828250401284,0.7790055248618785,3.3393608393735112,0.10569968003192523,3.4694087747458537
65,"frozenset({"" 'Rihanna'""})","frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'""})",0.25896201177100053,0.23327982878544676,0.20117710005350456,0.7768595041322315,3.3301614982182124,0.1407664862856307,3.4360422487763325
51,"frozenset({"" 'Christina Aguilera'""})","frozenset({"" 'Katy Perry'""})",0.21776350989834137,0.2530765115034778,0.16907437132156233,0.7764127764127764,3.067897418848793,0.11396354190373703,3.3406358221767527
161,"frozenset({"" 'Ke$ha'""})","frozenset({"" 'Katy Perry'"", "" 'Britney Spears'""})",0.1936864633493847,0.20331728196896737,0.15034777956126272,0.776243093922652,3.8178903751090436,0.1109679742788838,3.5604832583609123
95,"frozenset({"" 'Beyonce'""})","frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'""})",0.21241305510968433,0.23327982878544676,0.164258962011771,0.7732997481108312,3.3149019018787698,0.11470728088399018,3.3820878663575296
76,"frozenset({"" 'Beyonce'""})","frozenset({"" 'Lady Gaga'"", "" 'Rihanna'""})",0.21241305510968433,0.22150882825040127,0.16265382557517388,0.7657430730478588,3.456941554411711,0.1156024586327398,3.3232365073611883
69,"frozenset({"" 'Christina Aguilera'""})","frozenset({"" 'Lady Gaga'"", "" 'Rihanna'""})",0.21776350989834137,0.22150882825040127,0.16639914392723382,0.7641277641277641,3.44964925399708,0.11816260401395756,3.3004781968967354
198,"frozenset({"" 'Britney Spears'"", "" 'Rihanna'""})","frozenset({"" 'Katy Perry'"", "" 'Lady Gaga'""})",0.2209737827715356,0.21187800963081863,0.16746923488496523,0.7578692493946732,3.576913199794556,0.12064974961073939,3.2549438202247196
32,"frozenset({"" 'Katy Perry'""})","frozenset({"" 'Rihanna'""})",0.2530765115034778,0.25896201177100053,0.19154628143392188,0.7568710359408033,2.9227106739119035,0.1260090788829945,3.0479214646288404
199,"frozenset({"" 'Lady Gaga'"", "" 'Rihanna'""})","frozenset({"" 'Katy Perry'"", "" 'Britney Spears'""})",0.22150882825040127,0.20331728196896737,0.16746923488496523,0.7560386473429953,3.71851639969489,0.12243266199296284,3.265610349156908
49,"frozenset({"" 'Beyonce'""})","frozenset({"" 'Christina Aguilera'""})",0.21241305510968433,0.21776350989834137,0.16051364365971107,0.7556675062972292,3.4701291628243767,0.1142578312307964,3.201524603818129
177,"frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'"", "" 'Rihanna'""})","frozenset({"" 'Beyonce'""})",0.20117710005350456,0.21241305510968433,0.1514178705189941,0.7526595744680851,3.5433771906318663,0.10868522807852257,3.1842224868683724
68,"frozenset({"" 'Lady Gaga'"", "" 'Rihanna'""})","frozenset({"" 'Christina Aguilera'""})",0.22150882825040127,0.21776350989834137,0.16639914392723382,0.751207729468599,3.44964925399708,0.11816260401395756,3.144135018466861
121,"frozenset({"" 'Britney Spears'"", "" 'Rihanna'""})","frozenset({"" 'Beyonce'""})",0.2209737827715356,0.21241305510968433,0.1658640984483681,0.7506053268765133,3.5337061862272123,0.1189263821507225,3.157994254754372
53,"frozenset({"" 'Beyonce'""})","frozenset({"" 'Katy Perry'""})",0.21241305510968433,0.2530765115034778,0.15890850722311398,0.7481108312342569,2.9560658426571376,0.10515175223815909,2.965286249331193
33,"frozenset({"" 'Rihanna'""})","frozenset({"" 'Katy Perry'""})",0.25896201177100053,0.2530765115034778,0.19154628143392188,0.7396694214876033,2.9227106739119035,0.1260090788829945,2.8691346700977514
156,"frozenset({"" 'Katy Perry'"", "" 'Britney Spears'""})","frozenset({"" 'Ke$ha'""})",0.20331728196896737,0.1936864633493847,0.15034777956126272,0.7394736842105264,3.817890375109044,0.1109679742788838,3.0949408477498377
48,"frozenset({"" 'Christina Aguilera'""})","frozenset({"" 'Beyonce'""})",0.21776350989834137,0.21241305510968433,0.16051364365971107,0.7371007371007371,3.4701291628243767,0.1142578312307964,2.9957746408444716
99,"frozenset({"" 'Katy Perry'""})","frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'""})",0.2530765115034778,0.23327982878544676,0.18619582664526485,0.7357293868921775,3.1538491378474305,0.1271581813721154,2.901269127875868
73,"frozenset({"" 'Lady Gaga'"", "" 'Rihanna'""})","frozenset({"" 'Beyonce'""})",0.22150882825040127,0.21241305510968433,0.16265382557517388,0.7342995169082126,3.4569415544117112,0.1156024586327398,2.9641908653144613
155,"frozenset({"" 'Christina Aguilera'""})","frozenset({"" 'Katy Perry'"", "" 'Britney Spears'""})",0.21776350989834137,0.20331728196896737,0.15944355270197966,0.7321867321867321,3.601202638044743,0.11516846775742656,2.974769415033305
84,"frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'""})","frozenset({"" 'Christina Aguilera'""})",0.23327982878544676,0.21776350989834137,0.17067950775815943,0.731651376146789,3.359843788742871,0.11987967345335643,2.9150009374728474
174,"frozenset({"" 'Christina Aguilera'""})","frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'"", "" 'Rihanna'""})",0.21776350989834137,0.20117710005350456,0.15890850722311398,0.7297297297297297,3.627300172512938,0.11509947580429303,2.955644729802033
43,"frozenset({"" 'Britney Spears'""})","frozenset({"" 'Katy Perry'""})",0.27875869448903157,0.2530765115034778,0.20331728196896737,0.7293666026871402,2.8820003814424204,0.13277000401641953,2.759908776643178
29,"frozenset({"" 'Rihanna'""})","frozenset({"" 'Christina Aguilera'""})",0.25896201177100053,0.21776350989834137,0.18726591760299627,0.7231404958677686,3.3207606554713993,0.1308734409894076,2.825391501561215
4,"frozenset({"" 'Madonna'""})","frozenset({"" 'Britney Spears'""})",0.22953451043338685,0.27875869448903157,0.1658640984483681,0.7226107226107226,2.5922446075996937,0.10187935797977819,2.6001052106235747
2,"frozenset({"" 'Madonna'""})","frozenset({"" 'Lady Gaga'""})",0.22953451043338685,0.3263777421080792,0.1658640984483681,0.7226107226107226,2.2140318697695744,0.09094914319723596,2.428436543156588
63,"frozenset({"" 'Britney Spears'""})","frozenset({"" 'Lady Gaga'"", "" 'Rihanna'""})",0.27875869448903157,0.22150882825040127,0.20117710005350456,0.7216890595009597,3.258060029486217,0.13942958827262758,2.7971993136658
168,"frozenset({"" 'Britney Spears'"", "" 'Rihanna'""})","frozenset({"" 'Christina Aguilera'"", "" 'Lady Gaga'""})",0.2209737827715356,0.18459069020866772,0.15890850722311398,0.7191283292978209,3.895799557848195,0.11811880414329601,2.9031383184812096
31,"frozenset({"" 'Rihanna'""})","frozenset({"" 'Beyonce'""})",0.25896201177100053,0.21241305510968433,0.18619582664526485,0.71900826446281,3.384953265191415,0.1311889145676366,2.8028829509331827
197,"frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'""})","frozenset({"" 'Katy Perry'"", "" 'Rihanna'""})",0.23327982878544676,0.19154628143392188,0.16746923488496523,0.7178899082568808,3.7478665880785202,0.12278535114757094,2.8657383845106517
170,"frozenset({"" 'Lady Gaga'"", "" 'Rihanna'""})","frozenset({"" 'Britney Spears'"", "" 'Christina Aguilera'""})",0.22150882825040127,0.1926163723916533,0.15890850722311398,0.7173913043478262,3.7244565217391306,0.11624228027279591,2.856895913075689
109,"frozenset({"" 'Katy Perry'"", "" 'Lady Gaga'""})","frozenset({"" 'Christina Aguilera'""})",0.21187800963081863,0.21776350989834137,0.15195291599785982,0.7171717171717171,3.293351202442111,0.10581361695037818,2.7657647328594352
16,"frozenset({"" 'Avril Lavigne'""})","frozenset({"" 'Lady Gaga'""})",0.2231139646869984,0.3263777421080792,0.15997859818084537,0.7170263788968825,2.1969218068168415,0.08715916615352112,2.3805125554316184
